0,1,2,3,4,5,6,7,8,9
rehman,foodnetwork,@shannonpoe,roomie,sorprender,ashton,winners,unplanned,austin,priceless
hopeshelikesit,awe,@mencap,happydays,prank,morn,arrange,formal,knives,shocking
comprehends,nao,regalo,tweeties,encore,bringin,@patdaddy32s,expected,bdayevent,percent
dooooooooone,sinterklaas,blindside,relaunch,located,copland,guest,organized,raffle,jaana
charge,@baileybug4,awardedbestgirlfriend,shoutsout,wheredidthatcomefrom,chineserap,kwoker,liking,happybirthday,shhh
dontknowwhattodo,ora,takenadvantageof,@itsanelizz,yourweekcouldbeworse,fiesta,react,junkie,county,@whistlerblckcmb
fartherthanithought,sneaking,plants,mariah,proposition,spoilt,sherry,shoaib,goodies,@_kbettag309
voted,shhhh,alfredo,horrid,bags,as.cortney,rename,@erin_glass15,â€¢ï¿¼evan,onceyoureamacyounevergoback
congrats,suprise,@yankeecremoso,revelationsfromthetech,drawer,yousoundstupid,secretive,@walshmycar,@heatherrosee7,@sambate1
hamper,@vinnyguadagnino,ihopeididntblowit,happybdaytome,miscalculation,:-o,imnotcreepyatall,snackin,itsmybirthday,observe
julianna,u.s.congressional,nahh,myartsubmit,bday,swaggggiiinnnn,alllllll,@siobhanshannonx,flashmob,fatass
badsurprise,decorating,lmfaoo,rooney,unpredictable,metaphorical,britney,bestdaughtereverâ€,accuse,actually
debut,compliment,blanc,wah,@bciatti,wedon't,chez,guests,unstoppable,tequila
ballin,filler,cl,@bonang_m,jaisa,husby,hellfrozeover,expecting,amsterdam,patriots
dedans,@anitabondi,picked,likely,comin,didntseethatcoming,bestgirlfriendever,gardner,bummed,gina
freshmans,evaaa,randomest,wickedwednesday,not1sttimeitshappened,sorrynotsorry,veggies,puckslutprobs,whathappenedtoautumn,greyson
frisked,@boiibasses,nerdlife,lanes,@alyssamarquardt,uhm,wut,niece,planner,prize
babygirl,peeked,lyon,successful,stayfarawayfrommeif,startle,allnighter,somany,neat,@claccdude_ctn
shhhhhhh,suds,noticed,hahaa,lovethislife,guessed,side.its,sworn,sons,neednewinternet
clue,evry,@bridget_graham,@cmichelleo321,alley,whoops,vela,lube,award,planned
guessing,shoulda,@iam_briqqz,marky,failedthatone,@pinkferrari_kay,avid,deadline,beep,celeb
whatelseisnew,astounding,obaa,pissing,children+water,tlkn,hanukkah,earl,tennyson,@imdance_who_u
boppin,doesn't,shitless,retainer,carrot,elopement,shouldbeinteresting,secretly,innovate,bittersweet
zane,marijuana,closet,moo,u'll,fridge,@nikestoreeurope,dontcare,itsgonnabealongnight,amir
kiel,lh,snuck,horrendous,@geliyut,eyed,landlady,@saraburrdaniels,alas,esque
unsung,thisisnew,surprises,annoy,diversified,sur,scratchcupcakesfortheclass,fooled,chilled,@kadiri_sennefer
manti,robertson,arguement,stoners,guesstillnextyear,clever,contents,rejects,kooiman,considerin
leah,justfoundout,congratulating,ranked,impress,nh,justtryingtoupliftthisboringconvosation,appreciates,justsaying,judges
cake,surpriseâ€,feign,@saragiles27,@jessnicole210,2011movies,skating,didntseethisonecoming,pinto,hamilton
@ginarees,@sexchronicl3s,liverpool,@hollyfaye,xoxox,misspell,nailed,orderd,fellforanotherduche,pisses
howlovely,adrianna,hehehe,@j_love09,shocked,#blameitontheblonde,aback,surprising,radiator,chickfila
popped,shayna,leweb,crave,underwear,embarrased,pressie,bundle,@igsmalls,reports
getoverit,useitdontuseit,@merej_192,@connexio,denver,unlucky,beckleys,daley,impressed,announced
jk,@cganderson87,curious,areyouamerican,hype,spy,sneak,@sydneyyscott,itstheaftershaveprobably,@megan_tucker96
vid,saving,dems,hopefullyagain,really??wow,resistance,retiring,amaze,@evol93,
