0,1,2,3,4,5,6,7,8,9
giftcard,sumo,edible,2012/13,geeked,endocrine,@tumzaflyingspur,@thomestifanos,@shesa_keepher,manicured
thisisgonnabealong3hours,@sam_pacos,waitt,woow,intrigue,snowin,extenders,@thomfooled,limo,itllbeworthitwhensheseesit
3:10,performer,ineedadrink,hidalgo,corny,@deyna_otter,@rhian_23,cosmo,entertainer,gunny
knowd,dayyy,@gagasskalliwag,@rachcav,plannin,algorithm,sheboygan,derry,flown,wooow
@craigscampbell,chunky,eugh,whaaat,...........................,@jennalainebucs,simbu,dhs,mindboggling,totp
mercilessly,illegal,#notgood,eatin,@yummyquotes,@jsabatka,watcher,rohn,@g_teckbangin,salami
tita,teleseminar,winehouse,theregoesmygrade,middlesex,the1st,anticipated,asher,cooldude,cena
@anegadsden,nices,shiny,devised,fara7,@andrealandis,neal,tavo,arlo,fareal
hathaway,maã±ana,tootiredtoeventhinkofacleverhashtagtopic,feelsold,nuzzle,kayden,wideeyedwonder,botched,sosimple,@j_colan
dallasrestaurantssuck,arlene,@kiaabaybehh,recruited,yayforclasstonight,urine,@stephenfry,@britt3marie3,esquire,@alanritchson
butthatsjustme,@louisck,xox,whereareyouchristmas,@tupactaughtme,@a_laveck,whydidentmypartnerdoanything,whyyouend,@jtthompson22,@deanboedeker
heartstopping,thisisgoingtobealongnight,camo,lololol,oscar,shakira,essex,segment,salts,letsgetfuckedup
@fraudsterboosh,itwillbeagrandtime,@phenyo_chivas,endoftheworld,unprecedented,goodest,@annymac2,@bobert_haughton,procrastinator,"â£25,000"
sharted,doggie,@ddub_gurl4ever,goforit,fixedwhatisntbroken,@bfa_chonnie,alec,ronchy,@mindykaling,sequel
topless,@aalliesun,kennedy,fastforward,nabbed,egan,twerk,wizards,day-,@drmikemurdock
moley,regift,disorder,efo,whateverdadwantsonhisbirthday,katelyn,backfire,compensate,hearin,initials
requests,uptight,@graemecole74,feb.,yankeeswap,terps,@thereal1_smity,hales,@hbumcyouth,@turkeyturner
landon,aaaaand,butreally,sinnita,moore,2xist,ifonly,evan,gargle,ambiguity
avi,predicted,easter,theregoesmyplan,si,checkit,knowledgeable,@taylordyer,timeforbed,deviated
evenmorehungrynow,deadmau5,haa,conner,guinness,gonnablowoffsteambylisteningtowhale,kps,dragonrider,doorbell,amused
carroll,nusery,@michellehoetjes,answerthis,marley,@bryannalonick,anaconda,@tomfelton,wanttoseeyouinallplaces,merriment
@jennymagnotta,@msmallory2012,loveit,unwrap,@wellyourewrong,@cluman011,stereos,@bannana0,lemmon,kojak
@chrisbruno42,@cottonwoodkidz,burglar,whycantwebefriends,befor,kelli,@briehaner,jody,@jvreemer21,sofia
afoot,choose?hmm,galfriend,2say,foiled,hense,gonnabealongday,rec'd,aristotle,diaper
whatdididotodeservethis,hiba,crucial,thetruth,bebi,finalsweekâ€---,pleasadmithim,stiick,mafia,smellin
killian,varied,bhumi,discreetly,imadetherightdecision,lovly,thatslife,superstoked,coquito,fishy
@michellemillerr,hutchinson,@aliohays,augustus,tld,@malcusicxoxo,cooks,happyythanksgiving,mynameisearl,@cassandraopper
unscrew,limiting,naming,iwannabethere,myfavorite,ëšâ¤,goducks,@lindenmh,boyyy,ocu
jain,@prophetichippo,@courtneylucey,fran,food4thought,clues,@russellmaddy,copys,rectum,belatedbirthdaybliss
@markparkinson80,kindof,meî,@aintnobitchinme,valentines,visitor,stuffers,patty,disguising,schoooolssssss
aquarium,onemorereasontohateu,courtney,faisal,nebraska,@rob_moynihan,triplets,@collinrudkin,unusual,bargains
gonnaslapabitch,poll.pollcode.com/iv4t,usefulstuff,telly,thingsaboutgirlfriends,hasten,springy,lawmakers,lubna,smokin
muthafckas,pr:8:13,@djcommish,gripping,@oliviamceachin,pussssssssy,hitthedvdplayer,pwgkliq,"bath,,thn",@ashelysmashley
stupidgirl,@sachalan,iaintfromaroundhere,personalbest,designated,woooow,hurrr,happyaccidents,refrain,exclusives
kidsthesedays,ordinary,teehee,jasminesullivan,btr,@peraginee,@sayanythingmuz,canitbedecember3rdalready,nothx2rogers,pleaseee
@scotthamilton14,whooooo,@1st_classact,@krisraphael,germanshepherd,caps,@sarahlydon89,9:30am,pickleball,fabolous
goodreads,woof,reckon,roomate,silva,heist,karo,haaaaa,steaming,@chrisfranjola
@danielinbtown,denominator,purity,visitors,whatswrongwiththeworld,wellthisisawkward,knight),hardstyle,@secondcupcafes,@mrfranklin101
@antoniaskomolo,joanns,casper,gotosleepalready,shameless,booyeah,randomlatenightthoughts,hittn,kelley,â€œ@ngrant60
frands,@inashahinaj,aykroyd,howdoyouevenlosethosewtf,geterrdoneeee,haaaaaa,happybirthdaydangerdays,reallove,isnt,getonit
suprised,blondie,enrique,prix,myfamilyisweird,impromptu,hoooo,breakingnews,@fuentes0509,rerun
disease,@emilysugarman,god(s,@lolli_leak,itissoawesome,@buiscubes,skipped,@alexandrachua,chopra,@emilylevenson
ganna,ditched,@khleo_t,hearted,winnerâ€,cl.unthinkable,curiously,pays,justread,bookclub
mandate,farmers,whhhyyyyyy,,,,,,,
