0,1,2,3,4,5,6,7,8,9
2011movies,gripping,reenactor,wheelchair,shrooommmsrt,@_sophco,myartsubmit,wacky,moley,blabbers
shouldbeinteresting,disney.com,guinness,salts,goforit,announce,yeeey,happybirthday,@graemecole74,imnotcreepyatall
butthatsjustme,coors,smellin,sayin,itllbeworthitwhensheseesit,pplonfacebookmaketwitter,@britneyspears,itstheaftershaveprobably,@doryofmylife,tahir
hanukkah,amir,fabolous,@stephenfry,@briehaner,karmasabitch,owhereowhereowhere,beckleys,leweb,allready
@justinbieber,stacy,eyed,hiba,daley,initials,lowexpectations,#blameitontheblonde,guest,laundrette
obnoxious,elopement,jaana,octranspo,delhi,@emilylevenson,mr.perfect,enrique,sdr,aquarium
justsaying,whitehouse,ditched,entertainer,nebraska,elite,myfamilyisweird,thisisgonnabefun,itsnevermoney,9:30am
veela,arrange,knowd,accuse,newyears,cl.unthinkable,2say,pisses,@malcusicxoxo,jody
illkeepyouposted,shhh,greyson,heartstopping,@cristinaaa,usefulstuff,fooled,esquire,goducks,raindeer
@nathanireton8,prix,@ronniefrown19,ebay,rerun,w|,allnighter,niece,---->@jayrealnomake,tosh
raffle,@rccrazy30,sprinkles,voted,actually,sheriff,@gammage210,shhhh,3:10,charge
fishy,itsmybirthday,bhumi,giggles,tweetdeck,@tessawood1,@nikestoreeurope,@alexandrachua,@secondcupcafes,misspellings
iwannabethere,somany,@saraburrdaniels,fellforanotherduche,aisle,@erin_glass15,dvrs,stoners,derek,@jimjones
@jessnicole210,hense,cena,louis,pr:8:13,lovethislife,u.s.congressional,chemicals,huh,@aintnobitchinme
subbing,@taylordyer,pays,day!!î,closet,parr,chickfila,fyi,@kendall_meyers,@nicolaturner9
top100lies,@niinamarie,@mindykaling,galfriend,myfavorite,@bannana0,noticing,@walshmycar,bummed,caps
blonder,forbid,misspell,threesome,hamper,visitor,planned,revelationsfromthetech,@bciatti,endocrine
gunny,mmhmm,twerk,goodest,@bridget_graham,arguement,@scificaper,autograph,tequila,sergio
@nikkiwarnz,@anitabondi,buds,hoooo,schoooolssssss,@stoody21,uptight,wedon't,mynameisearl,ganna
wizards,@heatherrosee7,horrendous,annoy,hardstyle,camo,spotted,doggie,disease,pointing
imgonnaforgetitalltomorrow,zach,befor,delaware,@helenkinger,@scotthamilton14,middlesex,steaming,wahooo,stereos
day-,stupidgirl,fixedwhatisntbroken,@yummyquotes,@_john_henson,unscrew,beep,#hurryup,blondie,foxandfriends
cunts,algorithm,brightened,sons,goodies,justtryingtoupliftthisboringconvosation,whaaat,munters,@krisraphael,silva
clues,superexcited,suprised,answerthis,@michellemillerr,dallasrestaurantssuck,augustus,nomorepretendingiunderstandchinglish,ballin,daddi
@jtthompson22,@im_a_key_pa,santorum,armani,deadmau5,classy,@kdclapp06,tootiredtoeventhinkofacleverhashtagtopic,kelli,@jannakannard
efo,miscounted,brinner,stiick,hidalgo,dayyy,sneaking,tampons,sneaky,@rachcav
wickedwednesday,kidding,retiring,hartleyplace,shoutsout,childishness,@mencap,@claccdude_ctn,@inashahinaj,bday
ocu,defines,snowin,marijuana,eyeful,underground,twist,foodnetwork,@foreverfit4u,ihg
compliment,wah,located,@anegadsden,chamber,timeforbed,happybirthdaydangerdays,percieved,jury,christmas.(sarcasm
itsgonnabealongnight,impromptu,really??wow,randomest,ineedadrink,kidsthesedays,mossad,@britt3marie3,jailbroke,fridge
@sexchronicl3s,qualityfilm,caribbean,liking,kiel,grocerystoressuck,shakira,arranged,planner,lubna
mommmy,headliner,joanns,shhhhhh,@littledebbie,bootexas,btr,austin,milan,thunk
canitbedecember3rdalready,insecurity,sell,ironic,takenadvantageof,tennyson,julio,afoot,denver,tease
saving,yousoundstupid,prezzie,earring,junkie,sinterklaas,@phenyo_chivas,abode,whatelseisnew,beliebers
bayern,@patdaddy32s,fara7,scuffles,@shannonpoe,merriment,randomthought,@igsmalls,@itsanelizz,imnotlearningsquat
notttt,sorprender,@kiaabaybehh,thisisnew,grandbaby,unwrap,contents,beings,prank,@russellmaddy
veggies,backfire,telly,yankeeswap,@rob_moynihan,asher,@marketingmama,frands,@jon1093,anticipating
justfoundout,facetious,@emilysugarman,reports,itstooearly,diaper,nothx2rogers,muchneededpickmeup,balloons,@rhian_23
serenaded,haa,@lindenmh,hmmmm,@khleo_t,@mel_hayes07,@deanboedeker,@oliviamceachin,sosimple,worksheets
survived,bun,ohhappydays,@ddub_gurl4ever,triplets,@baileybug4,freaky,hateatt,@bryannalonick,@danmax89
nolubeorhardfeelings,@yokoono,lovly,patty,limiting,ter,isnt,tlkn,choose?hmm,hehehe
earl,@msstovall,ifonly,@charlieee91,@ginarees,winners,refrain,@thomfooled,county,@sydneyyscott
@1st_classact,pissing,urine,stayfarawayfrommeif,award,didntseethatcoming,melon,botched,happyholidays,whycantwebefriends
@valrayjor,@hanabananaz,cooldude,bestdaughtereverâ€,@mymix1041,thatslife,getready,â€œ@ngrant60,maryland,surprising
marke,@prophetichippo,@collinrudkin,luckyme,areyouamerican,gunns,@alyssamarquardt,@allietaylor96,stashed,sneak
dontcare,simbu,rectum,@thomestifanos,@fraudsterboosh,fareal,@luciamhnas,howdoyouevenlosethosewtf,cantbelieveshesgone,palace
@_kbettag309,happybdaytome,have'em,dooooooooone,illegal,bringin,girlfrend,digs,jasam,yeahhh
woof,relaunch,surpriseâ€,wasteofagoodnapday,mayday,react,vid,browns,useitdontuseit,ëšâ¤
springy,readyyy,wahhhh,cake,alas,sohappy,spontaneous,landon,fartherthanithought,kayden
thurmans,@tasteurdreams,mississippi,funniest,moore,@ashelysmashley,horrid,thisisgonnabealong3hours,whyyouend,@cganderson87
naming,maã±ana,@gloriaestefan,guess,leah,@_caitlinohh,whhhyyyyyy,itwillbeagrandtime,xox,obaa
chunky,snackin,proposition,lsulsu,@imdance_who_u,discreetly,favored,si,breakingnews,thanksfrank
lyon,undies,noida,@alanritchson,lmfaoo,surprised,prize,imnotgonnaagetanythingdone,scratchcupcakesfortheclass,curious
tammy,rugrats,shiny,chez,dontknowwhattodo,@pinkferrari_kay,gonnablowoffsteambylisteningtowhale,observe,egan,pantless
hasten,kennedy,segment,curiously,pressie,mamas,formal,whateverdadwantsonhisbirthday,yaaahhh,classmate
theregoesmygrade,crucial,decorating,sil,loveofmylife,aback,as.cortney,xoxox,unpredictable,doesn't
bestestest,extenders,failedthatone,wanttoseeyouinallplaces,@aliohays,compensate,babygirl,underwear,loveit,ashton
shameless,predicted,@rusty_roberts,rejects,redecorated,@brittanyy_lucas,feign,dems,hearted,halla
cache,rooney,@laurennn_c,gonnabealongday,ihopeididntblowit,blanc,wideeyedwonder,unplanned,badsurprise,@danielinbtown
@a_laveck,makayla,@letaliar,conclusio,"â£25,000",aggies,manti,suraj,plants,zipped
moles,puckslutprobs,knives,aaaaand,morestuffithoughtwouldneverhappenagain,farmers,@ynahmean_knw,esque,sheboygan,@saragiles27
ronchy,fedex,hopefullyagain,anticipated,hales,guessing,retainer,radiator,totp,mainstream
rt@fina11ymadeit,clever,capricorn,tita,meî,gargle,@gagasskalliwag,lover<3,arrive,guests
@codysimpson,@craigscampbell,neat,mariah,considerin,evan,rolltideroll,knight),allworldstogether,shocking
norfolk,@iam_briqqz,@evol93,@sayanythingmuz,thisgirl,stash,picked,whathappenedtoautumn,suds,coffeehealseverything
successful,bebe,alley,gonnabealongnight,convention,tomorrowat8,unprecedented,isanyoneup,innovate,nuzzle
evry,hawaii,isitbecauseidontmakeyoucupcakes,awardedbestgirlfriend,visitors,@bonang_m,marky,jk,burglar,suitandtie
solemn,bwahahahaha,wasn't,derry,toker,teehee,tld,rosas,unsung,hamilton
foiled,liverpool,@j_love09,@whistlerblckcmb,food4thought,ent.~,courtney,chopra,@katiemargolles,dedans
hype,peek,bundle,aamir,cutler,audience,thingsaboutgirlfriends,torte,deviated,embarrased
veggie,overeem,lemmon,kaminey,uhhh,girly,doorbell,@peraginee,â€¢ï¿¼evan,arnold
sofia,aristotle,preggers,kps,2xist,performer,gobbled,nailed,flown,signature
congrats,easter,@deyna_otter,@aalliesun,@flemister_kay57,expected,eatin,spontaniousplanning,copys,barbican
techniques,not1sttimeitshappened,jaisa,@msmallory2012,anaconda,homer,nahh,rhymed,disorder,wud
havecourage,nerdlife,@justinexclark,alfredo,pickleball,booyeah,@chrisfranjola,cadeau,uhm,arlene
astonishment,shayna,vela,shitless,whooooo,imadetherightdecision,bfff,impressed,nices,@colequitman
sunderland,letsgetfuckedup,overused,imacelebrity,corny,@andrealandis,@sam_pacos,sur,mafia,unexpected
deadline,kooiman,lasvegas,whoops,@jsabatka,secretive,mercilessly,@bqueenston,dom,chacha
alllllll,pwgkliq,unlucky,lazyday,@cjeffery20,@jennsutherland,cosmo,butreally,sarcasim,chose
whatdididotodeservethis,@ladyp1785,melsbday,hopeshelikesit,diversified,itissoawesome,aniversary,darrell,@toure_htz,roomate
rename,bollywood,stuffers,superstoked,mindboggling,nao,chrissy,,,
