0,1,2,3,4,5,6,7,8,9
bye~,@dark_barcelona,suicide,totality,aniversary,@r_holley3,uninstall,yuck,@joan_rivers,@ivegotdapower
@jtthompson22,@apoloohno,stinkin,@haley_bake11,sadly,animation,@chebelleza,@katie_looo,abbott,gunshots
wahhh,sadder,over:-,responds,index,@blueeyedshinobi,disaster,collegetown,nonono,abandonment
stagnant,@imalazymom,notsoperfectteethafterall,@brianyarvual,lsd,aimlessly,void,mathew,@ash_lee511,libyan
dayoffruined,thinkbeforeyouspeak,intrest,staging,nomorepain,empty,gucci,holt,triples,ambiguity
disappearing,stargazing,loveofmylife,sacked,hasbro,imoverit,distinguish,@a_vastano,egoless,niite
ohmypotato,tragedy,@etrentongrewme,circles,reschedule,lamer,â£37,@lfpfantasy_mike,slut,sleeptweet
@denneking23,hateschool,@ronmarz,hateatt,crd,bestdaughtereverâ€,236thbirthdayofthemarinecorps,gobblers,oakland,failed
coney,breakup,othello,melting,apart<3,dolls,:-(((,broken,torte,"echo:""we"
@leahmatusow,regreting,loneliness,twexit,@ancientproverbs,@skhoy,@smokincguarz,avalanche,moes,@mahonesgirl1515
goodbyes,threesome,longfilms,@ski24_7,,sudexo,tweets!can,improper,@sbm40,jiggs
@meghanpickett,justtryingtoupliftthisboringconvosation,@craigscampbell,sadness,byebye,getwellsoon,boycotting,retire,disposable,auntproblems
notfun,teeter,pimples,tumbr,concerts,gilman,failedthatone,@justcallmekiku,@cthulhuchick,retreats
@bigtimerush,foodnetwork,rename,unhappiness,homesick,nyt,algo,unofficial,exboyfriendprobz,@tj_theflyone
@pottyplant,stag,butmostlysadness,@anntillathehun,fuckdiversion,bottum,@hailey_mills,permanently,lonesome,cabs
voidwatch,@cmsamaritano,@depresseddarth,alas,:(((,@colequitman,discontinued,collegekidproblems,declined,butiloveit
dixieland,@megjane25,starving,@toria_renae,gardener,wanker,ruins,erased,@drmikemurdock,oregon
mybestfriendforalways,raphael,avs,shabby,djokovic,schoooolssssss,@wtfatewm,=3,feelins,raleigh
@comiskularperk,inlovewithher,@brucieboy1986,wish,wahhhh,@paulbrislen,@lnvoge,sorrowful,decomposed,@plums69
matric,lack,@shaneshane,sanitystruggles,terps,@deyna_otter,mourn,@emleefaye,@ciaraa_lindsay6,someimes
missingthesouth,@amore1134,@maaarex3,whycantwebefriends,crepes,@briehaner,founding,@dimplessextoy,@anathaen,@riajgfan1975
@abbiesparkle7,distraught,coors,@taydeath,imissyl,gradschoolproblems,ruining,butthatsjustme,merp,@leasantoss
bummed,@trey_wiggs,10.2,@thequeenhutras,tolazytomove,active,lamenting,cumberland,perculating,crushed
beckett,unfortunately,@medusaindespair,disarray,midseason,fantasyfootball,participate,mylifeisaverage,crowding,@dannigray92
ppi,solo,chapmanproblems,sleepwithjosh,takeitoutonthebenchpress,onlythedouchebagswon,@jullz_isa_chink,@nicholassauer,@ambscrowe94,whyy
zach,popcornanyone,broke,eliminated,forgave,compared,deprieved,pittsburgh,@lol_thatsbri,sacking
nightlong,rp,feelsstrange,soundwave,tearful,@ariesangel8,nail,depleted,cutt,jack]white
remakes,frosting,factory,crofts,@colormyfaith,disappointing,@walkingdead_amc,connelly,maã±ana,popoverindie
thatawkwardmomentwhen,@lovecarleex3,partially,dinners,stein,sporadic,ican't,significant,giza,bummer
@radikalchick,purposely,@joebuffalowins,@fixxcoffeehouse,laz,lvl,iglesias,writting,missed,hanukkah
fireworks,tweetrt,gloriousthanksgivingvacation,betrayal,california,@alstons7,siesta,@thesondheimer,memorial,ditched
@aserenitatum,@brand0njennings,#blameitontheblonde,ccd,@danfriedman81,reworking,wahh,@geeaich,ok?:)<33,agm
asu,@rriannasparks,arnt,@melissatrunzo,advertisements,owhereowhereowhere,rejected,burke,eish,nma
unauthorized,tomorow,awwwwwwwwww,fractured,finale,suddeninspiration,@stevenlazar0ff,breakingyawn,sappy,saysomethin
dontunfollow,fails,:-(,farewell,joes,closure,michigan,work+hungry=,grieve,terribly
futurama,@meeemmss,struggled,noreturn,@ctalley17,u.u,seperated,@lowerbodyinjury,nothx2rogers,@kshitemi
faded,alienation,dedupe,gr8ful,dissolved,capricorn,nocomplaints,joburg,disney.com,@charlieee91
thegoodwife,@noah_lycett,lonelyness,sackup,lacking,reunion,intermission,cotto,get'n,@jewlittle
fozzie,yourself.~david,lightyear,fondly,@amywhetstone91,anatomy,@sarahhhhh13,ourfriendshipisarelationship,wishes,@msmallory2012
@boredmommy,onlineshoppingproblem,thistooshallfail,forealz,discouraged,sick1,wtd,"1,104",@sammipie_123,unfollowed
replay,@toadsprocket08,@brightoned,goto,"oppa,,,i",ddnt,ditching,whydidentmypartnerdoanything,goodbye,oldpeoplesuck
wednseday,@bobbystompy,@crazysunnyme,@nickiminaj,backtotrainers,everythingwillgetbetter,italy,reruns,explosions,endoftenancytweet
@iam_fet,@justintime_24,cena,boyband,@eleanorrsboots,boooo,piccadilly,@genbookteam,pessimism,ginter
wither,revive,daryl,flawed,passing,buckeyes,@nikkilea29,lasereyebeams,bigbangtheory,godeacs
tomorrow:/,dumped,heartbroken,yeaa,satiated,painintheass,pookie,crippled,triscuits,extinction
sorry,@emilio_chacon,@krissmithyy,whitesox,@come_whit_it,@ruthliew,@thekillerrabbit,eastcoastproblems,sry,ellwood
@firstworldpains,degrassi,@goddessyan,@kelllay415,@seneeshearer23,tear,fucktrig,mfs,closed,theregoesmyplan
forsaken,suds,clam,nothingisimpossiblie,idont,@peteyg13,wedon't,@matt_spark,boring,astray
nooooooooooooooooooooo,perish,foreveralone,marianas,happybdaytome,wanttoseeyouinallplaces,dreeting,@markchapmanband,strumming,untied
growgrowgrow,amc,sadtweet,grabe,inability,@toure_htz,@thenearlydeads,v.depressing,sunderland,guuuuurl
longggggg,occupybeauregards,disappeared,@okwithwords,vacate,schott,debatable,departure,mournful,saddest
@aleahruth,â€œ@alisaatiree,funnny,scarredforlife,eponine,moneydownthedrain,funerals,condolences,@frankie__says,stupidschool
@justiceyilek,@logankellams,....................,ripgoodlupe,inlove,@brokenhalo,iquit,#impatient,wahhhhh,remorse
f**k,undone,jv,woops,achingly,@jannysoul,breaths,hulu,positiverippleeffect,pussssssssy
bookers,philly,hershel,redeem,@narcissebreed,@fuzywuzy8,avi,afro,@cuteshoes_12wbt,newadventures
reunite,declining,@imran173,absent,riley,saps,inheritance,soundtrack,@xmadlorix,rvp
overflow,slump,unfollow,gatecrashing,reconnect,ethiopian,mccall,@hmusa,roland,pathetically
losses,nonegyptnews,laziness,@arianaran,@brittanybiorck,tore,havefun,@sarahhoward1231,@laviede_kerrie,@mikebarry4
rerun,butchering,sdsu,@brittanyy_lucas,duplicate,phi,lametweet,catalyst,fades,confine
mediocrity,@twilight,stl,@undergroundpixl,flopped,breakk,#notgood,depressed,fsu,dancers
@benstratton1,uwp,twerking,missing,backfire,desert,tasteless,youarenot,schlotzskys,deteriorated
nostalgia,test4testimony,cuts,losing,waaaa,forgotten,dreamstream,eaglet,testttttt,rin
departs,@danilic,@heidipilson,sad,inactive,pantless,prevents,@dswhite21,@charquaouia,mehhh
lect,@scott2008z06,@hayleydocherty,@capsmooth,@palpitatingpaul,missingvacationalready,:((,tickeeeeets,wssu,there:/
loveschool,@anniiwebb,defeat,@treytreyasbell,heaven,lob,@y_strahovski,despicable,sleepoverincameron,byzpo
emerson,premature,wasnt,2006,paper(s,@kyletravis09,selling,ugh--,12.5,wacky
merriment,gray,.couldnt,spam,retweeting,eddy,validation,stressing,@bimbolal,decembergrad
@bellamalzone,degraded,keeplearning,thisisgonnabefun,@karaswisher,@lauren_ables,monthlong,seinfeld,parade,@tykeyes92
disturbingly,lovefamily,funeral,imgonnaforgetitalltomorrow,adderallanyone,discombobulatedmindset,@kaylacourtney,@justinexclark,:'(,partly
geterrdoneeee,collegebasketballatitsfinest,90210ftw,getmeoutofcleveland,downpour,erica,scarred,sheryl,@bsaundsjr,emo
yourealljelly,@mikeallen,luckily,resto,casual,detest,pbs,eminemlookalike,mccoy,hateit
bittersweet,.and,stampede,paradoxically,@insaneserenade,jealousofyourdad,jury,pgh,dalmatians,vanished
@_the_mz,tragic,ihatemyself,boooooooo,deleted,@meganomalley4,@ellenclare47,@_kbettag309,@lindseyprobst,@_urmainblondiee
miss_fî“fî’_90,@antoniaskomolo,savin,@abillharz,qt,shriveled,nowplaying,separationofchurchandstate,demolishing,@aloss4words
meaningless,olny,@sarahweissy,@voges5,tav,unexplained,recklessestimations,gonnabealongday,sleepout,@jaywardiv
sorryimnotsorry,@_john_henson,cascadian,@glemanski,emoticon,lifesecrets,carless,courtney,sank,farmland
instagram,rep.,dontwannathinkaboutit,distant,@hayabigale,fatal,disconnected,tootiredtoeventhinkofacleverhashtagtopic,repentance,retiring
wished,blast:|,mmhmm,shame-,died,knobber,notreadytogrowup,@illestmc_tas,kylie,schwinn
hiatus,absence,hcc,hei,@ricoakababy,girlfrend,withdrawals,collapse,@luv_shaq,seguin
niagara,meditation,@jacobearly,omelette,@mrmando_12,@ronniefrown19,"3,000",playmobil,@madiiyoungg,misses
losers,@emmaboutcher13,@prdru1,stayfarawayfrommeif,melt,disappointed,tfb,kellen,m.i.a,@miklustic
@tomperibonio,thoughtsofsuicide,loss,zte,bordering,stolen,secretsunday,@cwuesthoff,@bleedsgreen60,beleive
friendzoned,@codygerdeman,rotf,movember,@erica_sydney,onceuponatime,eardrum,forrealz,@shaytylerrr,asswhole
neeeeeeed,randle,snapple,sims,delete,@orangejbt,@nouf_aljammaz,@zachbutcher2625,st.louis,geo
@seattlemaven,snuggsin,underachieving,@yokoono,goodgrief,cantata,vex,neglect,@nnnadroj,9:59:16
@coconikki82,traumatized,soulless,@meaganenewell,skater,@madelinevoges,midwood,@bloggingbombers,creepiness,sinking
@michaelianblack,detrimental,@yawnster438,thoughxd,@katylynn_x,boredom,cali,@mellyanneflo,beverly,uselessness
@kaylynsilva,missyou,harvest,roxbury,modesto,closing,cantbelieveshesgone,stale,lotr,@laurenliscio
tears,drifting,introspection,kooooooool,thingsthatneedtoend,fanfictions,@irishduke2,@v1sh4l,nobody,
