Word,Value,Freq,Method,Label
always.never,0.3485668565612286,One,DistilBERT_Partition,Positive
convienient,0.3532237771765462,One,DistilBERT_Partition,Positive
http://www.leblogsansnom.com/blog/2016/2/21/caffeine-fix-cafellini,0.3672999772701253,One,DistilBERT_Partition,Positive
table.great,0.3700031159393903,One,DistilBERT_Partition,Positive
gynecologist,0.3741521804283063,One,DistilBERT_Partition,Positive
greatcustomer,0.3755838100281027,One,DistilBERT_Partition,Positive
emploees,0.3882782928024729,One,DistilBERT_Partition,Positive
munchie,0.4274394330801442,One,DistilBERT_Partition,Positive
http://dealnews.com/south-point-hotel-casino-and-spa-in-las-vegas-1-night-stay-for-free/559492.html,0.4426901084003288,One,DistilBERT_Partition,Positive
thoughtless,-0.2939890519405405,One,DistilBERT_Partition,Negtive
unbalanced,-0.2683467131906322,One,DistilBERT_Partition,Negtive
------------------------------------------,-0.2243893209044375,One,DistilBERT_Partition,Negtive
wobbly,-0.2108756117188395,One,DistilBERT_Partition,Negtive
exaggerates,-0.1959268582445061,One,DistilBERT_Partition,Negtive
uncomfy,-0.1775642010782446,One,DistilBERT_Partition,Negtive
http://www.youtube.com/watch?v=oczmicfm1a4,-0.1738206313549061,One,DistilBERT_Partition,Negtive
imposters,-0.1583589389504465,One,DistilBERT_Partition,Negtive
sleeze,-0.1541439658030867,One,DistilBERT_Partition,Negtive
http://www.youtube.com/watch?v=yd9osswlvb8,-0.1495512670782016,One,DistilBERT_Partition,Negtive
edamame-,-0.1432075187979287,One,DistilBERT_Partition,Negtive
5.00s,-0.1399557709200387,One,DistilBERT_Partition,Negtive
direspectful,-0.1289970301897139,One,DistilBERT_Partition,Negtive
unsalted,-0.1252093822782626,One,DistilBERT_Partition,Negtive
disappointement,-0.1247169046629486,One,DistilBERT_Partition,Negtive
buttercream,-0.1244097922373579,One,DistilBERT_Partition,Negtive
blandly,-0.1203378212133732,One,DistilBERT_Partition,Negtive
unprepared,-0.1138549368362873,One,DistilBERT_Partition,Negtive
comparably,-0.1137209739201475,One,DistilBERT_Partition,Negtive
doing----she,-0.1116282253894959,One,DistilBERT_Partition,Negtive
quesada,-0.1043879300289388,One,DistilBERT_Partition,Negtive
pomodoro,-0.1034051422029733,One,DistilBERT_Partition,Negtive
waay,-0.1032201581789801,One,DistilBERT_Partition,Negtive
cockroach!!!!,-0.1025979606776153,One,DistilBERT_Partition,Negtive
"beer,,,,so",-0.1011912532938787,One,DistilBERT_Partition,Negtive
floridian,-0.094480318093503,One,DistilBERT_Partition,Negtive
jeramy,-0.0944789657775242,One,DistilBERT_Partition,Negtive
ziosko,-0.0944789657775242,One,DistilBERT_Partition,Negtive
nonchalant,-0.0938917151479016,One,DistilBERT_Partition,Negtive
tasteless--,-0.0933929576374152,One,DistilBERT_Partition,Negtive
cervesa,-0.0905085255165035,One,DistilBERT_Partition,Negtive
vitacost.com,-0.090103103770437,One,DistilBERT_Partition,Negtive
noncommittal,-0.0885208316819949,One,DistilBERT_Partition,Negtive
underwelmed,-0.0857035112023974,One,DistilBERT_Partition,Negtive
ineptness,-0.0854389910301607,One,DistilBERT_Partition,Negtive
travesty,-0.0839382996055064,One,DistilBERT_Partition,Negtive
misinformed,-0.083766678390592,One,DistilBERT_Partition,Negtive
uneatable,-0.0814478590618819,One,DistilBERT_Partition,Negtive
usda,-0.0801215211830548,One,DistilBERT_Partition,Negtive
luchita,-0.0793482803661997,One,DistilBERT_Partition,Negtive
traipsed,-0.0781528122885071,One,DistilBERT_Partition,Negtive
reverting,-0.0779256267123855,One,DistilBERT_Partition,Negtive
dismal,-0.0772108820587997,One,DistilBERT_Partition,Negtive
lettica,-0.07667859197439,One,DistilBERT_Partition,Negtive
extremelystrenuousandrewarding,-0.0763780545334987,One,DistilBERT_Partition,Negtive
deceive,-0.0762476136861424,One,DistilBERT_Partition,Negtive
15mintues,-0.0758274279880535,One,DistilBERT_Partition,Negtive
embarrasment,-0.075281588495304,One,DistilBERT_Partition,Negtive
times-,-0.0728233112929413,One,DistilBERT_Partition,Negtive
6:10,-0.0712034718008138,One,DistilBERT_Partition,Negtive
unspeakable,-0.0711302209250403,One,DistilBERT_Partition,Negtive
9pm-12am,-0.0711042833130579,One,DistilBERT_Partition,Negtive
disarray,-0.0710056471166198,One,DistilBERT_Partition,Negtive
lashing,-0.0708399819245991,One,DistilBERT_Partition,Negtive
downsizing,-0.0704519924919096,One,DistilBERT_Partition,Negtive
10/12/14,-0.0703149873394674,One,DistilBERT_Partition,Negtive
erratic,-0.0701050077288086,One,DistilBERT_Partition,Negtive
8:30ish,-0.0692797333555282,One,DistilBERT_Partition,Negtive
sloppily,-0.0691640701030366,One,DistilBERT_Partition,Negtive
incessant,-0.0691360337712632,One,DistilBERT_Partition,Negtive
anemic,-0.0687863157782387,One,DistilBERT_Partition,Negtive
bdubs,-0.0685793653008824,One,DistilBERT_Partition,Negtive
splatters,-0.0682938562500147,One,DistilBERT_Partition,Negtive
22.75,-0.0671488525979683,One,DistilBERT_Partition,Negtive
degenerate,-0.067094407830573,One,DistilBERT_Partition,Negtive
waitlist,-0.0670070803219763,One,DistilBERT_Partition,Negtive
ah.maze.zing,-0.0669732662379517,One,DistilBERT_Partition,Negtive
there.they,-0.0666323466927375,One,DistilBERT_Partition,Negtive
misfiring,-0.06628228454807,One,DistilBERT_Partition,Negtive
tummys,-0.0658548883198259,One,DistilBERT_Partition,Negtive
goof,-0.0657089170999825,One,DistilBERT_Partition,Negtive
embrassed,-0.0647470236872322,One,DistilBERT_Partition,Negtive
unkept,-0.0643095054650021,One,DistilBERT_Partition,Negtive
scummy,-0.0642667888029131,One,DistilBERT_Partition,Negtive
downer,-0.0638643932912655,One,DistilBERT_Partition,Negtive
almomd,-0.0632202124129085,One,DistilBERT_Partition,Negtive
microbrewed,-0.0631940272300002,One,DistilBERT_Partition,Negtive
1.25,-0.0631431686178518,One,DistilBERT_Partition,Negtive
blandest,-0.0607458734373998,One,DistilBERT_Partition,Negtive
inconsistencies,-0.0605231923972421,One,DistilBERT_Partition,Negtive
wining,-0.0604043583991331,One,DistilBERT_Partition,Negtive
barberian,-0.0603303324670819,One,DistilBERT_Partition,Negtive
39.95,-0.0598637857141207,One,DistilBERT_Partition,Negtive
expedited,-0.0594900823409923,One,DistilBERT_Partition,Negtive
thise,-0.0594714961710621,One,DistilBERT_Partition,Negtive
hyperventilating,-0.0593819386166576,One,DistilBERT_Partition,Negtive
radiator,-0.0588253134856236,One,DistilBERT_Partition,Negtive
bizarroland,-0.058798861796,One,DistilBERT_Partition,Negtive
10:50am,-0.0586851396420527,One,DistilBERT_Partition,Negtive
8:00am,-0.0586851396420527,One,DistilBERT_Partition,Negtive
subtracts,-0.0582808426913598,One,DistilBERT_Partition,Negtive
11-$30,-0.0579117705980152,One,DistilBERT_Partition,Negtive
lopsided,-0.0575568865192038,One,DistilBERT_Partition,Negtive
infraction,-0.057302251324521,One,DistilBERT_Partition,Negtive
unknowingly,-0.0571500453342859,One,DistilBERT_Partition,Negtive
barf,-0.0570920318830758,One,DistilBERT_Partition,Negtive
2028,-0.057049011811614,One,DistilBERT_Partition,Negtive
afterwords,-0.0568887810106389,One,DistilBERT_Partition,Negtive
bigoli,-0.0558307956335031,One,DistilBERT_Partition,Negtive
nduja,-0.0549657584347456,One,DistilBERT_Partition,Negtive
ashbys,0.6113841645095182,One,DistilBERT_Partition,Positive
yuuuummmmmmyyyy!!<br,0.6123791788858787,One,DistilBERT_Partition,Positive
b.c.,0.6149663538793153,One,DistilBERT_Partition,Positive
1.4:1,0.6155943508361934,One,DistilBERT_Partition,Positive
p.,0.6209865397671571,One,DistilBERT_Partition,Positive
overblown,0.6212497681092963,One,DistilBERT_Partition,Positive
appetit,0.6225726329909358,One,DistilBERT_Partition,Positive
fresh!<br,0.6230648342470141,One,DistilBERT_Partition,Positive
fantastics,0.6245174186941275,One,DistilBERT_Partition,Positive
service!<br,0.6328190006166388,One,DistilBERT_Partition,Positive
healtier,0.6328910795146516,One,DistilBERT_Partition,Positive
tjmaxx,0.6376133533258607,One,DistilBERT_Partition,Positive
wonderful.<br,0.6517777461045138,One,DistilBERT_Partition,Positive
ropes,0.6552932531527003,One,DistilBERT_Partition,Positive
singers,0.6625110378846818,One,DistilBERT_Partition,Positive
/>yummy,0.6627845122566918,One,DistilBERT_Partition,Positive
wtf?<br,0.6744405656295831,One,DistilBERT_Partition,Positive
bitter.)<br,0.6869963806158821,One,DistilBERT_Partition,Positive
unexcelled,0.6904534754799863,One,DistilBERT_Partition,Positive
gems!!<br,0.6910460289875657,One,DistilBERT_Partition,Positive
/>addicting.<br,0.6929879156594904,One,DistilBERT_Partition,Positive
treats.(lol,0.7015429601860491,One,DistilBERT_Partition,Positive
conveniet,0.714556954118954,One,DistilBERT_Partition,Positive
1.7-ounce,0.7166060834452508,One,DistilBERT_Partition,Positive
/>-------------------<br,0.7266898154205359,One,DistilBERT_Partition,Positive
aeromatic,0.7278702209908483,One,DistilBERT_Partition,Positive
invention,0.7285783758467084,One,DistilBERT_Partition,Positive
have.they,0.729739681953139,One,DistilBERT_Partition,Positive
geniuses,0.7319886671713796,One,DistilBERT_Partition,Positive
stuff!.,0.7333846729069998,One,DistilBERT_Partition,Positive
bodied.<br,0.7343068804944091,One,DistilBERT_Partition,Positive
benefiting,0.7359281417464969,One,DistilBERT_Partition,Positive
statins,0.7527164529697268,One,DistilBERT_Partition,Positive
maui.<br,0.7581686554741538,One,DistilBERT_Partition,Positive
scrumptuous,0.7635406900616097,One,DistilBERT_Partition,Positive
right!!<br,0.7656857525596376,One,DistilBERT_Partition,Positive
greatful,0.769715723738482,One,DistilBERT_Partition,Positive
25.75-ounce,0.7723285635022129,One,DistilBERT_Partition,Positive
enjoyedjthe,0.784013620360374,One,DistilBERT_Partition,Positive
finially,0.7893375498126063,One,DistilBERT_Partition,Positive
highs,0.7978379667281684,One,DistilBERT_Partition,Positive
it!!!!<br,0.8002758153903197,One,DistilBERT_Partition,Positive
freshness.mmmmmmm,0.800559019807301,One,DistilBERT_Partition,Positive
much!<br,0.8311703612269538,One,DistilBERT_Partition,Positive
delicious!<a,0.8364964150829253,One,DistilBERT_Partition,Positive
cheaper!)thanks,0.8430554292610387,One,DistilBERT_Partition,Positive
..........,0.8458407787532608,One,DistilBERT_Partition,Positive
rivaled,0.8584492616505804,One,DistilBERT_Partition,Positive
only.<br,0.8840779705756708,One,DistilBERT_Partition,Positive
"lingonberry,,i",0.917180281977172,One,DistilBERT_Partition,Positive
them:<br,0.9259864224449128,One,DistilBERT_Partition,Positive
farms).<br,0.9288986246750456,One,DistilBERT_Partition,Positive
taste!!!!<br,0.9323003733023884,One,DistilBERT_Partition,Positive
bestest,0.9347459067725776,One,DistilBERT_Partition,Positive
service!!<br,0.936192388716211,One,DistilBERT_Partition,Positive
refresh!<br,0.94085961795121,One,DistilBERT_Partition,Positive
nearby.<br,0.943211609683452,One,DistilBERT_Partition,Positive
amazon.com/gp/help/seller/at-a-glance.html?ie=utf8&isamazonfulfilled=0&orderid=103-7071944-5595443&marketplaceseller=1&seller=a3jw437i54sei1,0.9459307005655976,One,DistilBERT_Partition,Positive
/>hot,0.9612981327455954,One,DistilBERT_Partition,Positive
dope,0.9620423584565904,One,DistilBERT_Partition,Positive
chowder.not,0.986682402376824,One,DistilBERT_Partition,Positive
outstanding(bluberry,0.999149642724834,One,DistilBERT_Partition,Positive
however.<br,1.0171289802782448,One,DistilBERT_Partition,Positive
8.5-ounce,1.017813355578654,One,DistilBERT_Partition,Positive
strolling,1.020705967728595,One,DistilBERT_Partition,Positive
it!!!!!!,1.0780947655878772,One,DistilBERT_Partition,Positive
sojos.<br,1.0802549896197473,One,DistilBERT_Partition,Positive
error.<br,1.1235737811838584,One,DistilBERT_Partition,Positive
happiest,1.1241145543071558,One,DistilBERT_Partition,Positive
rashes,1.1318326224703252,One,DistilBERT_Partition,Positive
negates,1.1352880021026186,One,DistilBERT_Partition,Positive
yummmmmm,1.162808950651114,One,DistilBERT_Partition,Positive
squeaky.<br,1.1765970931202672,One,DistilBERT_Partition,Positive
loveable,1.1827631717023086,One,DistilBERT_Partition,Positive
alittle,1.186120161425146,One,DistilBERT_Partition,Positive
.but,1.211111224144131,One,DistilBERT_Partition,Positive
blockages,1.2691603189620615,One,DistilBERT_Partition,Positive
haha.<br,1.2735787782479058,One,DistilBERT_Partition,Positive
stuff!love,1.2981060878837445,One,DistilBERT_Partition,Positive
gorgeous!!!!<br,1.3010202110529203,One,DistilBERT_Partition,Positive
them!!!!<a,1.337363634329197,One,DistilBERT_Partition,Positive
advertised.<br,1.3809954874284007,One,DistilBERT_Partition,Positive
"materials,,thank",1.4013989478443123,One,DistilBERT_Partition,Positive
yummyness!<br,1.4044493334267083,One,DistilBERT_Partition,Positive
peppermint)i,1.445165544077849,One,DistilBERT_Partition,Positive
better.and...but,1.5007925095242636,One,DistilBERT_Partition,Positive
nice!<br,1.5497502191166102,One,DistilBERT_Partition,Positive
connoisseurs,1.5941954853755462,One,DistilBERT_Partition,Positive
contruction,1.6656960450981448,One,DistilBERT_Partition,Positive
welcome.<br,1.863542370711904,One,DistilBERT_Partition,Positive
chuckles.<br,2.1713123438083253,One,DistilBERT_Partition,Positive
beautiful.<br,2.479179068444578,One,DistilBERT_Partition,Positive
:)),2.6558186817924496,One,DistilBERT_Partition,Positive
tasty!<br,2.8548513538164286,One,DistilBERT_Partition,Positive
fantastic!you,2.918057486011406,One,DistilBERT_Partition,Positive
awesome!<br,3.089946182435673,One,DistilBERT_Partition,Positive
fulfills,3.416581671797943,One,DistilBERT_Partition,Positive
addictive!<br,3.450156828798056,One,DistilBERT_Partition,Positive
luxuriously,3.699835652702792,One,DistilBERT_Partition,Positive
mint!<br,4.217459402565495,One,DistilBERT_Partition,Positive
bomb.<br,-2.683747131587765,One,DistilBERT_Partition,Negtive
responsibily,-2.252104027272177,One,DistilBERT_Partition,Negtive
wastefulness.<br,-2.003453873799701,One,DistilBERT_Partition,Negtive
subsitute,-1.8415700539316535,One,DistilBERT_Partition,Negtive
crack.<br,-1.7116203367505292,One,DistilBERT_Partition,Negtive
7/11/07,-1.7078168033043852,One,DistilBERT_Partition,Negtive
obnoxious,-1.4786580564141911,One,DistilBERT_Partition,Negtive
celophane,-1.349615380930923,One,DistilBERT_Partition,Negtive
tangelos,-1.1679014802706658,One,DistilBERT_Partition,Negtive
laziness,-1.119659164945477,One,DistilBERT_Partition,Negtive
nough,-1.0869367637903695,One,DistilBERT_Partition,Negtive
15.95,-1.0414861878071937,One,DistilBERT_Partition,Negtive
"b000cmhmuc"">genisoy",-1.041245284642309,One,DistilBERT_Partition,Negtive
occasions.<br,-1.040262823811957,One,DistilBERT_Partition,Negtive
futher,-1.0137676451493194,One,DistilBERT_Partition,Negtive
consistantly,-0.9636811360373988,One,DistilBERT_Partition,Negtive
itchy,-0.9536590477496868,One,DistilBERT_Partition,Negtive
cosco,-0.8613204251766182,One,DistilBERT_Partition,Negtive
invert,-0.8439911540639446,One,DistilBERT_Partition,Negtive
trippy,-0.8002826473931646,One,DistilBERT_Partition,Negtive
7bucks,-0.7936773336143674,One,DistilBERT_Partition,Negtive
sweet(men,-0.7928352298399763,One,DistilBERT_Partition,Negtive
glutten,-0.7842891609763667,One,DistilBERT_Partition,Negtive
connivence,-0.7301673306726273,One,DistilBERT_Partition,Negtive
newt,-0.7182159812611011,One,DistilBERT_Partition,Negtive
salivate,-0.6920540431598285,One,DistilBERT_Partition,Negtive
stingy,-0.6887476445908225,One,DistilBERT_Partition,Negtive
cheddery,-0.6873907610980471,One,DistilBERT_Partition,Negtive
perspiration,-0.684565489532714,One,DistilBERT_Partition,Negtive
diets.<br,-0.6579675536075821,One,DistilBERT_Partition,Negtive
yogert,-0.6565691458516134,One,DistilBERT_Partition,Negtive
troubling,-0.6546332809715623,One,DistilBERT_Partition,Negtive
sours,-0.6406608958202438,One,DistilBERT_Partition,Negtive
nicce,-0.6375368173097976,One,DistilBERT_Partition,Negtive
gastroenterologo,-0.6370447005499891,One,DistilBERT_Partition,Negtive
"b001viy9kw"">royal",-0.6357960595974089,One,DistilBERT_Partition,Negtive
180snacks.com,-0.6315633722667174,One,DistilBERT_Partition,Negtive
discription,-0.6260234983010498,One,DistilBERT_Partition,Negtive
gas!!<br,-0.6205834129861018,One,DistilBERT_Partition,Negtive
tidier,-0.6176112175201297,One,DistilBERT_Partition,Negtive
"these?"".<br",-0.6126266907929003,One,DistilBERT_Partition,Negtive
/>c-1,-0.6118959931843833,One,DistilBERT_Partition,Negtive
redbull,-0.6110691212226302,One,DistilBERT_Partition,Negtive
coastarican,-0.6095136908749565,One,DistilBERT_Partition,Negtive
dissapointing,-0.5894479649246956,One,DistilBERT_Partition,Negtive
ridculously,-0.5884415857185417,One,DistilBERT_Partition,Negtive
clubs.<br,-0.5878629313506367,One,DistilBERT_Partition,Negtive
causaban,-0.5850740097353135,One,DistilBERT_Partition,Negtive
4/5,-0.5833913774154181,One,DistilBERT_Partition,Negtive
and1/2,-0.5720386756886828,One,DistilBERT_Partition,Negtive
kettle.<br,-0.5691491600622378,One,DistilBERT_Partition,Negtive
dring,-0.5660832600909137,One,DistilBERT_Partition,Negtive
promises.<br,-0.5564514543208333,One,DistilBERT_Partition,Negtive
germs.<br,-0.5552479005861406,One,DistilBERT_Partition,Negtive
/>los,-0.5509116936576179,One,DistilBERT_Partition,Negtive
reason-,-0.5506299600866509,One,DistilBERT_Partition,Negtive
subsitutes,-0.5383958012868881,One,DistilBERT_Partition,Negtive
"b0012bzghs"">stash",-0.5378512610028252,One,DistilBERT_Partition,Negtive
/>o.n.e.,-0.5354001826380176,One,DistilBERT_Partition,Negtive
6.95,-0.5278060405802706,One,DistilBERT_Partition,Negtive
chocolate(s,-0.523586219704215,One,DistilBERT_Partition,Negtive
margherita,-0.5101903885486427,One,DistilBERT_Partition,Negtive
teeccino,-0.5004225128173053,One,DistilBERT_Partition,Negtive
/>didn't,-0.5003660392475876,One,DistilBERT_Partition,Negtive
/>*********************<br,-0.4981499619210336,One,DistilBERT_Partition,Negtive
smokiness.<br,-0.487258656119678,One,DistilBERT_Partition,Negtive
/>+not,-0.4867265610776574,One,DistilBERT_Partition,Negtive
"b0012bsmjm"">stash",-0.4860518816589977,One,DistilBERT_Partition,Negtive
crunchiness.<br,-0.4856266395339899,One,DistilBERT_Partition,Negtive
gluttony,-0.4789863716815699,One,DistilBERT_Partition,Negtive
ordeed,-0.4774399821095505,One,DistilBERT_Partition,Negtive
incurred,-0.4739603746846859,One,DistilBERT_Partition,Negtive
/>square,-0.4732994831935818,One,DistilBERT_Partition,Negtive
partygoers,-0.4716066052564933,One,DistilBERT_Partition,Negtive
sugar.(strain,-0.4698704514765385,One,DistilBERT_Partition,Negtive
chivetta,-0.4647749467805834,One,DistilBERT_Partition,Negtive
tolerablel,-0.4630994740537035,One,DistilBERT_Partition,Negtive
discernable,-0.4623286617773502,One,DistilBERT_Partition,Negtive
"b00474or8g"">caribou",-0.4622213989611526,One,DistilBERT_Partition,Negtive
oz.</a,-0.4594695534684871,One,DistilBERT_Partition,Negtive
matzah!~<br,-0.4593910961124047,One,DistilBERT_Partition,Negtive
"b000ll0r8i"">vita",-0.4492271591817964,One,DistilBERT_Partition,Negtive
goos,-0.4459954802127748,One,DistilBERT_Partition,Negtive
annihilated,-0.4456284925601084,One,DistilBERT_Partition,Negtive
liek,-0.4444536062618441,One,DistilBERT_Partition,Negtive
almsot,-0.4395552443354602,One,DistilBERT_Partition,Negtive
"b001eq5ejq"">la",-0.4367763281814594,One,DistilBERT_Partition,Negtive
responable,-0.429961982212466,One,DistilBERT_Partition,Negtive
diverticulitis,-0.4294298911321094,One,DistilBERT_Partition,Negtive
/>seem,-0.4291514978207251,One,DistilBERT_Partition,Negtive
varity,-0.4258097041583057,One,DistilBERT_Partition,Negtive
1.3,-0.4243195184960774,One,DistilBERT_Partition,Negtive
permuatations,-0.4203274321077033,One,DistilBERT_Partition,Negtive
celiac-,-0.416206788061266,One,DistilBERT_Partition,Negtive
furbaby,-0.4158744544143009,One,DistilBERT_Partition,Negtive
apologized,-0.4138343794185203,One,DistilBERT_Partition,Negtive
"b000e5ao8o"">bit",-0.4137534728975256,One,DistilBERT_Partition,Negtive
dies,-0.409201400405384,One,DistilBERT_Partition,Negtive
glase,-0.4065368663412048,One,DistilBERT_Partition,Negtive
/>6/16/09,-0.4056422554679487,One,DistilBERT_Partition,Negtive
exercises,0.4988920621662622,One,DistilBERT_Partition,joy
occupiers,0.49923275540462,One,DistilBERT_Partition,joy
pain!â€,0.4994169256385691,One,DistilBERT_Partition,joy
@sirmichaelrocks,0.4994925506894511,One,DistilBERT_Partition,joy
#blameitontheblonde,0.5032787546133384,One,DistilBERT_Partition,joy
gottowakeupearly,0.5042897615372677,One,DistilBERT_Partition,joy
dill,0.5052391454474638,One,DistilBERT_Partition,joy
itstooearly,0.5060835150070488,One,DistilBERT_Partition,joy
halla,0.5063567086334437,One,DistilBERT_Partition,joy
xmas-,0.5071844065834734,One,DistilBERT_Partition,joy
happyyy,0.5075779635571223,One,DistilBERT_Partition,joy
@same_ol,0.5107922382627383,One,DistilBERT_Partition,joy
reread,0.5118180091106868,One,DistilBERT_Partition,joy
telephones,0.5127004287798296,One,DistilBERT_Partition,joy
cabs,0.5137978347466958,One,DistilBERT_Partition,joy
happyhousewarming,0.5158243508899912,One,DistilBERT_Partition,joy
35centwings,0.5173296501345972,One,DistilBERT_Partition,joy
menninger,0.5209668787461124,One,DistilBERT_Partition,joy
housewifeintraining,0.5231728853663149,One,DistilBERT_Partition,joy
appriciating,0.523624237713399,One,DistilBERT_Partition,joy
psalm90:14,0.5239286901227326,One,DistilBERT_Partition,joy
endoscopy,0.5246857061864834,One,DistilBERT_Partition,joy
strumming,0.5260659710370019,One,DistilBERT_Partition,joy
boyyy,0.5272030200133042,One,DistilBERT_Partition,joy
