0,1,2,3,4,5,6,7,8,9
397,28:28,feeing,longsuffering,@oprah,neoconmorons,twittingwhendown,illigal,gummies,admirable
@starbuckscard,orderd,helpline,unforgiveness,wahhhh,leccy,urgency,dickheads,ocu,nhis
football.â€,@mattnalton,executed,suckiin,endingg,causee,uncomfortableness,hh,dumped,nip
hypocritical,bollock,machete,dedans,mediate,@eringuingrich,criticize,stabs,laughhhh,land!must
nooooooooooooooooooooo,asswhooping,criticising,kindhearted,stupidgirl,dirtythirty,angrily,fark,wonka,freeview
teenager,jealousofyourdad,axe,pplonfacebookmaketwitter,hateit,thinging,shearfear,spikes,yoko,greyson
detest,corrupted,silencing,overflow,mehhh,complicity,gishwhes,butthurt,outtta,knight)
overuse,vettel,ruthless,unproductivity,vengeance,laundering,haphazard,stupidly,bowel,â£20.00
leniency,paterno,mentalward,wahooo,rejoices,calmdown,statements,arrogance,spake,magwheels
publix,roadworks,circulating,unecessary,transportation,whittling,ustreams,doggone,@mademoiselletma,scoff
fuckups,waitress,disable,cracked,edits,viideo,molest,shuts,11/30/11,fuckit
favourited,defuse,argumentative,adelynn,friendzoned,incompable,scot,aaaaahhhhh,3ish,gtf
sweetie,kabutos,hateatt,westboro,fckin,whitehouse,bitchin,prompt,ths,dullness
declined,arrrrrg,hatemyself,effing,pussssssssy,slaphead,saas,firedrill,duely,peado
dzeko,illprobablygetfired,readyyy,wordsofwisdom,herb,uselessness,confronts,@ceoquisha,frighten,backpacks
priories,fuse,banged,slamming,disrespectful,14/,rudeness,rioters,,
