Word,Value,Freq,SVM_Rank
newborn,4.270648554037585,1,751
cider,4.268642419928495,2,752
lend,4.263806677813788,1,753
mocktails,4.263133427921478,1,754
reindeer,4.262361411233311,2,755
soho,4.258643016294398,2,756
ness,4.258472519393849,1,757
homwork,4.256482906584567,1,758
relive,4.255581044597227,2,759
feasibility,4.25445045690388,1,760
pow,4.25183899441562,1,761
shopping,4.247272047452344,155,762
aristotle,4.247098404576383,1,763
smithy,4.246249018469673,1,764
latte,4.243870689061462,7,765
minutess,4.241964521941432,1,766
unify,4.241133054539176,2,767
evening,4.2400889408436315,55,768
wonderful,4.238970913317736,104,769
meadows,4.23880644550131,1,770
christmas,4.237472362547557,913,771
cooperating,4.235942130234525,1,772
extend,4.234438432636419,1,773
lifts,4.234215878249483,4,774
mend,4.233817267881866,1,775
uni,4.2328223219065455,23,776
driveling,4.2327003086472885,2,777
xmas,4.232154771431875,116,778
wisdom,4.226937402762603,34,779
testing,4.225241657464189,4,780
eventful,4.222094415489532,1,781
lykke,4.220319680023707,1,782
oldie,4.217049191083062,1,783
karma,4.216880962815891,3,784
ages,4.215905294815021,6,785
yippee,4.2092837771021046,2,786
np,4.208135079682183,3,787
chai,4.206368070124086,3,788
elation,4.204299512835947,3,789
happy,4.200161529127559,441,790
queuing,4.197957756743451,4,791
chair,4.197218431096314,8,792
jive,4.196940982123814,1,793
p.m.,4.194680662456853,3,794
allnighter,4.193677899888602,2,795
rejoice,4.193288129760641,15,796
golly,4.192834160394858,2,797
helpmate,4.191123903792477,2,798
excel,4.189681067472996,3,799
crown,4.188637336989064,7,800
almighty,4.18695054534845,5,801
tribulation,4.1868058627879545,1,802
deliciousness,4.1862573080975425,3,803
workin,4.1861810525672105,1,804
steaming,4.184166594416387,3,805
sing,4.183308312368657,42,806
puddle,4.180343635834728,7,807
praises,4.179929231768057,1,808
maximum,4.179316332930676,3,809
mutually,4.178797114866324,1,810
shalom,4.178765177880497,1,811
peace,4.178561222093443,153,812
essays,4.178343204104298,15,813
classics,4.176160493170695,1,814
showering,4.171322882341755,1,815
dozed,4.169760047876205,1,816
lisp,4.166562794523543,1,817
sorted,4.165797315394346,11,818
over100,4.165015451156549,2,819
minister,4.163907706419698,2,820
dusted,4.163903029415035,3,821
banquet,4.163049837472,12,822
gads,4.1610748555444115,1,823
serving,4.160236691440543,10,824
harness,4.159991911447445,1,825
fabulously,4.159118219481153,1,826
cheer,4.158861005256293,40,827
spend,4.158379992625717,89,828
wade,4.153306552047956,1,829
finit,4.153185924857818,1,830
butterball,4.150974709792023,2,831
swollen,4.147922620440353,8,832
5-hour,4.145986725601437,1,833
tabby,4.145984370863541,2,834
prep,4.143958713287368,3,835
sprinkled,4.141577470578839,1,836
satisfaction,4.139408953233058,5,837
mud,4.139256045603208,4,838
apples,4.135936942382537,5,839
spirits,4.135578010007662,2,840
cooking,4.13156927212146,23,841
cookin,4.131380337633161,1,842
sneezed,4.131070324384782,1,843
15minutes,4.130709588646387,1,844
rehearsals,4.129819302257442,3,845
ortho,4.129180207968176,4,846
3years,4.127404634505519,2,847
rainboots,4.125075220425234,1,848
shine,4.123856475780666,12,849
tunes,4.122247445577862,6,850
conclude,4.120733005133481,1,851
hangovers,4.117180847786299,1,852
schoolies,4.116129420636778,1,853
cuddle,4.115356626972392,8,854
busy,4.11285639963524,45,855
muchlove,4.110929893609546,1,856
grandly,4.109322062094583,1,857
honeysuckle,4.109242555644145,1,858
healthful,4.10745474648538,3,859
gr8ful,4.102861536510953,1,860
throughout,4.102287350106076,4,861
rainbows,4.100043373551228,1,862
soloist,4.099951691663759,2,863
cocktails,4.0971425161573425,2,864
