word,score,wordCount,SVM_Rank
colonization,13.823165833757956,1,338
boats,13.80923436758089,5,339
tragic,13.804402235184147,29,340
hello,13.797712664642734,29,341
highjacking,13.79466018067786,1,342
opportunities,13.752644850113574,3,343
syrians,13.751354831906177,1,344
murchison,13.733714049230171,1,345
accountability,13.728911657401714,1,346
privileged,13.725591997765282,1,347
indystar,13.72123342819073,1,348
minister,13.709598691224377,1,349
airline,13.682070442810643,2,350
remorse,13.678906338706739,3,351
shelled,13.669539590320968,4,352
"2,000",13.642457030850698,2,353
arson,13.639947263243206,1,354
trinkets,13.635066186654672,1,355
november,13.623339292086175,6,356
oust,13.623182352228518,1,357
murdered,13.599387313673907,12,358
anchorage,13.590441540386728,1,359
rapids,13.585221388370114,1,360
nutrients,13.576050249010274,1,361
"400,000",13.57048873102075,1,362
"8,000",13.5579563462515,2,363
sts,13.552188194478717,1,364
weigh,13.541228050911268,4,365
fudging,13.50653695611585,1,366
photo,13.501922114992285,6,367
cries,13.493245936966565,1,368
psychologically,13.485120296383245,1,369
theft,13.474640167226042,1,370
ilness,13.459508066798508,1,371
vessel,13.456659051034919,2,372
pun,13.452661863213924,2,373
spreads,13.446640382025516,2,374
2196,13.443726941103224,1,375
crescent,13.4413943085923,1,376
tragically,13.436575846984736,1,377
"1,600",13.400397379555399,1,378
salley,13.380825054198633,1,379
land,13.380473275452573,35,380
station,13.376400946118618,3,381
sharks,13.356868392869066,4,382
nov,13.34468618777936,3,383
paper,13.34132413785769,4,384
gosh,13.32875195424891,4,385
mushed,13.323941408469226,1,386
sabotage,13.322641315478219,1,387
richer,13.31782420002097,1,388
iconic,13.31769403256159,2,389
unformatted,13.292939711762317,1,390
roberts,13.287519711402426,2,391
cry,13.272237925432034,5,392
collating,13.269701803956691,1,393
exposure,13.26145318277207,2,394
typos,13.258916448766522,1,395
moly,13.254279253816064,2,396
sweetest,13.245130438840853,1,397
spiritual,13.23823525709362,1,398
roller,13.230672499318251,1,399
memorial,13.21798416942883,3,400
precious,13.192485444511686,5,401
invasive,13.183781093019435,2,402
rehabilitated,13.175300082275893,1,403
villages,13.172728902389007,6,404
miracle,13.165129562192273,1,405
disease,13.153948828256276,23,406
reevaluate,13.13809412575842,1,407
raped,13.113801841569227,7,408
translates,13.11090431084769,1,409
compassion,13.08322080212106,9,410
slavery,13.081558258078845,2,411
boko,13.075821526470891,5,412
conflicts,13.068056217882448,5,413
blankets,13.058528050337038,1,414
text,13.041925536957294,3,415
degradation,13.027124864256766,1,416
profiling,13.018204497202778,1,417
assistant,13.015628444288355,1,418
mercury,13.011178397532186,1,419
heartbroken,12.983576700023617,4,420
maimed,12.983336559923684,3,421
impulse,12.96828669063206,2,422
production,12.963537684790905,1,423
crying,12.955901147343607,4,424
contact,12.94558606605273,6,425
hurtful,12.941843855983965,2,426
grace,12.918564541029948,1,427
renewal,12.90214437862421,1,428
paints,12.893864883300838,1,429
lake,12.890498394174141,1,430
seat,12.888859108313454,1,431
taylor,12.887638979143638,1,432
syrian,12.887330961079998,10,433
displacement,12.885833765410812,1,434
"5,000",12.875218918964402,2,435
derailment,12.844876407797083,1,436
reproduce,12.842951275975041,1,437
starvation,12.840034545986095,1,438
primate,12.838787522266172,1,439
accident,12.808045183142669,30,440
riots,12.782914333206342,2,441
missionary,12.781752448394224,1,442
hat,12.764629526363853,1,443
garcía,12.757171191878049,1,444
wounds,12.753792973088787,2,445
quarter,12.74204481357705,1,446
breast,12.74104659635049,2,447
photographer,12.731163596458737,5,448
per,12.729619570232115,5,449
editorializing,12.721262800537575,1,450
depo,12.70668993749957,1,451
malaysia,12.70448359697936,1,452
sanctuary,12.70345760192942,1,453
freedoms,12.686013668805433,1,454
convey,12.683526586502358,1,455
away.the,12.667882092747822,1,456
plastics,12.664506662827277,3,457
rethink,12.663729251836005,1,458
duty,12.639863656232523,3,459
tape,12.6396840666771,4,460
info,12.626261412189764,3,461
regain,12.624214346928353,2,462
spots,12.621570221255906,1,463
kelly,12.602341425848602,3,464
fetus,12.595418836246964,3,465
sincere,12.593487758935135,1,466
excerpt,12.579240774739324,1,467
sensationalize,12.569038105816793,1,468
quote,12.552971202389521,2,469
uprisings,12.547353091270342,1,470
cleanse,12.544951386613045,1,471
misinformation,12.537849407983273,2,472
burnt,12.533956057910094,1,473
12-year,12.532901137513106,1,474
"13,000",12.532625156613491,4,475
softer,12.523955084368865,1,476
lucky,12.522895881096218,11,477
feeding,12.517087266098182,3,478
1750,12.514441502226216,2,479
airport,12.478383827806173,4,480
carriage,12.463743547995128,1,481
belly,12.457587601213673,1,482
sickens,12.439553371534455,2,483
coaster,12.433338141721434,1,484
distressful,12.393924352503307,1,485
assimilate,12.389903113119837,2,486
15,12.382927652180525,5,487
reconstruction,12.381276085729626,1,488
surface,12.360060301107593,4,489
tracking,12.331907595824253,3,490
despicably,12.327109137077853,1,491
constitution,12.316490039071176,2,492
philly,12.315069988973189,1,493
hazing,12.314793302720885,1,494
database,12.310116196706238,4,495
manslaughter,12.306791576077304,1,496
polar,12.305849205448,19,497
convert,12.29779827047619,3,498
gingrich,12.29772982488171,3,499
racially,12.297293504742361,1,500
mathematically,12.292741244194222,1,501
babies,12.29082895694578,13,502
lobbying,12.290301532884769,2,503
bless,12.289785659430038,4,504
24,12.285917073689067,3,505
cried,12.284507186905259,1,506
gain,12.280136074857445,6,507
ambulance,12.279184649745517,2,508
teixeira,12.269090349044346,1,509
done-,12.26483722395632,1,510
egypt,12.25230578790676,1,511
license,12.229624535515109,3,512
preschoolers,12.216456303143593,8,513
fuzzy,12.208774808707851,1,514
understanding,12.189191275420105,5,515
colonialists,12.177515117390117,1,516
joan,12.172892918180743,1,517
uncover,12.156035261252716,2,518
affront,12.154537537855845,1,519
dearly,12.147532655779239,1,520
3-year,12.14438557775721,1,521
unjustly,12.144039130147958,1,522
moon,12.140768474261366,1,523
genocide,12.137206065675237,3,524
negotiate,12.13393085791562,1,525
celsius,12.133011800739768,3,526
river,12.13076510105221,9,527
compassionate,12.108480010894636,1,528
1.3,12.102426161778231,4,529
crushed,12.09934476036075,6,530
spectrum,12.094644921919075,1,531
vessels,12.089445326875499,1,532
feather,12.07793228761462,1,533
boating,12.07394632368178,1,534
clutching,12.063268769706767,2,535
color,12.062167025572952,5,536
mugged,12.058156390658114,1,537
calibrated,12.055780951709345,2,538
harrowing,12.051202857862505,1,539
protective,12.046429585956602,2,540
oppression,12.039715679382676,1,541
stirs,12.039396329475954,1,542
u.s,12.029792602963623,24,543
vetting,12.013811745060531,1,544
opportunity,12.006840892680588,9,545
8-year,11.998419568330265,1,546
14,11.981560189016417,4,547
sing,11.979678918476965,2,548
graduated,11.952547383614254,1,549
territory,11.951906811223955,2,550
hijacking,11.94775745542029,1,551
golden,11.925994858573397,1,552
headline,11.919801027406486,1,553
ship,11.918769582539822,4,554
reporter,11.902594856061688,1,555
genitals,11.897270484799371,1,556
med,11.883715472752762,1,557
pythons,11.874621879271439,1,558
emotion,11.871222253912093,9,559
hdp,11.868120911146805,1,560
newspaper,11.861119426631943,4,561
volunteer,11.858881148020552,3,562
"6,000",11.8578544775473,1,563
val,11.857200779997374,8,564
jolie,11.85657694985119,2,565
condolences,11.85597210431469,3,566
mercutio,11.851254736139932,1,567
ruptured,11.82327019845692,3,568
ceos,11.821527183801551,1,569
colors,11.807738730794505,1,570
witnessing,11.795250368544036,2,571
deportation,11.795053643454233,1,572
priest,11.791718954501333,2,573
rights,11.770301306571406,23,574
discrimination,11.769396163176829,5,575
permission,11.753517455418999,3,576
williams,11.750158290907352,1,577
bombings,11.744953105121281,1,578
pit,11.744139723626752,2,579
slager,11.731075731159194,1,580
megyn,11.727138933291178,1,581
ceasefire,11.710540486250347,2,582
graves,11.704027633085657,2,583
march,11.69266336265751,5,584
eight,11.69065907147426,3,585
hi,11.682789316171554,8,586
subhuman,11.666766286425581,1,587
bark,11.66582708231522,1,588
wesley,11.664894117142909,1,589
detroit,11.644847467862993,1,590
tract,11.639927558548726,2,591
serve,11.615010986150626,9,592
adoption,11.595474173124488,1,593
molest,11.58552077742266,1,594
outpouring,11.582741395698715,1,595
abortion,11.571313463754535,3,596
fallen,11.568479266147508,6,597
paint,11.565552405156259,1,598
racial,11.55002049997472,10,599
glacier,11.549473023102857,1,600
20k,11.521253422466136,1,601
sans,11.51939670944135,1,602
snapshot,11.505137552820132,1,603
identify,11.499718753984478,4,604
’,11.496167184637555,15,605
early,11.461333433886555,16,606
14-year,11.454078341233345,1,607
communicating,11.444145251512191,2,608
franco,11.443324281159363,1,609
hug,11.44100661206977,4,610
25,11.435868993303595,8,611
logging,11.433531611616672,1,612
assisting,11.429037830274016,1,613
13,11.421022427366816,4,614
takeover,11.420506229006758,3,615
1966,11.418250982936755,1,616
falsifying,11.417866342038739,2,617
haiti,11.397859743093699,16,618
buble,11.394411815001598,1,619
psychotherapy,11.391296898554783,1,620
helicopter,11.389478679613207,1,621
ca,11.388752283059928,200,622
suicide,11.387930526554143,23,623
deforestation,11.341718644782441,1,624
homicide,11.336495358703674,1,625
daily,11.335614964285833,11,626
love,11.33270866182129,43,627
chicago,11.31836964376353,9,628
arcan,11.312932080717383,2,629
tangible,11.300647382040273,1,630
fainting,11.29645919576469,2,631
lookout,11.295843781998434,1,632
digital,11.290045388193613,2,633
deepest,11.286367858247303,2,634
washington,11.276831568412595,4,635
august,11.241055386914383,2,636
crusade,11.232206178092607,2,637
elton,11.225864970994863,1,638
misunderstanding,11.224137670600278,1,639
20,11.212533051535774,7,640
arounf,11.211770881588421,1,641
"3,000",11.20727364481442,1,642
battleground,11.201731119535397,1,643
fill,11.201467949096104,3,644
error,11.189230047395919,5,645
crapping,11.17900743014366,1,646
moldova,11.167794203678286,1,647
ahold,11.166520098199348,1,648
burn,11.1571207972945,5,649
illinois,11.151094656695479,1,650
amphibians,11.147752662450953,1,651
responsibilities,11.137141309327408,4,652
fishes,11.136982248863987,1,653
evaluation,11.10979845498679,1,654
commission,11.103113312056413,1,655
zoo,11.102503692763463,17,656
rays,11.094481141540216,1,657
heartburn,11.075212200076356,1,658
cyanide,11.067522744659891,1,659
journalist,11.065597901227136,4,660
apology,11.061941248887,3,661
mail,11.030245453629385,2,662
wildfire,11.020245261593931,4,663
internal,11.004806977517093,1,664
image,10.99341118765648,1,665
emotions,10.991198962998924,17,666
burning,10.985058315882231,5,667
resume,10.982542821164397,2,668
foisted,10.967019046073135,1,669
sympathetic,10.961287220859882,5,670
habitats,10.957305459058365,8,671
roam,10.935169821461242,1,672
sp,10.93369587565682,1,673
organically,10.923727436353044,1,674
menstrual,10.917972870769065,1,675
childhood,10.914166052162383,3,676
unsolicited,10.89614953232097,1,677
gains,10.893707290144746,1,678
erosion,10.880151139777118,1,679
olden,10.87495676799766,1,680
2.2,10.869987068185017,1,681
pre,10.856368181833934,1,682
houses,10.843356945314673,3,683
‘,10.842994840761028,11,684
therapy,10.840626308348437,8,685
advertising,10.83895289051111,2,686
tablets,10.827744702421024,1,687
quota,10.822794605065676,2,688
degrading,10.821589995788468,1,689
mere,10.81757906800429,2,690
cancer,10.815612016893612,19,691
3.2,10.801849967246161,1,692
mistreated,10.79143744060503,1,693
search,10.787377196515864,6,694
cards,10.786954705252311,1,695
boil,10.786628223765375,2,696
readings,10.785701977473337,1,697
devastated,10.783412061941329,9,698
bombed,10.774961946684734,8,699
journalism,10.773332736808195,2,700
drives,10.755369479338283,3,701
discriminate,10.747031597406663,1,702
frank,10.740872430021609,1,703
equality,10.739117089293773,5,704
yes,10.726268326673363,10,705
photographs,10.71446104989293,1,706
estimates,10.712403854616163,1,707
blessed,10.691072603221935,3,708
founding,10.684840730537962,1,709
capacity,10.684167897275504,2,710
sorrow,10.647881009617903,2,711
saddest,10.644856772158448,1,712
fever,10.643180562782065,2,713
placement,10.63885405230529,1,714
packs,10.63504057342401,1,715
biases,10.627345944265702,3,716
patrol,10.613564660294438,2,717
broadcast,10.596741398194775,2,718
deployed,10.590281428276691,3,719
wraparound,10.589842468565598,2,720
book,10.58336167948823,4,721
sensitive,10.581288029536921,5,722
et,10.576918430163518,1,723
pill,10.575795579342179,5,724
beaches,10.569613663084466,2,725
educate,10.556401604417532,3,726
heartbreaks,10.53928696742928,1,727
painted,10.526358665560716,3,728
brutalize,10.521222979352455,1,729
images,10.520845999200112,5,730
protect,10.52052979125448,50,731
intervention,10.509726210364107,3,732
newborns,10.496724762540916,1,733
flip,10.496286607372754,2,734
protection,10.490407007279611,12,735
flux,10.480673137510143,2,736
editor,10.460899327198982,3,737
message,10.454397790198366,12,738
cohan,10.44829123785367,1,739
polling,10.44658986498482,1,740
vaughn,10.428981464853054,1,741
ashame,10.428652459298279,2,742
upsets,10.427266009390738,3,743
contraceptives,10.424033165537613,5,744
assaults,10.419178950970734,2,745
connect,10.41310703949402,1,746
potus,10.40705729405526,1,747
mary,10.403443331571939,1,748
ayotte,10.393254350725718,1,749
responsibility,10.386458810683145,11,750
math,10.385488222044993,1,751
toughie,10.377240774834322,1,752
blister,10.366166050869525,1,753
scales,10.363708436477063,2,754
sweeps,10.36059038103262,1,755
beautiful,10.360335103757754,11,756
foundational,10.358325553666182,1,757
ethnically,10.35622895881501,1,758
churchgoer,10.34950582453527,1,759
oceans,10.340345285304712,4,760
train,10.338511250641544,12,761
uncle,10.33231767540489,2,762
passenger,10.315697082715511,1,763
vera,10.310981864026326,1,764
mosul,10.308943158596547,16,765
conveyed,10.307163312235176,1,766
photos,10.306322625954955,7,767
tog,10.304788629293206,2,768
punch,10.302481491273552,1,769
says,10.299249864034739,37,770
wage,10.293928588125057,5,771
meaningful,10.293331833827514,2,772
drowning,10.291818492312592,1,773
molester,10.291699358317521,2,774
losing,10.283247436237213,22,775
recants,10.281708296966972,1,776
columbia,10.279610981120179,1,777
fountains,10.26410228035125,3,778
arsenic,10.256488490812123,2,779
reemployed,10.25335721856015,1,780
instinct,10.24940786053824,3,781
60s,10.249395122237798,2,782
5000,10.213249250196386,3,783
targeted,10.210200847141229,3,784
pouching,10.210076647647066,1,785
convict,10.192006746141464,1,786
accidents,10.180502518118251,12,787
industrialisation,10.17694559197067,1,788
bounds,10.175388985636562,1,789
happiness,10.172970864257788,2,790
heals,10.166568069451486,1,791
slap,10.156515254201786,2,792
acknowldge,10.156170211613398,1,793
stolen,10.15081765158313,2,794
necrotizing,10.150804667547243,1,795
soft,10.137950392083605,2,796
encircle,10.134808751551267,1,797
scars,10.126411574821521,2,798
baby,10.125784254856638,26,799
polluted,10.119845818965558,3,800
"10,000",10.115710204830235,2,801
anguish,10.113901139930705,1,802
wrongdoing,10.109384902447673,2,803
repossessing,10.106238536871254,1,804
hosue,10.099833116493484,1,805
ms,10.097451824623082,4,806
developmental,10.093882012889905,1,807
salama,10.09297128672377,1,808
transported,10.085353827755432,1,809
costing,10.084361265548056,2,810
charts,10.080383146700566,1,811
obligation,10.079483404855461,1,812
influence,10.078055467257775,9,813
st,10.075880349014929,2,814
fleeing,10.072523126486951,10,815
toll,10.07209860678268,1,816
nets,10.070790667108058,1,817
behavioral,10.05614007527564,1,818
slave,10.050493302585908,1,819
tigers,10.039530631609624,6,820
data,10.032012833683135,21,821
libya,10.024308075856013,1,822
ushering,10.020201190923322,1,823
150,10.019920321620377,1,824
shacks,10.013907515544105,1,825
serving,10.012333140991055,2,826
orphanage,10.007745867066278,2,827
growth,9.997346725447816,2,828
mourning,9.997049878848726,1,829
helicopters,9.995437629068563,1,830
trips,9.991157600232606,1,831
porpoises,9.979295896056614,1,832
pete,9.969800063371661,1,833
touch,9.969486437437098,2,834
car,9.968191656294616,33,835
citizenship,9.963347039075845,4,836
loses,9.95642907724417,1,837
hospitals,9.944693937805004,7,838
wrongs,9.932247807141009,1,839
valuable,9.930110123123049,1,840
yard,9.924065208433,2,841
driver,9.91813051163078,9,842
tearing,9.915320724973517,2,843
advertisement,9.910568787241921,2,844
amendment,9.903962104222968,3,845
clues,9.893214264161228,1,846
sweden,9.890102115856472,1,847
dc,9.882962701960723,1,848
resisting,9.880023305880508,1,849
wreak,9.872645467322599,1,850
spokeswoman,9.859508818833804,1,851
've,9.850518138036092,63,852
soul,9.84308320622815,3,853
tearfully,9.836790008374383,1,854
affection,9.832231063864308,1,855
weighs,9.81849281964979,1,856
impacted,9.816965609354682,1,857
intimidation,9.816555409272256,1,858
innocent,9.816356247841947,40,859
500,9.815079571307962,4,860
bailout,9.800698860340919,1,861
spread,9.791721854741228,23,862
freedom,9.790298613587433,9,863
sulfur,9.78845032786941,1,864
crowe,9.783011999933608,1,865
souls,9.779040092697372,2,866
aare,9.77417496823836,1,867
protects,9.773640729448422,1,868
gratitude,9.770011605880219,1,869
communication,9.76851942172053,4,870
psyche,9.767951146037907,2,871
indiscretion,9.764332563358417,1,872
130,9.764027532717806,4,873
privatize,9.761471608510835,1,874
bombing,9.758580201924884,5,875
8,9.755892885553434,5,876
thee,9.750070531706127,1,877
reclaim,9.748710155413603,1,878
assimilation,9.747429859651712,1,879
int,9.743182167670222,1,880
