,column1,column2
94,gay,-0.024234620124173746
1862,scumbag,-0.024136626412555505
3413,grote,-0.024126765943948976
2803,niggas,-0.024100202099586677
132,wat,-0.02408074646545013
684,wrong,-0.02400643535608291
2766,attempts,-0.0239949144751235
150,seen,-0.02398567641417483
2088,died,-0.023973834780059558
3150,oublier,-0.02395015904720976
1427,tampa,-0.023945762446049613
1248,loner,-0.0239299265875501
3943,indonesian,-0.023887508094450165
2104,1-0,-0.023780501510052156
823,happen,-0.02373302645683716
2701,havent,-0.023725686806225475
19,iets,-0.02360374289895989
4003,exposed,-0.023546059330512202
3310,drove,-0.023528066322228317
2976,boldness,-0.023524902175105507
569,weer,-0.02350319850495716
1782,geslaagde,-0.023472405614040213
1691,stifle,-0.02345720340280493
1689,cage,-0.023452963362795714
3118,nah,-0.02345205280976294
2497,death,-0.023427115940084255
336,gisteren,-0.023348448402221507
23,toch,-0.023323828842958947
3558,heeft,-0.023280066239721217
2468,protect,-0.023278126659745442
695,dnt,-0.023259390982579533
3864,scuttling,-0.02324142504940013
1811,chick,-0.02323278742453259
486,kept,-0.023230906693040516
1171,broke,-0.02315078297484139
2174,omfg,-0.02312629552077039
1760,steal,-0.02311488211205309
1365,guy,-0.02307030897516601
380,youtoo,-0.023064224086418353
1205,zetten,-0.02306410668057131
1722,lame,-0.023061497221515223
768,oops,-0.02300285855046364
1950,meh,-0.023000358177092298
936,sais,-0.02288399141794672
1255,leave,-0.022866895930532642
3808,defends,-0.022827031114432
2757,antagonists,-0.022789173131381246
4021,bitter,-0.022710340847180936
4031,non,-0.022663882945004897
2223,naked,-0.022657154225153495
3932,protips,-0.02264229879813416
1241,pic,-0.022630119945410837
1451,bite,-0.02260237626182489
3963,olvido,-0.022551726280654865
2396,panic,-0.022543791194017816
4034,tanto,-0.02254238699084727
1785,maken,-0.022535107911321208
433,anyone,-0.022353035225027
3254,wanted,-0.022332622192931213
879,hahahahah,-0.02233054540404897
3467,gunna,-0.022323230953660036
2712,oreo,-0.022311803691564616
897,worse,-0.02221664307882141
1729,ew,-0.022173778555671486
628,bad,-0.02213627171219055
3752,uwp,-0.02213294186959234
3252,ffxi,-0.02209861020183306
3116,guessing,-0.022092016304781192
1223,bc,-0.022016524658648985
1829,obnoxious,-0.021991520515783427
576,voor,-0.02194889190583118
2422,ieder,-0.021938573146292155
418,failing,-0.0219208688574363
1641,dude,-0.021898164353321998
2154,lost,-0.021875607230184446
3650,brandon,-0.021852310578362538
689,woow,-0.021823478477593656
2204,cause,-0.021804373808066196
3874,strikes,-0.0217806776151194
1329,gisteravond,-0.021692940053012845
283,marijuana,-0.02167015840914388
345,blij,-0.021640014214435725
548,fool,-0.021630737192558824
2843,null,-0.021538306758872187
476,against,-0.021532423307617274
2087,ex,-0.021515868150029
3894,nooooooooo,-0.021456849493401264
2407,crashed,-0.0214347236694292
1293,seinfeld,-0.02142839392614967
2207,resist,-0.02136963081919646
2036,lovers,-0.021338899286899884
2929,happened,-0.02131634179614848
2330,facepalm,-0.02131021639815978
1547,souvenir,-0.021274780157665135
2724,manipulate,-0.02127211997871448
2246,dying,-0.021254005037527397
2376,crowd,-0.021174918853578015
1568,cant,-0.021075293004567737
24,?,-0.021061622167849816
3580,premature,-0.021046524133084134
3134,dire,-0.021014119415492118
2210,norris,-0.020992670174205787
3046,zin,-0.02099073287147822
3898,likely,-0.02098580475111821
3711,nike,-0.020982765707192198
1970,toronto,-0.02094419797344108
2944,realizing,-0.020937140501457476
1938,funeral,-0.020891006726609433
1180,donc,-0.02086104648340861
2622,possession,-0.020852013631618725
3798,horrible,-0.02084509910928796
2443,mais,-0.020836915117850276
2251,leaving,-0.020807986675878173
1674,cuz,-0.020786038571591472
3567,lmao,-0.02076928776199753
3935,reseda,-0.02074919748971377
2114,echt,-0.020736817088165927
3226,blown,-0.020731910426013096
1168,tumbr,-0.02071651505969327
3359,troops,-0.020704675678181433
2987,bucketlist,-0.020666985140369243
698,plz,-0.02057268719719065
2765,media,-0.020570710704392592
2194,«,-0.020534616976909368
3863,sketchy,-0.02051450948663761
2964,indian,-0.020447685623444515
175,why,-0.020440911821469974
3611,rien,-0.020440029288804923
3929,victims,-0.020439692474764383
1972,asians,-0.020402437062105955
1305,any,-0.020395468121802363
1800,thinks,-0.02038875422416726
3889,nika,-0.02038397829469529
799,missed,-0.020356864445362142
137,nigga,-0.020350160283534285
2581,accused,-0.020236520007918122
1602,idiot,-0.020232883418655416
2870,captured,-0.020226869687209843
3005,notice,-0.020166212047590573
2972,restr,-0.020163733646487932
3011,tbs,-0.02015185018640049
3411,deze,-0.020150189919669024
1924,wont,-0.02013628980431057
2651,superbowl,-0.02011311277539072
818,leaking,-0.02011153707010225
160,awkward,-0.020078821262646606
838,isnt,-0.020055315294811832
2481,desi,-0.020049690298309133
3543,tolerate,-0.020001489909800357
1227,tells,-0.0199750367615859
309,change,-0.01996763354236281
771,because,-0.019938502394050844
278,majority,-0.019882252124971706
1821,nasty,-0.0198793420398563
2979,dyer,-0.01987533806779376
1014,despise,-0.01985279552640509
3687,potentially,-0.0198426194396713
1561,meer,-0.019836662134476636
2241,happening,-0.019835795332326142
1747,spams,-0.019830090274812015
774,republican,-0.019828305934453744
3479,florida,-0.01977940800099674
3773,parle,-0.019745729931420958
2,says,-0.01969489845809658
67,dirty,-0.019674840485742338
978,mean,-0.01966396262479359
2046,terrible,-0.019635689314163814
1259,lettin,-0.019626178755831423
2161,bitterness,-0.019622794914819944
2548,annoying,-0.019606008006412958
3610,vieux,-0.019604744366102003
1813,anyways,-0.01960184197762629
3563,zelf,-0.01956062651604107
2821,johan,-0.0195193644547617
1550,harry,-0.01951714985773816
2518,mouse,-0.019508730258997818
1538,loathing,-0.01947069386601712
504,avoid,-0.019420964432149298
1776,account,-0.01939184700669827
1783,maandag,-0.019376155457572243
987,guys,-0.019357387368001834
1193,dat,-0.019312849398688575
1634,alarm,-0.019299312998181013
735,behind,-0.01923158288765022
3565,admit,-0.019137744684172182
2178,aeropostale,-0.019125179615152105
235,fact,-0.019120496347240792
219,ever,-0.01911888700422418
1466,rarely,-0.019115335888625462
568,ik,-0.019061628751124767
1450,spider,-0.019037198815276875
688,worst,-0.0190042097067376
4032,mai,-0.01900314690926919
3332,aliens,-0.019001675257994222
2147,blogtv,-0.018934547751507255
354,decides,-0.01893341006978949
750,tweet,-0.018930356623118604
1290,tried,-0.018920563130671305
1013,emotion,-0.01891541140429104
107,ironic,-0.01888865948122575
1991,secretly,-0.018877751605294132
893,cadeau,-0.018850564645559197
3790,flashbacks,-0.018850395315378153
1662,option,-0.018849338201646314
2157,tweeted,-0.01884108164199084
2346,hoodie,-0.01882784065879236
2058,legalization,-0.018824063795602294
1464,reason,-0.018823134747532253
3556,walmart,-0.01879852711053116
3624,surrender,-0.018793795315278413
1156,soldados,-0.01878456058181153
1965,video,-0.018727372259302866
4026,incompetent,-0.018694616687955128
3714,notreally,-0.01867641368739974
3124,mehh,-0.018655860834015388
1521,left,-0.01864283183257702
56,not,-0.01862130903755593
2551,chose,-0.018613679014389716
957,organization,-0.01861224051626996
2764,despite,-0.018574787312586747
2462,unexpected,-0.018560814806586792
3260,comeback,-0.018546941431564677
2374,aggressively,-0.018540177606263447
1552,prisoner,-0.018514126540014605
1957,ryerson,-0.01850074242925635
2192,implants,-0.0184693250972855
3345,rizzo,-0.018442514208415674
3692,irrelevant,-0.018409131093629974
1844,overige,-0.018367488493973128
2556,confusion,-0.018354506933245574
1737,fb,-0.01833624380839929
3809,joe,-0.018331684869186127
1421,dead,-0.018318706541842516
58,females,-0.018309260045185745
3000,condemning,-0.018303552069620845
1340,nu,-0.018285800795366066
693,miss,-0.018274499796784884
1012,weak,-0.01825044733520527
2791,f-bomb,-0.01821483953752534
3930,kyle,-0.018213910755774124
2968,realize,-0.01821111399759634
2324,comming,-0.018211029738341898
1534,bought,-0.018189839690021817
2649,buy,-0.018182529697295734
108,idiots,-0.01811867501045996
2464,tragic,-0.018096511768205988
342,jarige,-0.01806912093580861
3091,nervous,-0.018065582112622738
1852,fav,-0.018000767013608795
3764,impatience,-0.017991449636584243
3261,il,-0.01797182252452666
2664,newer,-0.017955477837363083
477,wall,-0.017951265820750958
606,looked,-0.017922154515736713
1268,leaves,-0.01790004700969116
1229,worry,-0.017896649111091446
2467,unless,-0.017878343673395268
1762,rob,-0.01785169649811347
1196,het,-0.01783980574238138
1401,clse,-0.01779291113572037
1283,jk,-0.017771680304588283
3045,aant,-0.017771211429740696
1719,winkel,-0.017760319491436624
2861,toms,-0.017735917237210987
340,party,-0.017734656955547448
3003,drunken,-0.017723835426328178
3804,funds,-0.01769765392709246
3169,regarded,-0.017679735258651685
1019,actor,-0.017671331371927397
1061,aww,-0.01764998084203683
3243,ignore,-0.01764888037391784
935,ne,-0.01760118164338721
1053,sucks,-0.017599710936069626
3199,danes,-0.017573334979054705
3913,prolly,-0.017551882207327046
776,rent,-0.01754257353313356
1954,revolution,-0.017500945880682378
2372,shows,-0.01747806178778454
3099,server,-0.017476766820554445
577,eht,-0.01747033717820108
1628,due,-0.01743979983705153
3416,mekaar,-0.01743832850617239
2120,gedichten,-0.01743221680438409
3856,legal,-0.017430125082328825
2253,drunk,-0.01740463034092064
1058,might,-0.017399207289671058
937,pas,-0.017361435384790368
3825,useless,-0.017343122764233422
3524,intentions,-0.017318048077424434
3347,juss,-0.017308376442910067
3414,wie,-0.01729758620062846
3127,mi,-0.017281846825894752
3275,utrecht,-0.017234083162765135
623,serious,-0.017222491973196554
3679,canada,-0.017199627209773357
3629,juwan,-0.01716714161261544
141,want,-0.01712549540888177
3123,entree,-0.01712000740745527
1390,reunion,-0.017118893002076425
543,chances,-0.017115939612245383
2297,zit,-0.0171048786680233
2116,hoe,-0.01705314701302456
867,postpone,-0.01701165986213979
2566,kinda,-0.01700939809730156
2089,cherche,-0.017004462167620707
2535,penalty,-0.01694376367606494
2282,staring,-0.01691626204379015
2307,brave,-0.01691219041666442
1433,pretext,-0.016909301386250672
2906,obvious,-0.016901173812889973
2187,scott,-0.016878165335259324
3093,file,-0.016868599921866505
2502,moved,-0.01679367661882441
2729,address,-0.01679049775220691
96,allowed,-0.01678794022816819
3897,sell,-0.01678625411182189
1651,took,-0.01676845941460473
3322,cam,-0.0167670628760598
2782,dick,-0.016761902246923158
615,vancouver,-0.01671023255510816
1606,dun,-0.016639009276975567
2890,key,-0.01663298167888947
2595,waste,-0.016598611659822543
3952,nohope,-0.016595332236606683
2920,fries,-0.01655932535499768
1169,vanished,-0.01654308623100807
3585,reminds,-0.016538956316538542
26,apparently,-0.01652127387926391
3073,verge,-0.016500726981666252
83,did,-0.016490894844606956
3331,rats,-0.016456173783795224
4002,gewoon,-0.016404871424335762
2445,louco,-0.016403984232636632
1843,zijn,-0.016381583179664153
2888,shadiness,-0.016369232532225178
3549,creep,-0.016365491645865902
996,confession,-0.016340874653617138
1072,overcome,-0.01634012191130755
1618,cardboard,-0.016306453818857997
1649,posters,-0.01629363324443042
2023,underrated,-0.01627949987868682
3633,shaq,-0.01626463380674343
2850,mafia,-0.01625359676349867
3427,delay,-0.016245480701106794
3975,rip,-0.01622880523482915
314,ago,-0.016189042936779963
3437,feelings,-0.01618343349311398
669,rape,-0.01617754372037048
2708,valid,-0.016167405265724306
1497,restroom,-0.016148172152745433
938,comment,-0.01613784757258798
3526,yung,-0.016111494379656456
930,told,-0.016048023800538148
449,strange,-0.016025119668139867
3453,compelled,-0.016005134132222147
1215,labiaplasty,-0.01599238738710963
995,releases,-0.015970167961480937
1767,straightup,-0.01595927091478891
530,weird,-0.01595795628884519
1010,»,-0.015945341104981373
3329,animal,-0.015938222266458812
2485,riot,-0.015881267942315005
764,rapper,-0.01586255204512815
20,hulp,-0.015850465480673346
1091,newsnight,-0.015826978768024358
3440,alvast,-0.015825796685053403
874,shawn,-0.015819225083612255
74,respect,-0.015817289909755908
3772,notre,-0.015816538579626987
960,frauds,-0.01578058893017159
253,remembers,-0.015778235706939845
1513,all-time,-0.01577365293413614
250,wow,-0.015771816483373044
2075,13yo,-0.015767802131484664
2391,chemicals,-0.015750136815375793
3346,rat,-0.01574143267497885
115,populace,-0.015729632481838257
2573,changed,-0.015708379756563192
642,hahaa,-0.01569690505575385
631,thought,-0.015685693262973754
159,dodo,-0.015648609322583957
3998,dey,-0.01562790107270561
3525,jeu,-0.015626266972507213
2507,facebook,-0.015603785434786162
599,mention,-0.015597444582084166
3793,admired,-0.015580085296680929
2380,opryland,-0.015569523174093642
2092,des,-0.015563250908950629
1378,were,-0.015556655566839132
947,they,-0.015554423157316977
1951,wanting,-0.015542844484325335
2635,fools,-0.01552744932622935
3168,force,-0.015527323637278944
619,normales,-0.015502504906934889
2725,inspite,-0.015501868529009564
2368,pity,-0.01549944451902657
2027,ignoring,-0.015487082229862347
846,uur,-0.01547072765387669
3096,staging,-0.015398663954951897
1217,teen,-0.01538615466948657
311,came,-0.015368535421882894
2329,assholes,-0.015357837023944472
575,hahaha,-0.015351356655488209
1213,ordered,-0.015319840266469481
583,government,-0.01530031637554874
3617,bosnia,-0.015293640224426523
1252,offense,-0.015269693202442088
3678,vriendin,-0.015266379283508142
255,name,-0.015255637368194522
1709,prez,-0.015245873374799697
3958,employee,-0.015238278659235877
2479,becoming,-0.015232493383043331
2749,korea,-0.01522833299510294
2731,buying,-0.015210749330995598
550,win,-0.015200124905577917
1214,cool,-0.015183628814054516
2952,toy,-0.015105351665762316
833,b-day,-0.015081057234705231
105,comments,-0.015068632613358203
2807,reality,-0.015056366692496883
3550,stealing,-0.015045779818457028
3121,advance,-0.015033743197946798
3044,alweer,-0.015024526346318045
3615,regarder,-0.015023940436667781
3026,emotions,-0.015012823514380132
2819,2xist,-0.014960998261350123
2641,trust,-0.014912193632454442
2008,tom,-0.014874841756881384
3087,sent,-0.014868167216788493
2567,mad,-0.014857687280566306
2103,france,-0.01485514152476457
1275,meant,-0.014852807692208377
1839,kost,-0.014829256152481273
3694,acabo,-0.014826692951106536
1128,opt,-0.014817130301173482
3955,nobody,-0.014794838644816932
1889,leftover,-0.014750469193181131
1296,nba,-0.014747838478268605
2655,action,-0.014713726913882062
1605,stfu,-0.014711581878421824
176,fuck,-0.014685011901591043
3756,cena,-0.01468269376975331
2735,plastic,-0.014680131279847837
2256,fetishes,-0.014666466175172959
2247,names,-0.014658397439345005
2450,posso,-0.014657613769986083
92,marry,-0.014616347218576
809,theaters,-0.014614912572925881
3876,doe,-0.014604826109500035
744,even,-0.014581656371691088
554,items,-0.014559825579128759
3326,badly,-0.014541127164445703
1763,hold,-0.014534763556379652
2117,mensen,-0.014534376048259695
4013,blasted,-0.014527074050031062
2710,fml,-0.014503845098126166
1006,par,-0.014481888824733054
426,islam,-0.01447363493899603
450,noise,-0.014438015287815797
392,heard,-0.014434599564661556
1548,fait,-0.014430638981429128
831,//,-0.014427250250887296
3957,hollister,-0.014394157767925525
605,fell,-0.014393671458073359
2637,whoa,-0.014384238451678858
1780,bro,-0.01436138763164838
1792,afmaken,-0.01434814764277876
934,je,-0.014341573682459948
898,dan,-0.014329241534534616
1636,unexpectedly,-0.014310501798966663
1515,joke,-0.014297638858164442
1971,loud,-0.014296978557460692
1125,lieten,-0.01428450195802822
1919,online,-0.014273442786398215
515,cauliflower,-0.014213757353301926
1233,sa,-0.01421219370511323
3972,si,-0.014205393146604213
2816,pulls,-0.014202098376615385
2220,addicted,-0.01418724429231915
3319,suddenly,-0.014180770100674792
2438,ep,-0.014140449317242188
3155,played,-0.014137352672959874
3597,fuckin,-0.014124941199321792
1062,reply,-0.014112257949420002
1872,legit,-0.01410532223965245
1021,hero,-0.01408389797958305
3060,franklin,-0.014040143474189458
749,result,-0.014029934055871187
2487,whn,-0.013992517480402065
355,show,-0.013982827971078358
2716,store,-0.013949025902452688
3374,dingetjes,-0.013941723755431035
731,climbed,-0.013936768575350176
2213,ghetto,-0.01392352290943507
51,justinbieber,-0.013915992532018055
2240,became,-0.013901402051764376
2069,az,-0.01387684581059149
1914,gesture,-0.013826781136313823
3540,response,-0.013789178649244033
2111,control,-0.01376757191582384
1400,mirar,-0.01376339795026091
643,lava,-0.01376161469017192
851,een,-0.013746585895625583
2943,b4,-0.013746114124992687
2542,uh,-0.013737268229488524
529,stomach,-0.01373680126941992
1203,elkaar,-0.013712846571286186
2795,spears,-0.013697216687884177
952,would,-0.013673181774916443
3510,di,-0.013669000788875927
3867,hahah,-0.013662300343458465
475,throw,-0.013631715499188056
531,release,-0.013617099418510978
2475,officemax,-0.013568028599189888
1642,move,-0.013550524417635918
2205,courage,-0.01353923311782982
1514,favorite,-0.013532374031176075
2744,hershey,-0.013518635921844569
2699,expect,-0.013498932615188666
1159,moves,-0.013490924511972322
2521,probably,-0.013462837673881276
553,collector,-0.013449026916663677
1884,shitty,-0.0134367800590114
1,balls,-0.013436506196570486
1585,fringe,-0.013401304679230742
3339,snif,-0.013379101638928893
1285,friend,-0.013375031483701364
2261,camera,-0.013346994004645533
386,if,-0.013339307495196072
3109,overnight,-0.013306324963799783
2137,undefined,-0.013299564314149113
594,huge,-0.01329716533440452
1565,zie,-0.01328550064597958
2244,shoot,-0.01328125016749058
3969,tienen,-0.013230764794295831
1119,guess,-0.013218042301760081
111,represent,-0.013181051424280167
975,asked,-0.013172879003025297
4000,false,-0.013171063094438345
1699,broken,-0.013150143865718663
1078,actual,-0.01314615908920884
1795,zaal,-0.013132468097214512
2410,frequent,-0.013108111438891167
3743,gag,-0.01309178702640591
2491,regarding,-0.013089983296082458
286,closemindedness,-0.013087108917183381
2600,vehicle,-0.013072543435076855
2907,apparent,-0.01305497413774655
2326,doh,-0.013041357076661068
2283,anything,-0.013037997467260103
945,nowhere,-0.013032896799114364
2897,often,-0.013000837279869238
781,marcel,-0.012992560668306175
1911,ate,-0.012956551937028707
1930,chief,-0.012909528171409472
847,zelfs,-0.012900978851324608
2268,museum,-0.012888373131914389
3296,excuse,-0.012871167946806313
3801,earring,-0.012869291647059505
2473,photo,-0.012867859874510763
1150,question,-0.01285130462338129
1022,game,-0.012824228878600647
1195,aam,-0.012818822334392278
1630,either,-0.012816203138601196
849,hebben,-0.012811212805745452
864,fight,-0.012808456089723043
2698,establishments,-0.012800159556537606
3410,elk,-0.012798832421011428
767,stat,-0.01276708720434886
1490,gekregen,-0.012739711061190762
1316,fra,-0.012738836541070822
2134,mere,-0.012734580411024246
3341,anticipated,-0.012733382625859936
1087,exist,-0.012705029816619135
1894,thirst,-0.012696013547533521
2751,germany,-0.012694651051583383
2175,shut,-0.012658144918347833
2805,tool,-0.012635732718730778
