,column1,column2
256,weird,-0.0012292795321754786
313,bad,-0.0012273269072098248
33,-.-,-0.0012248433007811409
2163,victims,-0.001220786717875486
1905,gunna,-0.0012171606353633651
318,never,-0.0012163257360247942
1749,riots,-0.0012003372952530899
1683,medo,-0.0011938204551864803
851,imdb,-0.0011920259076100524
214,failing,-0.0011898428845666554
749,bite,-0.00118356188873373
1334,bitch,-0.001183128578612076
1032,legit,-0.0011829389359105746
924,prez,-0.001177915615546474
1629,amok,-0.0011665470378531347
799,adebayor,-0.0011658736452117163
1520,fuck,-0.001165482090011126
1633,lyk,-0.001163936536795464
712,watched,-0.0011586688076233624
491,seen,-0.0011582649388587403
1019,tony,-0.0011570331664914491
1854,rat,-0.00115228517277882
1770,danes,-0.001151047288177611
1353,guys,-0.0011484639967749724
626,pic,-0.0011481807935732906
2066,joe,-0.0011464067867277342
1546,jacobs,-0.0011432139662606738
2005,b.c,-0.0011303268669191214
1212,scott,-0.0011275011878311033
2,says,-0.0011258309401901807
1659,awkwardly,-0.0011146463953693546
971,discontinued,-0.001102397633917098
1592,shadiness,-0.0011006573087928354
940,forgot,-0.0010924947913074467
1773,kinda,-0.0010921180478791587
1300,hell,-0.0010920577541707653
909,looked,-0.0010912633118535186
1635,funny,-0.0010817744143951085
342,public,-0.0010798390142964926
116,?,-0.0010744069335776021
1173,vassar,-0.0010737840475800427
821,ik,-0.0010730350243580863
1487,gianni,-0.0010727947614418358
1866,cause,-0.0010712515717141101
1277,win,-0.001071167092145473
1374,against,-0.001070754733381892
1368,cancelled,-0.0010703552335293172
1523,happen,-0.0010697472481395068
264,chances,-0.0010683109685308203
1882,mekaar,-0.0010629896970317755
1937,jk,-0.0010554509081194402
578,een,-0.001047736809732702
1887,shirt,-0.0010468554620034027
1999,acabo,-0.00104628297538621
1956,bosnia,-0.0010451876329323699
793,tottenham,-0.001040670651932645
1133,biggest,-0.0010393585112462133
1793,blown,-0.0010382175799968647
1954,fukkin,-0.001035513098661918
1466,jacob,-0.001034947052389477
1261,lost,-0.001034324428611331
1004,ridiculous,-0.0010325489420503723
527,might,-0.001032047023604492
395,name,-0.0010257319625343294
1880,weet,-0.001023041848349954
1404,penalty,-0.0010214597166005293
1532,ghetto,-0.0010191568714711715
1930,walmart,-0.0010141181809138497
1249,names,-0.0010138351896804472
32,comments,-0.0010113105469451375
2180,hollister,-0.0010111897190684055
1195,oreos,-0.0010073635184328052
1669,dis,-0.0010072913468830837
1792,twitter,-0.0010057799395530036
2115,hahah,-0.000999582898919514
1723,mehh,-0.0009995469569378606
829,dan,-0.0009981292050115693
398,republican,-0.0009979354937439085
1946,csr,-0.00099656789696918
114,someone,-0.0009946770130536396
2001,probably,-0.0009920041652173237
163,decides,-0.0009879139231495316
747,noticed,-0.0009811886095523411
1232,blonde,-0.0009796498143593469
1138,tom,-0.0009766030961904895
790,yeah,-0.0009758083255149445
2082,useless,-0.0009753613526307145
497,would,-0.0009733978939073224
632,lucas,-0.0009691068715424456
823,meer,-0.0009660241680942723
393,because,-0.0009659883727104143
584,gwn,-0.0009646227317383212
1375,officemax,-0.0009639188305187826
1655,tbs,-0.0009610485230802172
1272,staring,-0.0009605538259167459
575,lieten,-0.0009537031145986908
929,arne,-0.0009511384030271988
816,yankee,-0.000950327403818921
917,stifle,-0.0009454009002859905
1621,b4,-0.0009431588609135066
406,marcel,-0.0009409084381518976
1691,franklin,-0.000940157027078408
178,hit,-0.0009386511713882447
396,myers,-0.0009381736108033785
1445,trust,-0.00093690769994815
1589,mad,-0.0009332532186707372
1038,reveal,-0.0009325195442497216
507,ever,-0.0009322251298993084
1641,pas,-0.0009318703024651437
1526,ugh,-0.0009315473157412095
492,they,-0.0009312901706041081
251,not,-0.00093029115752533
2021,pissing,-0.000928754650977243
1030,fact,-0.0009237763756162454
1579,knows,-0.0009237477107371923
2122,strikes,-0.0009220920316472194
1422,mediawiki,-0.0009212173923590794
1350,doof,-0.0009211686079327728
1692,d.,-0.0009174202471516772
1624,fell,-0.0009167336264189041
757,girl,-0.0009143932097039711
432,appears,-0.0009124972877712989
35,black,-0.0009117768921338612
486,told,-0.0009111498388990757
1047,shitty,-0.0009101630097557303
1409,albert,-0.0009083854035105866
819,bought,-0.0009072499162991269
289,wla,-0.0009042737793826368
301,england,-0.0008973311752540666
963,ass,-0.0008950613381285287
468,farts,-0.0008945242046952268
618,teen,-0.0008911563402292111
1248,dying,-0.0008900969685618648
1455,irony,-0.0008883361250908217
1844,saying,-0.0008881954691625758
1294,meeeee,-0.0008865028726827504
409,u,-0.0008809812400697901
1558,think,-0.0008807463476485744
623,hollywood,-0.0008799591154810654
188,motive,-0.0008793040461483922
1855,paul,-0.0008791261342005404
911,goofiest,-0.000878767754248625
2090,woman,-0.0008786710710843534
1332,opryland,-0.0008776717445833755
1345,heel,-0.0008766869160358084
1917,figured,-0.0008761095355940151
2192,peter,-0.0008756733975713453
1607,fries,-0.0008755359289581121
696,should,-0.0008725842694709024
1735,played,-0.0008716696153564426
729,sumbody,-0.0008712913173904267
267,shit,-0.0008708515177174379
1758,stats,-0.000870170742580113
1313,cat,-0.0008681053905277779
316,thought,-0.0008653267774748048
889,posters,-0.0008646031363970741
1856,lakers,-0.0008634889678026651
2093,doug,-0.0008631714113809909
96,forum,-0.000862406043188079
759,um,-0.0008613133669446321
1811,wanted,-0.0008605183129327432
122,stashed,-0.0008591448597868791
1036,painful,-0.0008523255793995532
1027,were,-0.0008505411298533993
794,gon,-0.0008409626412696911
1192,ate,-0.0008393496875949919
1488,hershey,-0.0008375214613130532
351,actually,-0.0008301733646848873
767,reason,-0.0008282722778073594
142,ago,-0.0008258504129976342
2137,sell,-0.0008249521890659725
1339,ze,-0.000821803723421639
1007,fav,-0.0008215002899820504
1341,ieder,-0.0008212670976390531
1125,did,-0.0008212662460015073
820,shrek,-0.0008181851689439827
53,@,-0.0008161061520223436
1898,compelled,-0.0008141088886321186
1498,pongo,-0.0008110174070333817
797,boss,-0.0008094951909016318
791,haha,-0.0008092940940901501
226,lol,-0.0008078863167429644
382,behind,-0.0008073594240268472
1456,pants,-0.0008049578326886337
152,said,-0.0008040637647472773
1777,motives,-0.0007987256401265253
1710,called,-0.0007971430684332891
258,postponed,-0.000796300628846931
1440,ownership,-0.0007939672788211949
954,could,-0.0007918802122624205
931,who,-0.0007894634403855281
1210,killing,-0.0007883439589684262
714,dead,-0.0007870773747136957
104,she,-0.0007868070604847015
648,heard,-0.0007853262985460758
408,smart,-0.0007843882195836586
1577,captured,-0.0007840145266946215
1046,wow,-0.0007827033334990054
526,crap,-0.000782595164765427
337,man,-0.0007820735590556893
1,balls,-0.0007802414226404038
1164,swtor,-0.0007798000168828579
949,talked,-0.0007795894391961221
758,payton,-0.0007793382566347851
377,valkyrie,-0.0007792351510034858
900,bitches,-0.0007737446498778214
397,chris,-0.0007734320276791575
1522,does,-0.0007709434491350252
1370,took,-0.0007697246515282584
67,want,-0.0007693994729346319
1091,understand,-0.0007685921784268534
583,eh,-0.0007681790092211055
282,government,-0.0007639051067868852
1308,preppies,-0.0007627992380730385
1845,hmmm,-0.0007618634992355412
401,rent,-0.0007617247667681465
683,affected,-0.0007616114463459819
540,overcome,-0.0007609374675025839
437,rotten,-0.0007583994288873918
371,tuh,-0.0007573295445798812
547,exist,-0.0007554458105334655
1320,looks,-0.0007547184351633638
1454,sarcasm,-0.0007524414638393987
64,damn,-0.0007515395693589954
1548,steve,-0.0007491656140254437
1162,13yo,-0.0007473801932503979
1573,kid,-0.0007451679674180092
2116,falls,-0.0007439914056474768
2189,realize,-0.0007431344330137958
800,all-time,-0.0007426212329739703
236,esto,-0.0007414252765687623
1307,suck,-0.0007389859487001364
1810,asked,-0.0007357111216585292
1075,goofy,-0.000734794462628149
1885,wearing,-0.0007342738236114402
144,was,-0.000732140559235881
1117,secretly,-0.0007313747518213989
1383,brother,-0.0007307127374335156
185,if,-0.0007304056652309506
1089,honestly,-0.0007300328411905424
730,must,-0.0007290956041042186
177,youtoo,-0.0007236673202546878
920,game,-0.0007220993407801027
1316,hoodie,-0.000722072130724849
1145,lovers,-0.0007210180229833415
1693,roosevelt,-0.0007174970804918897
871,either,-0.0007171271839559075
465,fat,-0.0007159737010340779
2181,employee,-0.0007146403118896034
896,nailed,-0.00070871899361953
1632,zoo,-0.0007063905910524768
1911,yes,-0.0007057415273454035
736,siento,-0.0007048734454072536
631,george,-0.0007031685741218761
1928,roger,-0.0007005653597852356
204,muppet,-0.0007005312779898226
637,person,-0.0006985819353581853
45,but,-0.0006983213925677468
151,he,-0.0006978417130981924
237,no,-0.0006971325964303369
212,muppets,-0.0006970818535167979
1371,mock,-0.0006961015908316235
410,used,-0.0006953496926284789
208,falling,-0.0006950522241060798
1642,chicago,-0.0006950356608154529
1519,wan,-0.0006949233147251151
1545,marc,-0.0006942180027704656
1066,murder,-0.0006941357604956268
942,fucking,-0.0006940478118112714
1964,mhmm,-0.0006930544069652197
663,fra,-0.0006922733734891353
1713,sent,-0.0006919027871555394
651,any,-0.0006806505644015131
1944,reminds,-0.0006801236515840834
1376,logo,-0.0006795453593659209
230,put,-0.0006792990773164972
1011,sir,-0.0006775884352447796
1786,bb,-0.0006756693686050353
1973,case,-0.0006745353803375578
174,tweeps,-0.0006718122157772655
1747,argument,-0.0006706851679485917
1437,david,-0.0006686682716441947
138,came,-0.0006677583453548602
990,neeeeeeed,-0.0006668375443368684
1229,marry,-0.0006658451716966464
1650,boldness,-0.0006617330046404383
1500,quedo,-0.0006612936141168832
1513,beating,-0.0006611860632431373
750,face,-0.0006609169841519945
826,met,-0.0006599689372613915
384,slid,-0.0006589649337677159
803,recall,-0.0006577944530041882
1564,went,-0.0006564615927718242
812,party,-0.0006555518926210023
1893,often,-0.0006541922999858905
827,beetje,-0.0006538125146394729
743,se,-0.000652766125019077
131,real,-0.0006488984802408243
2128,shown,-0.0006476248099346222
853,people,-0.0006453101747172174
1528,reality,-0.0006438561046326711
117,ohhhhh,-0.0006428550304682266
1638,bravo,-0.0006410550229872687
1754,known,-0.0006405950298601627
1254,le,-0.0006401693538852452
20,got,-0.000638128526155974
305,may,-0.0006380615736593772
2106,stuck,-0.0006372156203929317
745,este,-0.000636520514346829
842,had,-0.0006360909133323092
29,like,-0.0006354138241062046
857,seem,-0.0006351190039184489
2114,excuse,-0.0006350971088894846
1362,insufferable,-0.0006336242769443622
366,know,-0.0006298158444203261
2135,problems,-0.0006289151793190511
234,puta,-0.0006274986407628761
667,maybe,-0.0006270425855661052
1247,became,-0.0006245321053630361
1881,onze,-0.0006244065046661217
2050,dog,-0.0006232598982607532
16,tipping,-0.000622902400259597
687,referred,-0.0006212214858561138
41,ima,-0.0006199407880379211
1256,left,-0.0006174144339193039
1379,iceland,-0.0006166418731503623
1111,screaming,-0.0006153908865367691
2084,involve,-0.0006152600260778752
1439,possession,-0.000615164442629759
554,'re,-0.0006122981514101854
65,'s,-0.0006120748750742715
1461,totally,-0.0006102336146762957
688,liz,-0.0006096768606503148
957,v,-0.0006096514348562771
746,lugar,-0.0006073989139270086
1521,outta,-0.0006073464556616896
1105,cousins,-0.0006071816746788885
1615,lala,-0.0006057662496765493
948,ooh,-0.0006055778549536969
524,considering,-0.0006050253551187036
2055,admired,-0.0006047268983765728
639,leaves,-0.0006029147569242016
1968,control,-0.000602831093880519
1538,2xist,-0.000601130858822711
1282,marcus,-0.0005992547659149906
2024,'d,-0.0005990991588606717
1118,pregnant,-0.0005982724263198752
1886,maroon,-0.0005981912037481144
927,throw,-0.0005963208173469624
579,opt,-0.0005942775333741803
1423,predicted,-0.0005942583976464541
2162,soulless,-0.0005935747302220198
1255,camera,-0.0005932234319224563
1918,complicated,-0.0005927213432990232
2140,burton,-0.0005925693921707426
1788,spelt,-0.0005911017438182309
1240,info,-0.0005908692000508072
652,chance,-0.0005908514227181964
431,theaters,-0.0005902221516682349
1084,chief,-0.0005884593339088102
482,wo,-0.0005868304795944831
2037,er,-0.0005866979741214688
1295,malibu,-0.0005866855313078613
200,movie,-0.0005856826303998022
1768,daniel,-0.0005852445804213809
254,stomach,-0.0005838233253200917
1704,trying,-0.0005836948644859119
164,show,-0.0005832795786726017
979,true,-0.0005828389744358783
869,due,-0.0005827181980148045
926,phone,-0.0005822533491754354
1605,pizza,-0.0005806305037889194
1380,becoming,-0.0005802300424054423
1042,bein,-0.0005787826563500343
322,itchy,-0.0005786827175684092
1636,toy,-0.000576656705645521
563,u.,-0.0005765683585143505
1290,cried,-0.0005758059034178335
822,ben,-0.0005743235053473479
1239,flash,-0.0005717564558317986
411,gooogle,-0.0005711592901410469
2118,econ,-0.0005699301065484439
378,climbed,-0.0005698564423581902
591,even,-0.0005692026555903258
1469,discount,-0.0005673003565018444
242,ok,-0.0005671225382067411
2177,shitting,-0.0005670765023174819
399,anti,-0.0005670183902323896
2038,shoot,-0.0005665947785007716
1275,anything,-0.0005619304759777199
109,what,-0.0005596498594621566
18,i,-0.0005596285018589198
1611,leave,-0.0005594007104440838
594,moves,-0.0005593225302346678
102,jen,-0.0005591718299030867
617,answer,-0.0005573096610079162
846,hells,-0.0005572846024758461
1093,wanting,-0.0005560299578007956
1524,tool,-0.0005555665581169396
875,iphone,-0.0005552292070131993
498,say,-0.000555106993829202
523,arthur,-0.0005549656660241497
2000,cayendo,-0.000554768251796714
1385,regarding,-0.0005526654561562726
135,4rm,-0.0005505900392405258
1569,friend,-0.0005502850438796203
295,huge,-0.0005497424885735242
1116,sister,-0.0005495329884760012
1892,feelings,-0.0005485499215081321
717,gets,-0.0005470616522345804
2111,deal,-0.0005467460012951461
910,gave,-0.0005463776226804256
1063,anarchy,-0.0005461212764446877
1083,seems,-0.0005458446976853935
1722,act,-0.000545792784654402
1981,accident,-0.0005440907575800709
1302,comming,-0.0005427604347606458
58,wife,-0.0005402744096536493
328,how,-0.0005384461563907495
665,dag,-0.0005374514200034367
311,vancouver,-0.0005362488906550792
1393,moved,-0.0005347788305747144
1492,ask,-0.000534732850425415
1416,crazy,-0.0005328039741532708
296,thing,-0.0005319599202675159
2088,favored,-0.0005315864610501268
1560,goin,-0.0005315041409577073
75,going,-0.0005306547851982352
1687,lies,-0.0005301269687203512
721,club,-0.0005281387216288857
876,alarm,-0.0005269929393660414
1288,claim,-0.0005257531898517814
76,red,-0.0005247262038677732
1074,grab,-0.0005232067676234162
1934,leaving,-0.0005229794783997773
388,kitty,-0.000521281248299772
1838,french,-0.0005202555811598072
1604,rid,-0.0005199509633028474
298,really,-0.0005193196299886127
1580,ur,-0.0005189975533043139
332,blistered,-0.000517461238435796
589,lang,-0.0005170025934557195
1871,”,-0.0005164473879632641
916,watch,-0.00051617507974709
1941,hole,-0.0005160290971009333
2125,questions,-0.0005156369996559841
450,//,-0.0005139626858752794
320,lava,-0.0005124945470562629
187,only,-0.0005115724958848258
1472,king,-0.0005111514728820931
1731,kind,-0.0005108656999160716
1625,realizing,-0.0005090417271035353
1193,too,-0.0005075709555297483
317,shadow,-0.0005067169587659866
1040,underneath,-0.0005064777599143803
958,r,-0.0005049768249212048
1600,big,-0.0005017053066542132
1662,mac,-0.000501037063516886
619,sex,-0.0005001539685733674
638,contact,-0.0004988456700180325
964,hold,-0.0004968386621515572
191,im,-0.0004953561230768101
1165,beta,-0.0004950373923674842
630,dad,-0.0004949546270931602
1390,respects,-0.0004939678655534935
1018,consider,-0.0004939396842867872
241,ke,-0.0004933622451442578
1077,online,-0.0004920531394641121
483,hoooo,-0.0004912106020262103
1836,though,-0.0004889317095069811
233,la,-0.0004884037725544324
306,there,-0.00048750931674078883
368,white,-0.00048683059220857054
1765,khalid,-0.00048589174241304463
1021,aka,-0.0004846903355958344
1966,immagination,-0.00048429851317172856
1840,mold,-0.0004838173269857486
1029,hence,-0.00048313035883529835
1608,vanilla,-0.00048275092759474586
235,de,-0.00048209774634139777
272,change,-0.0004816989817990644
1150,however,-0.00048009560750189676
1476,hood,-0.00047961869569028166
265,slipping,-0.00047890406889884496
512,releases,-0.00047570134119144216
1107,loud,-0.0004748479392041133
1921,elderly,-0.00047428220857510936
928,john,-0.00047326241181567977
666,da,-0.00047250576879529106
1922,women,-0.0004715327805930416
1319,pit,-0.0004713079138496141
737,una,-0.00046938080353021105
1175,yep,-0.00046891234309116023
66,that,-0.0004685270378146792
6,him,-0.00046831257148584066
162,father,-0.0004675041293366903
1940,believe,-0.000467404836900114
229,attempting,-0.0004652757285109842
1969,reviews,-0.0004651238250017035
1630,cut,-0.00046500494214924136
1967,gone,-0.000464063940909871
1561,pick,-0.0004638816676076185
1263,absolutely,-0.00045941462238308095
981,without,-0.0004589799509449172
658,brukte,-0.0004560345524763461
932,flattened,-0.00045582207219799887
1559,wot,-0.0004539350605960807
627,star,-0.000452629717609464
1223,seeing,-0.000452049626491051
1367,delayed,-0.00045149420794354523
801,favorite,-0.00045131217976977794
690,door,-0.0004498182566233903
993,sometimes,-0.0004480354651070225
1712,email,-0.00044791849050367094
276,own,-0.0004468936929158826
2123,tv,-0.0004437547546408496
1418,interesting,-0.000442506717916431
1672,tweetin,-0.00044245403780990473
2159,minds,-0.0004420184998021526
872,become,-0.0004396951018909138
796,third,-0.0004386763262974645
417,description,-0.00043746518500194876
2009,bear,-0.00043597787667126335
536,granny,-0.0004359647556932587
613,cool,-0.00043528341907927206
726,car,-0.00043458751863022357
1451,cheese,-0.00043399513991798893
80,are,-0.0004339547520177602
849,fringe,-0.00043382287809667555
17,point,-0.00043334968955280567
2105,series,-0.00043256438226432954
391,previous,-0.0004322361800344067
1470,store,-0.0004315709331860427
976,civics,-0.00043125120029450847
776,hot,-0.00043053769108156365
950,california,-0.00042823644397156543
1588,urg,-0.00042766176807176854
1400,switched,-0.0004256882174039496
1346,alert,-0.0004237814891489555
1807,already,-0.00042352670958523917
660,og,-0.00042336502594374594
612,ordered,-0.0004217976294313608
1628,imagination,-0.0004217561660776699
57,future,-0.0004205818017587315
1668,result,-0.0004204198894505054
604,certainly,-0.0004183029171030982
1285,theres,-0.00041721675634944665
1372,photo,-0.0004167919884077814
596,made,-0.00041527796106076415
1344,wel,-0.00041412135076413837
1648,invite,-0.00041411992803694526
1179,excluding,-0.00041256777638408834
1820,wilcox,-0.0004117589975004316
1274,learned,-0.00041088202313117113
1243,signed,-0.0004107797511802449
2160,alike,-0.0004100695736489897
1819,paraplegic,-0.000408856692920473
291,d,-0.0004087742592324807
624,blvd,-0.0004081591243787411
1069,tiny,-0.0004077590331547865
86,becomes,-0.0004063326650861391
402,boy,-0.0004058755885239888
1701,messiah,-0.00040344111553056346
1503,ir,-0.0004034138771370833
1657,rushed,-0.00040293884032758777
784,has,-0.0004024417944258879
1064,opie,-0.0004020442161373385
28,look,-0.00040108858278939093
133,#,-0.0004001069390660487
1761,jakarta,-0.0003994394252501763
128,yall,-0.00039912056139918055
1618,parents,-0.00039809463804070056
340,stop,-0.00039738816179430396
883,hq,-0.00039683972267675076
1594,key,-0.00039638900023686644
446,or,-0.00039559125762049247
1996,followed,-0.000395500011027831
1979,neighbors,-0.00039539453331686027
14,is,-0.00039486199244308386
2067,else,-0.0003945647391375238
616,labiaplasty,-0.00039386248132080936
52,see,-0.0003934961085020468
2166,hv,-0.0003930422290689148
961,jus,-0.0003929908323135321
1149,18.,-0.0003923187174358505
1181,nothing,-0.0003886653383199611
1377,wall,-0.00038754686705882427
2013,goes,-0.0003871107364455167
1508,tweeting,-0.000385642580021698
840,still,-0.0003842153950374325
1337,somethin,-0.0003841159633817065
367,luv,-0.000383527842506024
1068,whose,-0.0003832090449923049
1333,yea,-0.00038303301377536883
248,let,-0.00038281422900670177
986,takes,-0.00038146577339630847
1945,company,-0.0003811467389656454
2092,everytime,-0.0003790972784573299
1347,gelukkig,-0.0003777157999423632
1101,debate,-0.0003749483185881298
356,„,-0.0003735069614678869
1419,s,-0.0003714144126381589
864,history,-0.00036950616118073843
479,loved,-0.0003688648959962917
587,beneden,-0.0003688538030461552
695,suppose,-0.00036796085700518754
232,en,-0.00036731999183149943
54,:,-0.00036681532179404496
1718,mall,-0.0003667878895440039
1395,earlier,-0.0003662851972498571
1109,complaining,-0.00036620711500902803
1453,lot,-0.0003654087632672844
1250,comprehend,-0.00036481339504706425
1426,discovered,-0.0003645052609245494
1085,literally,-0.00036402953740706084
48,it,-0.00036395228037015674
1041,fastest,-0.00036368567067979744
1700,tiss,-0.0003635261000463232
1035,although,-0.00036284987434096166
2063,funds,-0.0003604348895206223
1199,sure,-0.00035986007180377006
1095,entirely,-0.0003594392882136794
2112,airplane,-0.00035780528110448864
1732,favorites,-0.00035736368506979644
1397,grandmother,-0.0003573059764280781
1413,cell,-0.00035695131557809473
643,than,-0.0003559617191247727
1649,pseudo,-0.00035491188919434176
572,grandma,-0.0003536875780949572
1335,forget,-0.00035342205206552696
93,have,-0.0003530911119074194
2133,luke,-0.00035288691292898
1354,slight,-0.00035246640130449783
186,money,-0.0003511015059373366
290,shay,-0.0003498505559249641
1992,bunch,-0.0003489495614365347
1787,recognise,-0.00034791610506592854
1177,othello,-0.0003476169721485017
1438,rast,-0.0003467887939685403
2201,pilot,-0.00034668376356031136
795,na,-0.0003463005018440991
930,flattens,-0.0003438842348109447
1904,quiz,-0.0003425318335328049
1410,einstein,-0.0003422963152931503
1511,dropping,-0.0003420636863249919
1501,sin,-0.0003413310159475447
118,found,-0.0003403462496549004
1832,pictures,-0.00033958628817743505
243,take,-0.0003386890217557216
288,ma,-0.00033752846646239814
1874,elk,-0.0003363542539568834
1399,usually,-0.0003356440950208962
1070,gesture,-0.00033475276663081494
452,word,-0.0003336786334715894
718,her,-0.00033347165572099465
1901,cardiff,-0.00033245667516873956
1134,thats,-0.00033223167221037346
82,..,-0.00033143650912675156
1570,pastor,-0.00033045615920169704
274,instead,-0.00032952751422311426
1236,beard,-0.0003291502181999526
980,youre,-0.0003289517478798863
835,husband,-0.0003280047034866535
60,oh,-0.00032797703871608087
2075,sale,-0.00032387793600225745
1402,newcastle,-0.00032356536395010665
2194,married,-0.0003234704784201927
372,shabba,-0.00032341856138155557
182,added,-0.0003231054475773062
51,go,-0.00032290464965376275
2046,debit,-0.00032232439095570506
1909,stoplight,-0.00032230464938823615
1961,bestie,-0.00032183175958309246
277,much,-0.0003217821254670028
73,when,-0.00032140666854406564
1728,competition,-0.00032124408620415285
661,halv,-0.00032110961444194614
1366,platform,-0.00031957732190007526
1094,something,-0.00031949826026345254
2141,street,-0.00031926611499869645
46,will,-0.0003188728319166287
611,ff,-0.0003181187110947941
705,extremely,-0.00031733682278000053
260,mom,-0.00031687695624193807
818,since,-0.00031588544116845985
1551,gramma,-0.00031523565283113537
139,out,-0.0003123915577937967
1355,hurdle,-0.0003109138150419251
1352,ya,-0.0003088384719658904
170,putting,-0.0003083439148480066
2129,arm,-0.00030796751561423417
30,librarian,-0.0003077754834086221
855,them,-0.0003074200776908886
1962,surrender,-0.0003073539118147458
703,come,-0.00030727322266709624
947,dbt,-0.00030685710565797424
1028,important,-0.0003067207309891715
548,other,-0.00030456418498646056
521,first,-0.0003043405541755313
27,you,-0.0003037768718781081
595,'ve,-0.00030237090366249747
1088,|,-0.0003011556479183596
110,can,-0.0002991812450191647
12,old,-0.00029751064044442125
2161,belonging,-0.00029714066754552986
42,be,-0.00029672797853287674
537,shouting,-0.0002946097600233466
1801,term,-0.00029433448338194167
654,stayed,-0.00029392077518767894
1059,away,-0.00029370003670403536
2068,sweater,-0.0002934345237228895
1557,gain,-0.00029245053293490024
720,folks,-0.00029201128091079165
1640,urself,-0.0002917070551489188
0,ed,-0.00029132182004833245
2183,hungry,-0.00029016338184405385
1078,boots,-0.0002901276532746352
1136,%,-0.0002896067257773152
762,tested,-0.00028949672158651995
412,boyyy,-0.00028910427600836215
394,last,-0.0002889473549738544
1544,jeans,-0.0002877174515006177
19,officially,-0.000284716933790009
1686,single,-0.0002837615220754946
