,column1,column2
544,deur,-0.019243489627967472
315,o.o,-0.019205008614785708
2703,prolly,-0.019174917068537762
1399,fake,-0.019104177527507843
751,newsnight,-0.01904109161463954
2705,idc,-0.019033581859865655
1497,disgusted,-0.01896944993980359
964,camiseta,-0.018943446118575406
2493,lmao,-0.018941336042276144
1164,deactivated,-0.01893644437289193
2484,heeft,-0.018898002770073516
1674,nederland,-0.018826277334666106
999,gekomen,-0.018756820125303306
1450,omfg,-0.018714692095734144
871,omar,-0.01860645401056963
747,ricki,-0.01850951927869324
1852,frat,-0.01848088625238429
1878,censoring,-0.018460633044601667
2007,niet,-0.018440247146687305
1705,doesnt,-0.018418407392450178
1473,norris,-0.018325680202364476
1618,prohibit,-0.018255183276600948
1839,havent,-0.018141922757519784
1080,dude,-0.018141559467702663
387,weer,-0.017936740060173276
1038,confused,-0.01775065690554696
917,hoofd,-0.017665072928910657
2291,hurt,-0.017650843668385933
881,omg,-0.017585755257721467
2676,kno,-0.01756975461458476
1904,britney,-0.01755879462501825
1190,ugly,-0.01752159781121668
1738,idiot-,-0.0175190406722649
1316,idiot,-0.01751317292190322
1386,benieuwd,-0.01749912690604108
1543,offensive,-0.01749077328166502
1307,guy,-0.017472699406881283
2297,rejected,-0.01739134276852745
354,fear,-0.017354705517671227
2237,wayy,-0.01727181367254763
441,wrong,-0.017267232278873883
857,fan,-0.01720483557012329
1420,neither,-0.017203994297173973
809,dat,-0.01718372239720457
458,plz,-0.017175317541457825
1153,spams,-0.01711842341509436
479,unaware,-0.017040198353106804
1333,disagree,-0.017021672711633743
2574,irrelevant,-0.01697422355408365
396,eht,-0.0169661734037678
1136,aggressive,-0.01687391587605094
2323,eindelijk,-0.01683906713082226
230,gisteren,-0.016836009997516537
893,seinfeld,-0.016813616157808173
710,prevent,-0.016796549357558192
708,damaging,-0.0167923035722896
2473,hide,-0.01678975280388123
916,idee,-0.01678180473103937
1600,knew,-0.0167526685642881
1758,oftewel,-0.01674032433204328
812,het,-0.016693424269171735
2679,wht,-0.016634420101649332
2741,jajaja,-0.016633194798669496
856,upsetting,-0.016574051094236555
538,isnt,-0.016519485331151114
1604,shittin,-0.016415604673871608
1541,facepalm,-0.016406746423939748
1579,bootleg,-0.016380568599770107
2003,eens,-0.016330902858019615
1752,phobophobia,-0.01628955223604056
1241,tryna,-0.016273744346516846
1754,phobia,-0.016269633213033152
1501,justin,-0.016256385580820664
947,prohibits,-0.016205908717283658
272,killed,-0.01605839652017585
83,idiots,-0.016050433092829313
1108,moet,-0.015966788098666675
1266,meh,-0.01595172079713837
1306,saw,-0.01586043523376869
2099,hates,-0.01583681175033579
2769,gewoon,-0.015810432860274365
117,why,-0.015686548691320478
2790,incompetent,-0.015672043245885194
792,tumbr,-0.015666503347650317
1350,angry,-0.015637198488877287
1392,mij,-0.015583641806854266
420,apologize,-0.015521321497702883
1521,ontvanger,-0.015491885254436755
1880,antagonists,-0.015443416274166998
2764,dey,-0.015399001836501763
971,fearing,-0.015382136260123627
2799,tanto,-0.015374551854748376
1179,vanavond,-0.015332247516571496
437,rape,-0.015316249031112962
745,scary,-0.01529390400548448
1571,police,-0.015287914292802475
755,rioters,-0.015267977973658725
883,fail,-0.015264787992404051
84,arrogantly,-0.015257667741200798
1693,uh,-0.015224175661500408
91,opposed,-0.015212596311408543
1057,dun,-0.01520596068089856
569,hahahahah,-0.015169435823746824
1315,underrated,-0.015093846150476011
520,oops,-0.015086370439610359
1189,fk,-0.01507487123855773
1706,kinda,-0.015045529327455322
2320,laatste,-0.01500244088602202
29,hate,-0.014973027463593922
1628,louco,-0.014969621617506824
1519,zat,-0.014959714177954603
1243,hmm,-0.014933661161479575
1213,kost,-0.014872222774769099
1039,cant,-0.014824912321000043
160,u,-0.014817764948652869
1141,fb,-0.01480968526842163
1085,detrimental,-0.014778647349693773
263,fails,-0.014751308177012543
1186,thinks,-0.014749813647580622
2653,poser,-0.014747093363748165
8,apparently,-0.014713743567602045
1894,dick,-0.014704923841824834
1,iets,-0.014681975184245391
1100,screamed,-0.01465991415443782
866,lettin,-0.014606771215115905
262,never,-0.014591349467007228
134,abuse,-0.014577487928247722
2526,regarder,-0.0145234167931031
238,helemaal,-0.014522067970238079
1137,lame,-0.01446682897448186
2541,antoine,-0.014457346625304629
920,alleen,-0.01442303533126249
1187,hes,-0.014420138422439053
783,soldados,-0.014366635432670373
2474,unsafe,-0.014355737659566563
82,ironic,-0.014344799584083108
1599,btw,-0.014296829047201476
289,anyone,-0.014294676834962482
1385,echt,-0.014289080699150336
2094,risking,-0.01423081958004944
1832,vs,-0.01420705803089524
2751,moeten,-0.0142040983203966
1121,weapon,-0.014201203386859049
1029,alcatraz,-0.014188768389280527
1901,forgot,-0.014165283503277525
209,closemindedness,-0.01408848435212965
1217,zijn,-0.014038227087877289
2164,regrets,-0.01403562584007374
2489,zelf,-0.014026751204306048
2601,ganna,-0.014019768386513335
1558,tweets,-0.013999408186761262
800,quand,-0.013990298080082703
472,yaf,-0.013962382330061716
966,quien,-0.013913756883104285
1942,mafia,-0.013907181878997688
495,tweet,-0.013878246048098033
2381,stab,-0.013865903503114407
1540,assholes,-0.013846177922777496
1440,kill,-0.013832018643100833
766,cody,-0.013829746899376208
512,warning,-0.013822031071592302
2073,aant,-0.013809720939492556
2029,ttk,-0.01378585824056814
1360,nigger,-0.013765395581376889
1976,obvious,-0.013762477352085517
2743,rip,-0.013752232408325092
1751,phobias,-0.013751644967512062
2215,yeah,-0.013728895723668467
2491,admit,-0.013713827418264745
887,showed,-0.013685867537474842
2490,trash,-0.013578448316190232
2690,houden,-0.013515705943731323
13,die,-0.01351107146249977
2689,hadden,-0.013507909500162523
2137,shame,-0.013484523586387095
1431,anger,-0.013464035206078856
514,rapper,-0.0134585685786192
2216,npc,-0.013453943253322838
2318,indians,-0.013419248246684556
660,penis,-0.013412728635017307
2734,tienen,-0.013308599869144266
446,woow,-0.013300953372383675
1455,destroys,-0.013295678087150096
2543,aint,-0.013294393753853656
1723,accused,-0.01323324619395025
1103,cuz,-0.01320340632603162
1285,akon,-0.013186196892704245
1041,would,-0.013161972067633622
1174,maken,-0.013153456426113248
896,nba,-0.013125449789895084
1204,obnoxious,-0.013119884607759943
663,mean,-0.013108288870022113
408,looked,-0.013101245933249786
2399,jokey,-0.013079926815604785
101,seen,-0.01301592746416385
395,voor,-0.012989858321429156
811,aam,-0.01295762253846325
1886,player,-0.01293847380834371
2549,foreveralone,-0.012927804177314917
397,laatst,-0.012920777083885546
78,gay,-0.012913266187661048
1925,gf,-0.012883749555809431
1753,mortified,-0.012868713743598225
1235,thhink,-0.012846651049298946
641,frauds,-0.012814393572504619
2514,fuckin,-0.01281229889581236
1133,naar,-0.012792561480272741
2569,flashed,-0.01278308051465969
2310,rex,-0.012771052535912904
38,says,-0.01273937611535007
129,hey,-0.012721817727804547
1506,freak,-0.012683899250027714
819,elkaar,-0.01265875337525639
1363,ex,-0.01265173245799751
956,mirar,-0.012612203869223364
1093,stalking,-0.012603267612955275
6,?,-0.01259395642962641
2219,gaan,-0.012582059733325329
735,reply,-0.012551801050749782
1854,manipulate,-0.012526830756721997
2097,annoying,-0.012523349500765377
2709,protips,-0.012516408648737772
2707,kyle,-0.012475996218969079
815,komt,-0.012431466007053468
818,volgorde,-0.012430570599573606
2058,realtalk,-0.012423963794511913
1759,kunnen,-0.012407223497382115
2453,yung,-0.01239712006634675
553,een,-0.012382345444246592
2791,fcukin,-0.01232081974479593
890,tried,-0.012284323634678901
118,fuck,-0.012236175541564809
910,gisteravond,-0.012149725243103149
2358,udh,-0.012139721100201699
2002,geloof,-0.012030959253542705
921,nu,-0.011972632658187987
1001,agree,-0.011970157185326779
1026,harry,-0.011953813524013255
2551,gross,-0.011950068897077552
1774,whoa,-0.011896566846930932
674,they,-0.011893004496706517
1835,exist,-0.011857677018156723
2174,regarded,-0.011816542425491834
1195,nasty,-0.011804503951849461
1218,overige,-0.011796002847233093
1152,landen,-0.011778674985230421
777,question,-0.011758483861954418
2162,oublier,-0.011744928431137792
702,actor,-0.011743690508624475
1689,iknow,-0.011741713302566138
2575,clearly,-0.01173917696189409
957,clse,-0.011737794709039875
628,comment,-0.011716556223114875
1169,bro,-0.01171045131762699
1990,happened,-0.011630666348362155
865,might,-0.011609426477488631
2212,ignore,-0.011607562817206273
1191,chick,-0.011606665900606616
2662,defends,-0.011604598557641944
158,someone,-0.011598091187551868
848,annonce,-0.011597647957209804
707,think,-0.011593350541784743
2293,wanted,-0.011592079961273332
759,guess,-0.011552006617402336
938,pic,-0.011546524855701415
208,racism,-0.01153405388623978
1102,'d,-0.011505893628787177
2696,nooooooooo,-0.01143996533791191
624,je,-0.011436709209879088
2223,il,-0.011429436237127973
2699,als,-0.011426152028157716
2346,musa,-0.011404006312784667
2686,doe,-0.011382572050004496
2562,vriendin,-0.011376011196325229
280,islam,-0.011359848160486286
382,twitter,-0.011346098722381797
275,losing,-0.011342741907854321
696,despise,-0.011285171253374637
1684,probably,-0.011284812176039528
1772,fools,-0.011281794747801947
2151,dire,-0.011276203325341764
2485,berg,-0.011258785966284783
2602,faced,-0.011241167578431528
333,rage,-0.011228512202614045
935,nbc,-0.01121345126980372
2487,ook,-0.011208623462373094
2039,watched,-0.011177259885000639
2026,yu,-0.01117070703347741
2683,sketchy,-0.011152852249302719
1572,aggressively,-0.01113312096009303
882,jk,-0.011121160580579501
892,jerry,-0.011110319534975188
1936,null,-0.011105937491437588
1036,attack,-0.011079760484515398
40,not,-0.011074737707303823
2534,howard,-0.011073768461040023
34,justinbieber,-0.011065166450546352
2594,lijm,-0.011064605393157307
274,should,-0.011057506002589559
2322,doen,-0.011029182460259085
1647,unless,-0.011022847052287787
836,bc,-0.01101370627345002
1273,posted,-0.011013640675095396
1183,zaal,-0.01100562743127189
1034,gon,-0.010975537464285772
2379,failure,-0.010969179357973929
239,blij,-0.010964172768936277
1648,protect,-0.010952409831585918
2050,condemning,-0.010946515354644925
1528,knows,-0.0109414981978246
2716,reseda,-0.010920777282939559
2645,parle,-0.010883339692177337
93,actually,-0.01087825744160138
161,could,-0.01087275312061914
1875,russia,-0.010870585140285742
672,guys,-0.010852519399527116
2561,lieve,-0.010850107191437001
5,toch,-0.010820847606766248
1172,maandag,-0.010777256003995695
820,aan,-0.010763484775879028
1796,hell,-0.010733305476822766
566,shawn,-0.010730132133490998
1930,rodriguez,-0.010728605051944399
984,gekregen,-0.01071434998187594
1417,blogtv,-0.010708246631065912
750,lose,-0.010690659127522558
519,stat,-0.010680013517412344
667,punished,-0.010658076673616767
67,did,-0.010657605698934291
157,fact,-0.010644149896839266
1621,ep,-0.01062989604516961
1582,anymore,-0.010620565131025803
561,schwartz,-0.01061550117432394
532,happen,-0.010600936264730883
2279,aliens,-0.010587889132185497
1387,hoe,-0.010586217399175632
152,ever,-0.010562796705945102
1388,mensen,-0.010545082125067792
2152,gut,-0.010544983992266995
1633,posso,-0.010543789005945995
231,ontzettend,-0.010508318768744775
394,hahaha,-0.010447978424106778
2792,shxt,-0.010444521845376946
2629,cena,-0.010434545268669892
2209,breakups,-0.01041548844419863
1238,lakers,-0.010394206378004773
2727,nohope,-0.010380617780835004
1025,said,-0.010380033799387295
125,saying,-0.010344261037744641
1227,erase,-0.010338752416475958
2370,patriots,-0.010336741945605158
586,dan,-0.010329508415142095
977,rarely,-0.010326423025206732
2176,destructive,-0.010311495020758654
2280,snakes,-0.010299931146566393
2225,vp,-0.010281432899029972
1671,rebel,-0.010277616814032563
1134,winkel,-0.010266202953923874
1023,fait,-0.010258173476274236
110,dodo,-0.010250951395898461
679,voir,-0.010220889235383834
2249,fml,-0.010215193157530887
1884,hillis,-0.01019448116153159
585,worse,-0.010173180033842424
2404,michigan,-0.010158070911387153
1515,lachen,-0.010138447032933548
653,if,-0.010127368506980873
424,denial,-0.010079858718361414
20,proves,-0.010079358092560805
542,zo,-0.010077179772133361
1188,bitch,-0.010060678777996802
2179,succumbed,-0.010058247672376739
2616,gag,-0.010058137708738295
614,hmmm,-0.010015581961706523
1522,affect,-0.010015060152650386
2472,behavior,-0.010002274783522747
2425,roosevelt,-0.009996991641064455
2342,awkward,-0.00998609408762685
1309,jordy,-0.009983492150085814
2554,brandon,-0.009973287119115656
2186,russell,-0.009958096217058756
876,meant,-0.009941672425717358
401,mention,-0.009927504355785306
1409,statement,-0.009907726580482173
2074,zin,-0.009906207982085448
1384,kidding,-0.009891291891769733
1658,whn,-0.009874480171477126
2452,jeu,-0.009847561937660192
2708,refs,-0.009795949992423229
944,were,-0.00977109654137785
2579,realized,-0.009765686165478743
33,@,-0.009757409163493824
1849,valid,-0.009719891358890124
2022,appears,-0.009715629955557295
1011,weird,-0.009699579770486688
903,exists,-0.009695949909455685
1606,decency,-0.009686599999440266
911,laat,-0.009660886534056187
731,sucks,-0.009648476087598954
879,marcus,-0.009630186551278692
1171,geslaagde,-0.009629253545023515
175,wow,-0.009625051702540629
2475,creep,-0.009622617200316524
2048,hah,-0.009615408872799307
1872,korea,-0.009615219126755344
359,seriously,-0.00959849633646974
1130,expensive,-0.009583995915073945
351,avoid,-0.009583937222289535
2051,taboos,-0.009581095794369165
1194,anyways,-0.009580583846675535
2586,nike,-0.009566067348951426
2350,sawa,-0.00954524255855163
2589,notreally,-0.009524141104857812
39,does,-0.009514631884073869
994,lekkere,-0.009506831549158998
1101,told,-0.009504397689625825
2568,potentially,-0.009499619194134
1019,cuisse,-0.009483332496331404
2218,ffxi,-0.009463413582405747
1356,bought,-0.009428278723147615
2559,youtube,-0.009426372400514945
2161,tout,-0.009419462122448593
320,shrug,-0.009406372961494628
607,elopement,-0.009389545796656
233,surprise,-0.00936429055663152
2513,tw,-0.009319775074120728
2737,si,-0.009315104558070412
1514,bizarre,-0.009310591999425516
2469,tolerate,-0.009274707038884066
2795,rimanere,-0.009272640672354842
303,lol,-0.009259714545659825
1697,chose,-0.009256363998249285
1408,rhetorical,-0.009238502882281795
2142,honestly,-0.00923809983908597
2479,trust,-0.009222473621514305
1196,wan,-0.009194782717329136
621,t,-0.009187436161283492
2025,yes,-0.009171999102066746
2528,roger,-0.009158938427537894
28,i,-0.009158081379249235
1127,he,-0.009142213830051414
1239,wont,-0.009135782298386005
2522,rien,-0.009127970717007714
2603,basically,-0.009041744861138798
2739,evo,-0.009033403780960205
625,ne,-0.0090193625485696
2384,believeit,-0.009001590854585148
2654,horrible,-0.008995058928791634
742,funny,-0.008983897881854955
0,heel,-0.008964509283326766
2801,paul,-0.008957283760154802
1814,supposed,-0.00894239139912896
236,jarige,-0.008941030422091087
2698,oke,-0.008937452230628369
414,normales,-0.008917083512287457
1197,ur,-0.008914220383960355
630,impressionnant,-0.008914159001165347
821,zetten,-0.00891323706561029
2271,badly,-0.008912082389950216
516,shit,-0.008910306059120297
1391,gedichten,-0.008896401802703386
2592,vinger,-0.008895790250731369
1910,panties,-0.008892462019943552
1523,reasoning,-0.008879980404563552
840,tells,-0.00887453481321384
2644,notre,-0.008870866994985077
2731,camara,-0.008862866647079096
432,hahaa,-0.008842930804682366
919,gedicht,-0.008836962736442255
799,donc,-0.008808513407461464
1575,barricade,-0.008790954964067153
606,celebrity,-0.008777012741266094
2767,false,-0.008719264344805298
329,throw,-0.008708300182417824
266,heard,-0.00869004922133962
823,bad,-0.008678407274304157
1463,cause,-0.008623307322328586
658,asked,-0.008622913546271281
584,wats,-0.008579743837783194
465,joking,-0.008579197995243313
797,broke,-0.008566307805510664
687,par,-0.008543739908628356
757,actions,-0.008505666954676397
2321,dingetjes,-0.00846233157544452
2200,bummed,-0.008451549055860434
1354,reason,-0.00844724358471037
1654,nt,-0.008443192598699651
1955,bet,-0.008422571156340205
468,thought,-0.008333275692511355
627,pas,-0.008330134852882844
1112,rewatch,-0.008311517414625108
400,gedaan,-0.008306665413933614
734,aww,-0.008305674547050008
1032,deathly,-0.008299980300432561
854,loner,-0.00825040639169971
131,forum,-0.008244552547580644
2684,scuttling,-0.00823945593431402
1105,bite,-0.008233405685973257
2362,apologise,-0.00822858238057895
2632,gm,-0.008222630562938656
2659,sandusky,-0.008202996131511622
616,mcintyre,-0.008183344665926634
1467,resist,-0.008176546097963732
2015,realize,-0.008159670671593244
2395,casteth,-0.008155778208545905
564,because,-0.008155446348242109
2296,ahahaha,-0.008154703647331944
1520,zit,-0.008139307057787464
2173,force,-0.008137950608295792
2299,tom,-0.008108527375214345
551,hebben,-0.008103241675651756
2712,anything,-0.008097589791472065
2191,ze,-0.008082339634256865
2693,nika,-0.00807270002733292
1566,pity,-0.008058131068740109
2774,martin,-0.008054318367853208
539,want,-0.008052676004797452
2756,puedo,-0.008044413216577303
2113,ok.,-0.008042437146808214
1687,fucked,-0.008039896174367822
1997,suggestion,-0.008029204861157935
1442,shes,-0.008022674656499354
2796,non,-0.008019331301801172
2167,boyfriend,-0.008002640953326375
169,was,-0.008001705927849193
1504,pose,-0.007962336174393158
2001,goh,-0.007929448624285747
69,know,-0.007920254793246888
1557,seems,-0.007918317906259742
1761,sint,-0.007870177544130264
255,wants,-0.007861131905112607
2433,ga,-0.007856485862023624
2721,indonesian,-0.007832102374581928
841,'ve,-0.007825913223098441
181,name,-0.007825810247744985
1920,pulls,-0.007818047718756922
2639,connais,-0.007815608986946882
1882,media,-0.007799955377406951
1721,guesswhat,-0.007793849997353733
1498,understand,-0.007782686269204922
2332,fin,-0.007778764417219343
325,wo,-0.00776328144913715
1837,expect,-0.007745399774668742
2220,lijnen,-0.007742466225814514
2403,florida,-0.007736059236818273
1887,offence,-0.007732048168492887
2282,centipedes,-0.007703626668540033
1714,changed,-0.007690134277912753
1330,terrible,-0.007689519415704653
694,weak,-0.007689475903344946
1301,tds,-0.007681285104105507
2506,premature,-0.007671251540135828
858,offense,-0.007668551980031198
2733,todavia,-0.007660955880181128
251,no,-0.007660576935909782
1636,browne,-0.007634485120067797
961,una,-0.007621615731312333
2303,enemies,-0.007595544928328603
1643,tragic,-0.0075933727152469824
1644,true,-0.007591028173281109
636,nowhere,-0.0075850833282207234
43,who,-0.007546766886048288
1711,gotten,-0.007545204212562037
1957,se,-0.007542884346094505
409,haha,-0.0074918802907448035
915,briljant,-0.007467061479967045
849,sa,-0.007456897667453079
1626,mais,-0.007452174968562315
1615,say,-0.007443650294114021
2037,ask,-0.007428448785709715
2762,tattoo,-0.007414978038272651
1495,fetishes,-0.007385586713934991
549,zelfs,-0.007385578515237031
2771,exposed,-0.007383195529805822
807,pissing,-0.007359792061612864
1596,panic,-0.007358549236914526
1922,thats,-0.007356318021851641
2266,cam,-0.007350389952044291
412,ia,-0.007336381717762411
1937,fa,-0.0073337377256039345
1846,ok,-0.007328949234013343
2170,juggernaut,-0.007327818375930404
1161,bitches,-0.0073190193096500464
1226,decides,-0.007313091388029087
2738,ir,-0.0072764239978956625
2030,tho,-0.007275433549389656
1877,controlled,-0.007240266764298539
981,craig,-0.0072315131070479636
1632,mal,-0.007207311270569493
1000,bij,-0.007200983134438164
548,uur,-0.007194348182116296
42,females,-0.007178607288673735
1652,desi,-0.007175495374475229
2239,okay,-0.007156164881018481
1927,must,-0.007140238895091195
1128,mcdonald,-0.007125244466282421
454,believe,-0.00710499426519901
2563,canada,-0.007098559301673904
452,every1,-0.007097627382166176
76,marry,-0.007095242989855815
1013,loathing,-0.007093494920192907
1715,shirt,-0.007090516225239466
51,dirty,-0.007081747721148955
2448,changer,-0.007081135438932608
1233,talked,-0.007077160800338552
2797,mai,-0.007065872953316745
2255,drove,-0.007063191496313186
1456,implants,-0.0070628857211746995
899,had,-0.007053305237956248
81,allowed,-0.007048380905226884
1424,pull,-0.007036022083849502
1608,crashed,-0.007034155617580762
312,strange,-0.007033216986971336
330,against,-0.007033134029232235
1184,gassed,-0.00702403852763563
1376,perd,-0.007016262059773926
972,impose,-0.007008436804611996
953,factor,-0.007002426572182355
1348,ive,-0.0070002699445608765
599,quienes,-0.0069919157146647905
2308,recall,-0.0069864826708225134
643,afc,-0.006974358207631665
692,r,-0.006971033212479134
970,pretext,-0.006961548761334333
1400,ugh,-0.006954565507936959
340,kept,-0.006947031545407138
1977,apparent,-0.0069421772990496235
1364,died,-0.006937096514755283
1398,either,-0.006933685338223311
1713,simply,-0.0069275930280060264
831,ass,-0.0069223619051845525
2630,interested,-0.006900743438739575
58,respect,-0.006876945932467824
200,majority,-0.00686618564558399
2309,named,-0.006858958142579203
2248,speechless,-0.006856622438933018
1129,anti,-0.00685379329628885
2466,response,-0.0068438979650634535
1735,nick,-0.006833696922888161
2400,aff,-0.006823241357399526
1279,toronto,-0.006809841806246833
1755,facts,-0.006808761630313347
521,damn,-0.006807737881671916
1702,confusion,-0.006803053086352596
1780,realised,-0.006790654006544988
875,context,-0.006752641515469429
1425,lost,-0.006741359151952353
2749,levens,-0.006736590414104482
1451,shut,-0.006727715202121996
445,worst,-0.006712695331317097
2454,kang,-0.006712624063851349
418,serious,-0.0067047831688661665
501,swear,-0.0066613068257473955
2732,ps3,-0.006660597239040169
985,met,-0.006607453533379483
205,legalizing,-0.006592525130564994
261,she,-0.006577142366284397
578,'re,-0.0065735487625917036
1876,military,-0.006569163559548258
2492,juan,-0.006548600720786085
316,what,-0.0065416055569929065
480,ven,-0.006536844502890385
1321,ignoring,-0.006536725268625943
2688,pech,-0.006525788749555031
156,accept,-0.0065220434583905225
2171,literal,-0.006516501141369049
1453,spider,-0.006496044208496135
475,far,-0.00648815305593301
880,collins,-0.006479927698083454
1757,plak,-0.006447643065217767
1312,syndrome,-0.006446495064259121
2486,ie,-0.006445520022073811
411,la,-0.006441791346163679
1665,facebook,-0.006440869282435543
1284,advanage,-0.006424147644130775
2072,alweer,-0.0064024730443374535
2447,obliger,-0.0064012753045868676
1874,germany,-0.006396297002881407
253,d,-0.006392157149122433
2677,legal,-0.006378283673959405
2077,may,-0.006378073681632047
174,like,-0.006364313091851493
2052,any,-0.0063581041638009865
2545,none,-0.006335416582147328
77,but,-0.006325442335353835
1535,exactly,-0.006316294026217197
1556,wondering,-0.006299317300450007
2692,thread,-0.006293507917254938
2175,mercilessly,-0.006272457593664136
1476,ghetto,-0.006253106318919644
2740,este,-0.006227883704288022
2584,somethin,-0.006221357285995291
1736,tennessee,-0.00621750923237262
1822,common,-0.006195876426986525
2273,public,-0.0061869543528691485
909,leuk,-0.006171980207066139
2577,freaking,-0.006162913135268967
894,confirmed,-0.00613454717092298
1779,goodthing,-0.006132968562071807
1483,happening,-0.006128772943070214
2213,haunts,-0.006127435514217551
1707,mad,-0.006125570038918352
1367,cherche,-0.006119304927859512
2375,dreads,-0.006116294695462957
540,onze,-0.006111891473596394
559,david,-0.006106322297524471
1900,totally,-0.006104101468188766
1410,undefined,-0.0061008310893410815
2023,dyer,-0.006095711431778279
1905,spears,-0.006095628366872691
1347,az,-0.006089672694256928
997,op,-0.00608114118555599
471,lee,-0.006059548155482591
19,really,-0.006031016905534835
550,na,-0.006027767491968828
1104,lion,-0.006023664373694213
2008,tell,-0.006023514392625328
353,thing,-0.006018732255325687
2411,names,-0.00601457232218889
1482,naked,-0.006011231612594738
1180,afmaken,-0.0060051724869740085
1988,ran,-0.005997162140145786
61,man,-0.005996447663883444
1536,doh,-0.005990118312768203
2540,dunked,-0.005983151599644886
2462,wears,-0.0059776827779070936
1661,death,-0.00597249970724393
2476,stealing,-0.005962206463571855
410,s,-0.0059184039797559596
2262,suddenly,-0.005911363112441585
1407,mere,-0.005894328010968636
2087,shhhhhh,-0.005867075093054859
2278,rats,-0.005864627184866341
1783,buy,-0.0058635978898617545
2254,josh,-0.0058547714135534805
1040,ah,-0.005853628007163716
969,regimes,-0.005850168491035045
2779,blasted,-0.005842384266547107
1762,america,-0.00582022031074712
2144,mi,-0.0057992633670471945
1722,woman,-0.005797745314676832
1603,ago,-0.005791298410316283
2294,smash,-0.0057897840581519555
798,toi,-0.005788082929719624
2372,alvast,-0.00578020565843653
1836,england,-0.005773681104744989
2226,un,-0.005768672913446533
499,suck,-0.005766876023177555
600,seran,-0.005760313197050587
1028,prisoner,-0.005756807593753916
2785,bitter,-0.0057423781978111505
2086,james,-0.0057386419034589475
1373,em,-0.005718892909177928
488,even,-0.0056809588537554976
895,looks,-0.0056691440033073215
222,change,-0.005660652265830229
1594,push,-0.005653182356213687
1663,unlived,-0.00565277080783931
1182,er,-0.005651026974321012
669,nothing,-0.005649278127893004
21,how,-0.005639773712359037
1908,g-string,-0.005621103703279096
217,trick,-0.0056120320432514964
3,mag,-0.005611503240593225
1079,gerome,-0.005608343768516608
73,that,-0.005607950167357815
779,duque,-0.0056026591268892555
2258,ones,-0.005586334035163601
2482,denny,-0.0055736738688488404
2440,di,-0.0055631539694389566
698,probable,-0.005561173507018478
1382,control,-0.005555608330733232
2055,truth,-0.005552672019389645
859,sad,-0.005546232660470317
327,only,-0.0055331669016324666
1158,directors,-0.0055330505154374855
322,bb,-0.0055251307060252865
1370,des,-0.005512884364475258
1021,te,-0.005501916570640392
2446,nous,-0.005494413361855176
1966,often,-0.005475077417984675
2031,bucketlist,-0.005466463338379681
771,happens,-0.005466065532816353
1088,option,-0.005451694041517507
85,claim,-0.005449803011908792
678,viens,-0.005426765786768448
904,called,-0.0054189411438412384
476,im,-0.0054073846774506445
2728,deffintly,-0.005406098799927227
847,dominique,-0.005393000836733845
360,put,-0.00539164658470984
107,has,-0.00538106119414307
1806,newer,-0.005379465353473892
2093,verge,-0.0053622444036253
407,fell,-0.005343722161110378
760,missing,-0.005338829759845598
197,black,-0.005314044720546808
1282,used,-0.005312920675718255
2744,morgan,-0.005301315422432501
375,win,-0.005295792253123171
