,Word,Value,Freq,Method
227,unparalleled,0.2717870076497400,3,DistilBert_Mask
228,jokingly,0.2649149696032210,3,DistilBert_Mask
229,siu,0.2522029876708980,4,DistilBert_Mask
230,enticed,0.2492588758468630,3,DistilBert_Mask
231,diaper,0.2492163181304930,4,DistilBert_Mask
232,aweful,0.2426713705062870,4,DistilBert_Mask
233,charles,0.2380170822143550,5,DistilBert_Mask
234,alongside,0.2377219349145890,4,DistilBert_Mask
235,perusing,0.2374263604482020,6,DistilBert_Mask
236,gorgeous,0.2356811867040750,34,DistilBert_Mask
237,discourage,0.2310531139373780,5,DistilBert_Mask
238,phenomenal,0.229608212379699,47,DistilBert_Mask
239,camps,0.2278141975402830,4,DistilBert_Mask
240,harlem,0.2236770788828530,3,DistilBert_Mask
241,thoughtful,0.2228149175643920,7,DistilBert_Mask
242,steffes,0.21943199634552,3,DistilBert_Mask
243,shoutout,0.2187175750732420,3,DistilBert_Mask
244,toliet,0.2182368834813440,3,DistilBert_Mask
245,ippodu,0.2166750431060790,5,DistilBert_Mask
246,redemption,0.2142486572265630,4,DistilBert_Mask
247,stetson,0.213388991355896,5,DistilBert_Mask
248,smokiness,0.2118276953697200,3,DistilBert_Mask
249,greasiest,0.2065849900245670,4,DistilBert_Mask
250,joynt,0.2028111666440960,3,DistilBert_Mask
251,genuine,0.2007056928816300,21,DistilBert_Mask
252,nostalgic,0.1996702949206030,6,DistilBert_Mask
253,tummy,0.1961143485137390,7,DistilBert_Mask
254,intrigued,0.1956624524159860,11,DistilBert_Mask
255,brilliant,0.1951239171781040,19,DistilBert_Mask
256,camper,0.1943375319242480,6,DistilBert_Mask
257,festive,0.1934110323588050,3,DistilBert_Mask
258,thumpa,0.1928719679514570,3,DistilBert_Mask
259,geez,0.1920224726200100,4,DistilBert_Mask
260,snowsuit,0.1897919178009030,3,DistilBert_Mask
261,addictive,0.1892167064878680,9,DistilBert_Mask
262,greatest,0.1887049262340250,26,DistilBert_Mask
263,sketchy,0.1856370038456390,9,DistilBert_Mask
264,windshield,0.184533953666687,8,DistilBert_Mask
265,pricey,0.1819483795441870,121,DistilBert_Mask
266,truthfully,0.1788899501164750,3,DistilBert_Mask
267,incredible,0.1781006147464120,120,DistilBert_Mask
268,salesy,0.1748430728912350,3,DistilBert_Mask
269,thrilling,0.1745382150014240,3,DistilBert_Mask
270,spectacular,0.1739213712075180,34,DistilBert_Mask
271,tenaya,0.1715078353881840,3,DistilBert_Mask
272,monorail,0.1712147668004040,5,DistilBert_Mask
273,tiniest,0.1692596503666470,7,DistilBert_Mask
274,armed,0.1680222749710080,4,DistilBert_Mask
275,zumba,0.1661974489688870,4,DistilBert_Mask
276,potstickers,0.1655790011088050,6,DistilBert_Mask
277,platters,0.1655628085136410,5,DistilBert_Mask
278,settings,0.1653751373291020,5,DistilBert_Mask
279,congratulations,0.1646175980567930,4,DistilBert_Mask
280,alarmed,0.163419485092163,6,DistilBert_Mask
281,perused,0.1614711682001750,3,DistilBert_Mask
282,souvent,0.1597531523023330,7,DistilBert_Mask
283,larry,0.1580882519483570,4,DistilBert_Mask
284,chaat,0.1565650403499600,4,DistilBert_Mask
285,hesitate,0.1561415628953410,11,DistilBert_Mask
286,titles,0.1555417080720270,6,DistilBert_Mask
287,creepy,0.15533447265625,11,DistilBert_Mask
288,wrought,0.1551448106765750,3,DistilBert_Mask
289,healthier,0.154668404505803,13,DistilBert_Mask
290,expertly,0.1537561813990280,6,DistilBert_Mask
291,ginko,0.1517497599124910,4,DistilBert_Mask
292,dueling,0.1516750653584800,3,DistilBert_Mask
293,pigs,0.1491595374213320,9,DistilBert_Mask
294,garaged,0.1489198207855220,5,DistilBert_Mask
295,exaggerating,0.1481202443440760,3,DistilBert_Mask
296,outstanding,0.1479621756280590,117,DistilBert_Mask
297,3/29/16,0.1477845907211300,3,DistilBert_Mask
298,darling,0.1476302742958070,3,DistilBert_Mask
299,adopted,0.1471805125474930,4,DistilBert_Mask
300,heatstroke,1.3298888087372100,3,DistilBert_Partition
301,nowland,0.6908001708925940,4,DistilBert_Partition
302,https://youtu.be/p7jfzklykos,0.6569129540642620,3,DistilBert_Partition
303,financjal,0.5729781596092650,3,DistilBert_Partition
304,perfect-,0.5471952090726010,6,DistilBert_Partition
305,exquisitely,0.5445449415898730,3,DistilBert_Partition
306,attractions,0.534811274213927,3,DistilBert_Partition
307,kphx,0.5251441765332880,3,DistilBert_Partition
308,1480,0.4934158158636530,3,DistilBert_Partition
309,parfois,0.4655608176464660,4,DistilBert_Partition
310,restraunt,0.4295005615806200,4,DistilBert_Partition
311,retard,0.41229469487295,4,DistilBert_Partition
312,joynt,0.4113688669470360,3,DistilBert_Partition
313,l'autobus,0.3931161355289180,4,DistilBert_Partition
314,hyped,0.3820271007808910,6,DistilBert_Partition
315,eggy,0.3524724048021670,3,DistilBert_Partition
316,blessed,0.3465287751262650,4,DistilBert_Partition
317,primanti,0.329410698522337,3,DistilBert_Partition
318,eefco,0.3165023141909600,4,DistilBert_Partition
319,cripplingly,0.315596698797447,4,DistilBert_Partition
320,avance,0.3103738784309770,4,DistilBert_Partition
321,dcs,0.3032620887135510,5,DistilBert_Partition
322,elegance,0.2971452504230970,3,DistilBert_Partition
323,pizza(s),0.2922068594935510,4,DistilBert_Partition
324,fastest,0.2791743837368670,6,DistilBert_Partition
325,pb&j,0.2781974049886210,6,DistilBert_Partition
326,j'ai,0.2690455896590430,10,DistilBert_Partition
327,kassie,0.2625463917680950,3,DistilBert_Partition
328,c'était,0.2588293818318030,3,DistilBert_Partition
329,flautas,0.2570676380197620,3,DistilBert_Partition
330,hospitable,0.2409710435652930,4,DistilBert_Partition
331,autobus,0.2213010121513770,12,DistilBert_Partition
332,moo,0.2168273802010850,5,DistilBert_Partition
333,sassy,0.2104543276506770,8,DistilBert_Partition
334,yummm,0.2079023497540730,4,DistilBert_Partition
335,bier,0.204076610882248,7,DistilBert_Partition
336,shoutout,0.2032244550585500,3,DistilBert_Partition
337,syncing,0.2016965543235860,3,DistilBert_Partition
338,retards,0.2016856536005210,4,DistilBert_Partition
339,tôt,0.20013788335438,4,DistilBert_Partition
340,passent,0.20013788335438,4,DistilBert_Partition
341,bruschetta,0.1998284562066670,9,DistilBert_Partition
342,chimichangas,0.1940195063664240,4,DistilBert_Partition
343,passe,0.1938900178301470,20,DistilBert_Partition
344,proves,0.1902156875971630,3,DistilBert_Partition
345,93,0.1848969878164490,4,DistilBert_Partition
346,promising,0.1840210747490210,4,DistilBert_Partition
347,asset,0.1834936722367480,6,DistilBert_Partition
348,pedi($50,0.1821968001539380,3,DistilBert_Partition
349,genius,0.1818667921758090,12,DistilBert_Partition
350,great-,0.1788029798756450,8,DistilBert_Partition
351,delicous,0.1754570373783140,7,DistilBert_Partition
352,sweetest,0.1741390132019330,8,DistilBert_Partition
353,conscientious,0.1730603857194560,3,DistilBert_Partition
354,extremly,0.1722281870412170,3,DistilBert_Partition
355,responsiveness,0.1721005594425780,3,DistilBert_Partition
356,tiniest,0.1718097190625460,7,DistilBert_Partition
357,remodel,0.1697238280408550,10,DistilBert_Partition
358,addictive,0.1697138712341110,10,DistilBert_Partition
359,baristas,0.1680810381141240,12,DistilBert_Partition
360,kenia,0.1656398011202710,5,DistilBert_Partition
361,colorist,0.1652061036213780,3,DistilBert_Partition
362,helpfully,0.1636901647720190,3,DistilBert_Partition
363,predictably,0.1627947206679490,4,DistilBert_Partition
364,mexian,0.1599890855036060,5,DistilBert_Partition
365,soliciting,0.1585535929194220,3,DistilBert_Partition
366,knowledgable,0.157676433080902,28,DistilBert_Partition
367,primo,0.1574884806384910,4,DistilBert_Partition
368,rockin,0.1572624983493980,4,DistilBert_Partition
369,3/29/16,0.1557101971899410,3,DistilBert_Partition
370,outstanding,0.155530881857321,135,DistilBert_Partition
371,yummy,0.1547409348848380,205,DistilBert_Partition
372,ippodu,0.1545060633634110,5,DistilBert_Partition
373,omelettes,0.1534708911238830,3,DistilBert_Partition
374,kabobs,0.1522272139938960,11,DistilBert_Partition
375,accommodating,0.1499089903498060,90,DistilBert_Partition
376,leona,0.1496961600268820,3,DistilBert_Partition
377,attentiveness,0.1493116078580330,6,DistilBert_Partition
378,festive,0.1483909739645040,3,DistilBert_Partition
379,unquestionably,0.1467240291372910,3,DistilBert_Partition
380,foodgasm,0.1464183515580840,3,DistilBert_Partition
381,cobraron,0.1462054494613960,4,DistilBert_Partition
382,barista,0.1460606821986580,4,DistilBert_Partition
383,brocach,0.1458509590512850,6,DistilBert_Partition
384,deems,0.1456310613165810,4,DistilBert_Partition
385,unparalleled,0.144762255291616,3,DistilBert_Partition
386,-overall,0.1423798500386650,3,DistilBert_Partition
387,ranks,0.1417709530305900,4,DistilBert_Partition
388,enviroment,0.1414917675950410,3,DistilBert_Partition
389,tasteful,0.1413498779935750,7,DistilBert_Partition
390,incredible,0.141123703747496,142,DistilBert_Partition
391,camper,0.1410495213971280,6,DistilBert_Partition
392,pallazzo,0.1404277929006530,3,DistilBert_Partition
393,gorgeous,0.1404059767025390,41,DistilBert_Partition
394,phenomenal,0.1403935488633810,60,DistilBert_Partition
395,amazing,0.1375928310566260,1189,DistilBert_Partition
396,jukebox,0.1365884126055560,3,DistilBert_Partition
397,endroit,0.1365404246715880,3,DistilBert_Partition
398,carnivore,0.1364964064626970,3,DistilBert_Partition
399,excellent,0.1359741914969930,577,DistilBert_Partition
400,responsive,24.707346,23,FFN
401,breeze,23.745552,11,FFN
402,maltipoo,23.717955,5,FFN
403,personable,23.037062,48,FFN
404,shoutout,22.88725,3,FFN
405,thoughtful,22.796,10,FFN
406,18-pound,22.677523,3,FFN
407,seamless,22.484535,5,FFN
408,cutest,22.358768,4,FFN
409,sweetest,22.295916,8,FFN
410,adorable,22.199852,17,FFN
411,housemade,22.039959,3,FFN
412,approachable,21.92622,11,FFN
413,athleta,21.836338,3,FFN
414,mixins,21.71981,3,FFN
415,terrific,21.098707,32,FFN
416,knowledgeable,21.096912,105,FFN
417,goodies,21.002169,13,FFN
418,savory,20.990627,31,FFN
419,lawrenceville,20.969849,5,FFN
420,calming,20.943186,12,FFN
421,prompt,20.691128,69,FFN
422,scrumptious,20.65998,10,FFN
423,pastitsio,20.631458,3,FFN
424,misti,20.5169,3,FFN
425,friendliest,20.470453,16,FFN
426,faves,20.46892,6,FFN
427,punctual,20.299747,8,FFN
428,hearty,20.24954,22,FFN
429,timely,20.053816,48,FFN
430,accommodating,19.938574,90,FFN
431,purrfect,19.869827,8,FFN
432,ease,19.802938,14,FFN
433,gorgeous,19.794785,41,FFN
434,flexible,19.761187,10,FFN
435,superb,19.463692,63,FFN
436,unbeatable,19.401634,7,FFN
437,deadlines,19.175173,4,FFN
438,wonderful,19.170992,327,FFN
439,benedict,19.154514,47,FFN
440,marvelous,19.047644,7,FFN
441,favs,18.98754,7,FFN
442,piccata,18.855757,6,FFN
443,awesome,18.855536,697,FFN
444,adore,18.852745,8,FFN
445,dependable,18.820202,3,FFN
446,relaxed,18.813597,32,FFN
447,handy,18.747683,12,FFN
448,aladdin,18.724073,5,FFN
449,delightful,18.722437,42,FFN
450,challenges,18.684862,5,FFN
451,amazing,18.66284,1188,FFN
452,smile,18.662258,126,FFN
453,insightful,18.649914,3,FFN
454,relaxing,18.573574,66,FFN
455,favorites,18.557344,74,FFN
456,baklava,18.523596,22,FFN
457,fantastic,18.522196,362,FFN
458,koobideh,18.515667,5,FFN
459,grouper,18.453533,4,FFN
460,vce,18.4414,9,FFN
461,georgian,18.37756,6,FFN
462,courteous,18.317324,80,FFN
463,expertly,18.230219,10,FFN
464,delight,18.21839,35,FFN
465,assisted,18.207323,14,FFN
466,thorough,18.206388,49,FFN
467,kitties,18.177065,3,FFN
468,manapua,18.173422,5,FFN
469,adam,18.121195,18,FFN
470,appreciative,18.116484,3,FFN
471,dumplings,18.094978,88,FFN
472,knowledgable,18.056051,28,FFN
473,painless,17.904514,8,FFN
474,kensington,17.865585,10,FFN
475,potstickers,17.839146,6,FFN
476,fav,17.823015,22,FFN
477,pies,17.780508,10,FFN
478,specializes,17.74771,4,FFN
479,radiant,17.728073,3,FFN
480,outstanding,17.670473,135,FFN
481,wontons,17.622114,22,FFN
482,branzino,17.620699,5,FFN
483,cheerful,17.617382,8,FFN
484,loving,17.614384,27,FFN
485,spacious,17.612127,50,FFN
486,casbah,17.603619,4,FFN
487,nabemono,17.582762,5,FFN
488,fabulous,17.5158,84,FFN
489,communicative,17.436453,4,FFN
490,speedy,17.404642,16,FFN
491,lovely,17.346296,132,FFN
492,enjoyed,17.32879,360,FFN
493,gadgets,17.309072,5,FFN
494,sassy,17.25726,8,FFN
495,roomy,17.241518,4,FFN
496,loved,17.207832,439,FFN
497,compassionate,17.166454,7,FFN
498,redhead,17.162329,5,FFN
499,braised,17.112352,37,FFN
500,kai,0.0131728625123731,3,FFN_DeepShap
501,centennial,0.0113733254052162,3,FFN_DeepShap
502,francesca,0.0107672887011762,3,FFN_DeepShap
503,innovative,0.0103492049052005,3,FFN_DeepShap
504,prickly,0.0099974033503697,4,FFN_DeepShap
505,supportive,0.0099150579689487,3,FFN_DeepShap
506,martina,0.0099077244849468,3,FFN_DeepShap
507,tracy,0.0094657168728541,5,FFN_DeepShap
508,macaroons,0.0094205204638476,3,FFN_DeepShap
509,eyelashes,0.0092779365485977,3,FFN_DeepShap
510,savoring,0.0091268891629021,3,FFN_DeepShap
511,bronze,0.0090545532829598,4,FFN_DeepShap
512,becca,0.0090330907023007,7,FFN_DeepShap
513,beavertails,0.0088171488091029,3,FFN_DeepShap
514,baklavas,0.0085289389224878,3,FFN_DeepShap
515,quiches,0.0085024224186258,4,FFN_DeepShap
516,sharon,0.0085014389398717,4,FFN_DeepShap
517,shawn,0.0084870526375865,3,FFN_DeepShap
518,mei,0.0084441143080989,3,FFN_DeepShap
519,sweetest,0.0083799475610083,8,FFN_DeepShap
520,shoutout,0.0083727276835058,3,FFN_DeepShap
521,gabe,0.0082842524961961,3,FFN_DeepShap
522,fontina,0.0082461304828221,4,FFN_DeepShap
523,grandchildren,0.0081399677981971,3,FFN_DeepShap
524,casbah,0.0080624688743145,4,FFN_DeepShap
525,crêpe,0.0078386872209994,5,FFN_DeepShap
526,scenery,0.0077797195402423,5,FFN_DeepShap
527,tabouli,0.0077606738531418,3,FFN_DeepShap
528,couscous,0.0077495632672374,4,FFN_DeepShap
529,marcus,0.0076877076880327,4,FFN_DeepShap
530,cosmo,0.0076646465271581,5,FFN_DeepShap
531,swift,0.0076032941099715,3,FFN_DeepShap
532,linda,0.0075479198309885,5,FFN_DeepShap
533,birthdays,0.0075200578006433,4,FFN_DeepShap
534,cannoli,0.0074160068501325,8,FFN_DeepShap
535,nailed,0.0074062338362738,3,FFN_DeepShap
536,designs,0.0074056374335877,9,FFN_DeepShap
537,unwind,0.0073986237903879,6,FFN_DeepShap
538,wally,0.0073700261895586,3,FFN_DeepShap
539,presents,0.0073288434139936,3,FFN_DeepShap
540,reflexology,0.0071518217848562,3,FFN_DeepShap
541,expansion,0.0071303843624991,3,FFN_DeepShap
542,recommande,0.0071230145688524,3,FFN_DeepShap
543,chimichangas,0.0070942781240523,4,FFN_DeepShap
544,samosa,0.0070719997089577,6,FFN_DeepShap
545,benny,0.0069709967810467,4,FFN_DeepShap
546,prefect,0.0069392945557315,4,FFN_DeepShap
547,kielbasa,0.0069294675844179,3,FFN_DeepShap
548,unbeatable,0.0069236704674542,7,FFN_DeepShap
549,trufusion,0.0069196073532481,5,FFN_DeepShap
550,mouse,0.0068850226576351,3,FFN_DeepShap
551,cibo,0.0068601039750687,7,FFN_DeepShap
552,alice,0.0068513492542291,4,FFN_DeepShap
553,tinga,0.0068429283750358,3,FFN_DeepShap
554,accommodates,0.0068055015251259,4,FFN_DeepShap
555,byow,0.0067653073996754,3,FFN_DeepShap
556,tjs,0.006756092095408,3,FFN_DeepShap
557,ms,0.0067548928345458,8,FFN_DeepShap
558,scrumptious,0.0067126713036939,10,FFN_DeepShap
559,airdrie,0.0067051323119166,3,FFN_DeepShap
560,adobo,0.0066930926017654,5,FFN_DeepShap
561,omelettes,0.0066820573255174,3,FFN_DeepShap
562,shannon,0.0066820069357082,3,FFN_DeepShap
