,Word,Bert,Distilbert
225,performing,-0.000166215,-8.54E-06
226,coast,-0.000166172,-8.12E-06
227,noises,-0.000166004,7.83E-06
228,korea,-0.000165931,-1.47E-05
229,appreciated,-0.000165732,-4.74E-05
230,vegas,-0.000165502,-2.13E-05
231,35,-0.000165236,-1.62E-05
232,loose,-0.000164041,5.51E-07
233,exit,-0.000163897,-1.35E-05
234,ghost,-0.000162597,-4.41E-06
235,dissertation,-0.000162587,-3.59E-06
236,tower,-0.00016253,2.61E-05
237,chapters,-0.000161706,-2.57E-05
238,dozen,-0.000161494,-1.98E-05
239,crew,-0.000161024,-2.64E-05
240,sold,-0.000160922,-1.37E-05
241,reminding,-0.000160667,-2.53E-05
242,masters,-0.000160573,-1.51E-05
243,region,-0.000159395,-2.04E-05
244,cast,-0.000159095,-1.00E-05
245,organised,-0.000158726,4.87E-05
246,near,-0.000158267,-9.90E-06
247,inadequate,-0.00015796,-2.49E-05
248,contact,-0.000157951,-1.66E-06
249,hunt,-0.000157456,-2.18E-05
250,handed,-0.000156693,-2.17E-06
251,occurs,-0.000156142,-2.13E-05
252,fragile,-0.000156003,-5.00E-05
253,publish,-0.000155895,5.33E-05
254,loan,-0.000155814,7.29E-08
255,pulls,-0.000155345,1.41E-05
256,buckle,-0.000155279,-5.29E-05
257,apologies,-0.000154907,7.08E-06
258,genuinely,-0.00015486,-2.84E-05
259,separate,-0.000154639,-5.21E-05
260,72,-0.000154606,1.09E-06
261,lease,-0.000153961,-4.18E-05
262,medical,-0.000153854,6.88E-06
263,melt,-0.000153607,-2.79E-05
264,threatening,-0.000153555,-8.82E-05
265,three,-0.000152864,-1.44E-05
266,august,-0.000152389,5.18E-06
267,headed,-0.000151962,-1.47E-05
268,bound,-0.000151162,-5.09E-06
269,university,-0.000151101,-1.08E-05
270,depression,-0.000151078,-8.80E-06
271,race,-0.000150972,-2.65E-05
272,feb,-0.000150851,-3.18E-05
273,scott,-0.000150551,-1.64E-05
274,stalk,-0.000150535,-2.73E-05
275,officially,-0.000150317,-3.97E-05
276,printer,-0.000150291,-7.46E-06
277,offers,-0.000150261,-4.22E-05
278,teachers,-0.000150013,-1.99E-05
279,26th,-0.000149947,3.97E-05
280,brace,-0.000149879,-2.19E-05
281,license,-0.000149841,-3.14E-06
282,shell,-0.00014971,-1.38E-05
283,economic,-0.000149364,-3.61E-06
284,active,-0.000149314,-2.36E-05
285,weeks,-0.000149122,-2.21E-05
286,packages,-0.000148744,-4.66E-05
287,knees,-0.000148465,1.79E-06
288,occupied,-0.000148223,-2.84E-05
289,washing,-0.000148077,-6.02E-06
290,counting,-0.000148014,-1.30E-05
291,gender,-0.000147817,-1.24E-06
292,periods,-0.000147734,6.37E-07
293,detroit,-0.000146714,-1.67E-05
294,badly,-0.000146454,-1.46E-05
295,eager,-0.000146447,-3.10E-05
296,sleeps,-0.000146433,-5.62E-05
297,traveling,-0.0001464,4.20E-06
298,upper,-0.000146297,-3.46E-05
299,nationals,-0.000146169,-3.00E-05
300,powers,-0.000145855,5.94E-05
301,importantly,-0.000145556,-4.86E-05
302,available,-0.000145389,-3.84E-06
303,marshall,-0.000145321,-6.49E-06
304,sink,-0.0001453,1.81E-05
305,separation,-0.000144829,-2.28E-06
306,massive,-0.000144612,-4.04E-06
307,drawer,-0.000144484,-3.01E-05
308,sorority,-0.00014418,-2.38E-05
309,purchased,-0.000144101,-1.59E-05
310,needs,-0.000143953,-9.32E-06
311,smoothly,-0.000143738,-3.25E-05
312,places,-0.000143604,-7.99E-06
313,sheet,-0.000143572,-3.56E-05
314,darker,-0.000143503,-4.66E-05
315,pageant,-0.00014306,4.78E-06
316,lens,-0.000142826,-4.88E-05
317,jet,-0.000142515,-2.57E-07
318,trucks,-0.000142458,-2.83E-05
319,snowy,-0.000142446,-3.92E-05
320,exchange,-0.000142414,-3.14E-05
321,colored,-0.00014211,-6.24E-05
322,desperate,-0.000142104,-2.38E-05
323,tight,-0.000142005,-2.16E-05
324,solo,-0.000141499,-2.11E-05
325,bane,-0.000141168,-9.67E-05
326,debating,-0.000140813,-4.83E-05
327,warming,-0.00014051,-1.32E-05
328,tri,-0.000139794,-1.23E-05
329,releasing,-0.000139495,9.80E-06
330,deaths,-0.000139269,-4.44E-05
331,rings,-0.0001392,3.13E-05
332,shaking,-0.00013913,-6.22E-06
333,months,-0.000138671,-1.98E-05
334,comics,-0.000138244,-1.45E-05
335,two,-0.000137761,-1.28E-05
336,530,-0.000137573,-1.30E-05
337,entirely,-0.00013723,1.21E-05
338,foods,-0.000137134,-1.74E-05
339,updates,-0.000137072,-2.01E-05
340,attached,-0.000137038,9.74E-06
341,tests,-0.000137028,-1.63E-05
342,guilty,-0.00013697,-1.91E-05
343,percent,-0.000136854,-3.68E-05
344,driver,-0.000136782,-1.66E-05
345,cue,-0.00013676,-1.13E-05
346,scale,-0.000136514,-2.91E-05
347,addict,-0.000136465,-6.97E-06
348,mortgage,-0.000136459,-2.96E-05
349,setting,-0.000136151,-3.27E-06
350,thrilled,-0.000135758,-2.22E-05
351,drunken,-0.000135263,-6.25E-06
352,arrive,-0.000135194,-1.29E-06
353,september,-0.000134554,1.01E-05
354,eternity,-0.000134518,-2.54E-06
355,studied,-0.000133796,3.22E-07
356,launch,-0.000133675,3.71E-06
357,zip,-0.000133306,-1.81E-05
358,sudden,-0.000133126,-2.85E-05
359,motorcycle,-0.000133081,9.15E-06
360,stresses,-0.000132977,-2.08E-05
361,carl,-0.000132947,-1.10E-05
362,november,-0.000132521,-1.29E-05
363,checked,-0.000132203,-5.26E-07
364,sigh,-0.000132159,-1.51E-05
365,five,-0.000132131,6.73E-06
366,stock,-0.00013209,-9.37E-06
367,hears,-0.000131866,3.36E-06
368,velvet,-0.000131665,-1.92E-05
369,leak,-0.000131621,-1.96E-05
370,require,-0.000131575,-5.00E-06
371,dreams,-0.000131549,2.45E-06
372,sides,-0.000131391,-1.50E-05
373,hospital,-0.000130979,-9.44E-07
374,worst,-0.000130619,-1.71E-06
375,buck,-0.000130619,-3.31E-05
376,clubs,-0.000130375,-3.23E-05
377,asleep,-0.000130227,-2.13E-05
378,cleaner,-0.000129983,-3.54E-05
379,attending,-0.000129822,2.76E-05
380,detail,-0.00012981,-3.81E-06
381,rejected,-0.000129717,4.22E-05
382,symptoms,-0.000129373,-5.97E-05
383,belfast,-0.00012923,-1.09E-05
384,dizzy,-0.000129202,6.58E-06
385,dreaming,-0.000129196,-1.75E-06
386,claire,-0.000129126,-4.55E-05
387,mentioned,-0.000128959,-2.91E-05
388,forgot,-0.000128789,-2.11E-05
389,shifts,-0.000128694,-3.22E-06
390,insane,-0.000128352,9.33E-06
391,switch,-0.000127928,-7.32E-07
392,cases,-0.000127908,7.98E-06
393,packing,-0.000127732,-2.57E-05
394,folder,-0.000127605,-3.56E-05
395,maker,-0.000127352,-1.56E-05
396,57,-0.00012713,-2.70E-05
397,accounting,-0.000127041,-1.49E-06
398,sweetie,-0.000126873,-6.97E-07
399,recall,-0.000126858,-2.76E-05
400,server,-0.000126795,-2.72E-05
401,sprint,-0.000126716,1.39E-05
402,keys,-0.000126703,2.44E-05
403,changes,-0.000126675,1.28E-05
404,departure,-0.000126475,4.64E-05
405,alone,-0.000126444,-9.56E-06
406,christmas,-0.000126428,-2.11E-05
407,local,-0.000126403,-6.40E-07
408,slight,-0.000126356,-5.94E-06
409,site,-0.00012609,-1.08E-05
410,physical,-0.000125905,-1.36E-05
411,regime,-0.000125817,-1.85E-05
412,grade,-0.000125721,-1.07E-05
413,bloom,-0.000125507,-2.37E-05
414,spotted,-0.000125484,-1.71E-05
415,ceiling,-0.000125464,-5.64E-06
416,returned,-0.000125241,-2.04E-05
417,days,-0.000125051,-1.52E-05
418,boxes,-0.000124895,-1.49E-05
419,aliens,-0.000124643,-1.08E-05
420,minutes,-0.000124205,-1.52E-05
421,predicted,-0.00012414,-2.98E-05
422,tickets,-0.000124118,-5.48E-06
423,ticket,-0.000124028,-7.93E-06
424,script,-0.000124002,-3.01E-05
425,aaa,-0.00012389,-1.81E-05
426,kettle,-0.000123888,3.23E-06
427,final,-0.000123792,-1.53E-05
428,murderer,-0.000123764,1.34E-05
429,gallon,-0.000123641,-4.14E-05
430,lilly,-0.000123628,-1.26E-05
431,relevant,-0.000123512,-5.93E-06
432,strip,-0.000123463,-4.00E-05
433,nuclear,-0.000123327,-4.12E-05
434,moving,-0.00012327,-1.89E-05
435,mid,-0.000123142,-1.53E-05
436,controlled,-0.00012306,-1.18E-05
437,dresses,-0.000123037,-8.19E-06
438,decide,-0.000122917,-1.04E-05
439,faster,-0.000122818,-1.34E-05
440,carol,-0.000122731,-2.69E-05
441,papers,-0.000122715,-9.61E-06
442,market,-0.000122559,-9.47E-06
443,rushing,-0.000122415,1.83E-05
444,qualified,-0.000122409,-2.71E-05
445,cooking,-0.000122311,-1.31E-05
446,seven,-0.000122172,1.04E-05
447,month,-0.000121971,-1.03E-05
448,register,-0.00012192,-2.50E-05
449,host,-0.000121759,-3.20E-05
450,candle,-0.000121397,-2.70E-05
451,loading,-0.000120986,-3.56E-05
452,safe,-0.000120955,-4.84E-06
453,friday,-0.000120865,-2.01E-05
454,pleasant,-0.000120802,-2.38E-06
455,biting,-0.000120253,-1.29E-05
456,japan,-0.000120052,-2.96E-05
457,request,-0.000120044,-4.12E-05
458,quiz,-0.000119983,-1.18E-05
459,woke,-0.000119944,-9.06E-06
460,labor,-0.000119859,-3.46E-05
461,thirty,-0.000119737,7.49E-06
462,learnt,-0.000119679,-6.28E-06
463,simultaneously,-0.000119676,-3.86E-05
464,niece,-0.000119589,-2.50E-05
465,freeze,-0.000118799,-1.24E-05
466,senior,-0.000118746,-3.41E-05
467,anytime,-0.000118531,-2.42E-05
468,completing,-0.000118424,-5.85E-05
469,six,-0.000118263,1.22E-06
470,positively,-0.000118198,-4.25E-05
471,75,-0.000118103,5.29E-07
472,suicide,-0.00011805,-4.51E-05
473,ac,-0.00011799,-1.44E-05
474,convention,-0.000117985,-1.56E-07
475,finale,-0.000117778,-2.88E-05
476,december,-0.00011773,-2.82E-05
477,hundreds,-0.000117664,-1.72E-05
478,forms,-0.000117585,9.08E-06
479,sent,-0.000117481,-6.10E-06
480,bee,-0.000117465,-1.73E-05
481,heartbeat,-0.000117441,-1.74E-05
482,realizing,-0.000117426,-3.03E-06
483,warped,-0.000117322,2.62E-05
484,degree,-0.000117075,-4.04E-07
485,enough,-0.000117035,-2.20E-05
486,21st,-0.000117032,-3.08E-05
487,stranded,-0.000116982,-3.41E-05
488,mail,-0.00011689,-3.55E-06
489,nephew,-0.000116748,-1.70E-05
490,lash,-0.000116647,5.73E-06
491,army,-0.000116611,6.69E-06
492,waking,-0.000116597,-2.77E-05
493,australia,-0.000116491,-4.95E-05
494,shortly,-0.000116448,-2.79E-05
495,response,-0.000116374,-2.87E-05
496,dying,-0.000116324,-2.55E-05
497,till,-0.00011608,-2.02E-05
498,dealt,-0.000115772,1.02E-05
499,calming,-0.00011544,-2.99E-05
500,russia,-0.000115342,-1.10E-05
501,gifts,-0.000115245,-8.78E-06
502,sneaking,-0.000114741,-1.38E-05
503,adding,-0.000114673,-2.82E-05
504,essays,-0.000114651,-1.90E-05
505,outs,-0.000114639,-1.23E-05
506,rarely,-0.000114457,-1.19E-05
507,developing,-0.000114345,5.48E-05
508,knocking,-0.000113973,-5.61E-05
509,weigh,-0.000113908,-1.15E-05
510,few,-0.000113831,-2.48E-05
511,threaten,-0.000113819,-2.00E-05
512,perform,-0.000113484,4.18E-06
513,couldn,-0.000113418,-3.27E-05
514,arena,-0.00011327,-1.42E-05
515,accidentally,-0.000113075,-1.52E-06
516,chapter,-0.000112971,8.57E-06
517,patient,-0.000112888,-2.55E-05
518,volleyball,-0.000112883,-1.09E-05
519,colleges,-0.000112869,-1.26E-07
520,approved,-0.000112754,-2.63E-05
521,jason,-0.00011242,-1.78E-05
522,remembers,-0.000112383,1.57E-05
523,slept,-0.000111951,-1.37E-05
524,comfort,-0.000111948,-1.02E-05
525,dish,-0.000111795,-5.35E-06
526,sweat,-0.000111693,-1.43E-05
527,buying,-0.000111263,-1.66E-05
528,tuition,-0.000111049,-3.85E-05
529,folded,-0.000110812,4.13E-06
530,punishment,-0.000110775,-9.72E-06
531,marking,-0.000110769,5.66E-06
532,flooded,-0.000110754,-2.23E-05
533,already,-0.000110699,-1.86E-05
534,gel,-0.000110662,-2.23E-05
535,marks,-0.000110421,-1.95E-05
536,jumps,-0.000110236,3.38E-07
537,6th,-0.000110228,-7.85E-06
538,menu,-0.000110069,-1.48E-05
539,milk,-0.00011005,-2.41E-05
540,lane,-0.000109826,-3.58E-05
541,base,-0.000109504,-2.03E-05
542,naughty,-0.00010946,-1.26E-05
543,semester,-0.000109441,-2.12E-05
544,sooner,-0.000109431,-1.33E-05
545,scratched,-0.000109367,-1.73E-05
546,killing,-0.000109342,1.85E-08
547,interviewed,-0.000109222,-1.53E-05
548,pigeon,-0.000109218,-5.38E-05
549,greatly,-0.000109133,-3.53E-05
550,630,-0.000109106,-1.75E-05
551,approach,-0.000108884,-2.89E-05
552,thai,-0.000108806,-9.40E-06
553,honors,-0.000108715,-9.71E-06
554,ultra,-0.000108641,-3.06E-05
555,until,-0.000108369,-1.90E-05
556,needle,-0.000108265,3.59E-05
557,showcase,-0.000108247,-8.27E-05
558,minute,-0.000108244,-1.86E-05
559,bread,-0.000108238,-7.95E-06
560,almost,-0.000108141,-1.75E-05
561,golf,-0.000108072,-9.33E-06
562,injuring,-0.000108066,-6.71E-05
563,clark,-0.000107979,-5.65E-06
564,valley,-0.000107769,-4.16E-06
565,screamed,-0.000107402,2.48E-06
566,string,-0.000107375,-4.37E-05
567,slips,-0.000107356,2.45E-05
568,station,-0.000107329,-1.68E-05
569,wedding,-0.000106909,-7.93E-06
570,sheer,-0.000106875,-3.46E-05
571,supervisor,-0.000106835,-3.39E-05
572,luck,-0.000106354,-2.19E-05
573,tattoos,-0.000106166,-5.48E-06
574,minnesota,-0.000106123,-4.29E-06
575,tad,-0.000105976,-7.62E-06
576,lax,-0.000105928,-4.09E-05
577,seminar,-0.000105851,-3.63E-05
578,week,-0.00010583,-2.56E-05
579,assignments,-0.000105639,-6.26E-06
580,finals,-0.000105398,-1.52E-05
581,flip,-0.000105236,-2.41E-06
582,teenage,-0.000105229,-2.24E-05
583,stream,-0.000105095,-2.32E-05
584,slip,-0.000104942,-1.92E-05
585,able,-0.000104882,-1.58E-05
586,season,-0.000104858,-2.59E-05
587,placement,-0.000104799,-5.62E-06
588,routine,-0.000104697,-8.22E-05
589,dvds,-0.000104651,2.10E-05
590,penn,-0.000104582,-2.68E-05
591,alright,-0.000104461,-3.17E-05
592,sending,-0.000104338,-8.34E-06
593,brain,-0.000104322,-1.12E-05
594,fly,-0.000104297,1.03E-05
595,four,-0.000104175,-1.35E-05
596,nights,-0.000104046,-4.20E-06
597,outlet,-0.000103992,-2.43E-05
598,error,-0.000103933,8.52E-06
599,bedroom,-0.000103926,-2.35E-05
600,39,-0.000103907,-9.12E-06
601,junction,-0.000103862,2.20E-05
602,assume,-0.000103832,3.17E-05
603,realizes,-0.00010378,1.00E-05
604,leave,-0.000103137,-2.00E-05
605,dye,-0.000103116,-2.29E-05
606,report,-0.000103003,6.84E-07
607,penguins,-0.000102782,-2.41E-05
608,drops,-0.000102518,-2.32E-05
609,russell,-0.0001024,-1.81E-05
610,recovery,-0.000102363,2.21E-05
611,avoided,-0.000102251,4.16E-05
612,survive,-0.000102202,-2.68E-05
613,normal,-0.000102185,-4.86E-06
614,arrived,-0.000101954,-1.50E-05
615,track,-0.000101868,2.43E-08
616,liberal,-0.000101687,8.31E-06
617,accepted,-0.000101607,-1.49E-05
618,nyc,-0.000101363,3.85E-06
619,cambridge,-0.000101361,-2.17E-05
620,til,-0.000101267,-2.09E-05
621,doctors,-0.000101245,-1.54E-05
622,dome,-0.000101161,1.54E-05
623,shop,-0.000100957,-2.13E-05
624,endure,-0.000100938,-2.22E-05
625,left,-0.000100799,-1.94E-05
626,react,-0.000100636,-3.07E-05
627,alarms,-0.000100506,-2.87E-05
628,biology,-0.000100505,-3.03E-05
629,playoffs,-0.000100354,-2.49E-05
630,grocery,-0.000100302,-8.42E-07
631,paradise,-0.000100254,-2.44E-05
632,deprived,-0.000100241,-2.97E-05
633,realized,-0.000100136,-3.00E-05
634,umbrella,-0.000100116,-1.68E-05
635,25,-0.000100113,-1.72E-05
636,gulp,-0.000100032,1.47E-05
637,inspection,-9.97E-05,3.31E-05
638,exam,-9.96E-05,-1.52E-05
639,sample,-9.96E-05,-1.08E-05
640,1500,-9.96E-05,-6.27E-06
641,sometime,-9.94E-05,-7.06E-06
642,injury,-9.94E-05,-6.42E-05
643,sunday,-9.93E-05,-2.29E-05
644,starts,-9.92E-05,-2.10E-05
645,semi,-9.92E-05,-6.60E-06
646,holidays,-9.91E-05,-2.07E-05
647,planes,-9.91E-05,1.93E-05
648,nearly,-9.91E-05,-1.13E-05
649,busy,-9.89E-05,-1.33E-05
650,austin,-9.88E-05,-4.54E-05
651,fall,-9.88E-05,-2.91E-06
652,unit,-9.88E-05,2.52E-06
653,getting,-9.87E-05,-1.47E-05
654,buy,-9.85E-05,4.41E-06
655,teaching,-9.85E-05,-2.48E-05
656,home,-9.84E-05,-2.54E-05
657,thoughts,-9.83E-05,-2.64E-06
658,works,-9.82E-05,-4.49E-06
659,reality,-9.81E-05,6.02E-06
660,injured,-9.79E-05,-2.82E-05
661,wrapped,-9.79E-05,-9.07E-06
662,lost,-9.78E-05,-1.55E-05
663,downtown,-9.77E-05,-2.61E-05
664,intelligence,-9.77E-05,2.72E-05
665,defeat,-9.76E-05,1.29E-05
666,sleeping,-9.74E-05,-2.03E-05
667,monday,-9.72E-05,-1.88E-05
668,bugs,-9.72E-05,4.47E-05
669,leaving,-9.70E-05,-1.04E-05
670,sd,-9.70E-05,-2.18E-05
671,tease,-9.68E-05,-1.85E-05
672,turkey,-9.67E-05,-1.43E-05
673,officers,-9.66E-05,2.86E-05
674,possible,-9.66E-05,-1.15E-05
675,expectations,-9.65E-05,6.15E-05
676,avoiding,-9.63E-05,-3.16E-05
677,wi,-9.63E-05,-1.07E-05
678,dyed,-9.62E-05,-4.06E-06
679,rolling,-9.58E-05,-1.72E-05
680,long,-9.58E-05,-1.11E-05
681,beg,-9.57E-05,-1.03E-05
682,dun,-9.55E-05,-2.55E-06
683,manila,-9.55E-05,-1.03E-05
684,yet,-9.54E-05,-1.04E-05
685,deadline,-9.54E-05,-5.55E-06
686,tin,-9.53E-05,-1.54E-05
687,ins,-9.52E-05,3.17E-06
