,Word,Bert,Distilbert
269,lion,-2.82E-05,-6.85E-06
270,receipts,-2.82E-05,-1.58E-05
271,minimum,-2.82E-05,1.26E-06
272,highlighting,-2.82E-05,-1.43E-05
273,construction,-2.82E-05,-2.21E-05
274,frequent,-2.82E-05,-1.97E-05
275,cans,-2.81E-05,-1.82E-05
276,drills,-2.81E-05,1.39E-05
277,consultation,-2.80E-05,2.09E-05
278,actively,-2.79E-05,-1.07E-05
279,lashes,-2.79E-05,-3.18E-05
280,fierce,-2.79E-05,4.12E-06
281,mortgage,-2.78E-05,1.17E-05
282,therefore,-2.78E-05,3.53E-06
283,tactics,-2.77E-05,1.22E-05
284,electric,-2.77E-05,-3.51E-06
285,dye,-2.76E-05,-3.84E-06
286,tc,-2.75E-05,-8.34E-06
287,dvd,-2.75E-05,-2.33E-06
288,protector,-2.73E-05,-1.38E-05
289,irritated,-2.72E-05,3.48E-05
290,range,-2.72E-05,4.51E-06
291,sees,-2.71E-05,-1.19E-05
292,certificate,-2.70E-05,1.39E-05
293,breed,-2.70E-05,6.38E-06
294,cart,-2.69E-05,-1.99E-06
295,spoiled,-2.69E-05,1.73E-05
296,searched,-2.69E-05,-7.53E-06
297,socks,-2.69E-05,-7.38E-06
298,tuition,-2.69E-05,-1.66E-06
299,hormones,-2.69E-05,3.51E-05
300,items,-2.68E-05,1.61E-05
301,designer,-2.68E-05,-8.57E-06
302,tick,-2.68E-05,1.98E-07
303,functional,-2.67E-05,1.60E-05
304,sock,-2.67E-05,-2.41E-06
305,incorrect,-2.67E-05,8.76E-06
306,shattered,-2.67E-05,-1.37E-06
307,sickness,-2.67E-05,6.38E-06
308,lay,-2.66E-05,-8.18E-06
309,types,-2.65E-05,3.05E-05
310,fringe,-2.65E-05,-3.39E-07
311,timeline,-2.64E-05,-2.26E-06
312,approach,-2.64E-05,-3.87E-06
313,vacuum,-2.63E-05,9.53E-06
314,enraged,-2.63E-05,7.81E-05
315,horribly,-2.62E-05,6.47E-06
316,teenager,-2.62E-05,2.42E-06
317,sprint,-2.62E-05,1.71E-07
318,terrible,-2.61E-05,5.05E-06
319,allergic,-2.60E-05,5.56E-06
320,moaning,-2.60E-05,1.00E-05
321,stepped,-2.60E-05,-3.57E-06
322,quinn,-2.60E-05,1.79E-05
323,mb,-2.60E-05,-6.59E-06
324,loses,-2.59E-05,-1.27E-05
325,bend,-2.59E-05,1.89E-06
326,buckle,-2.59E-05,9.12E-06
327,avoided,-2.59E-05,-7.79E-06
328,hallmark,-2.59E-05,9.11E-06
329,slammed,-2.58E-05,8.26E-06
330,iron,-2.58E-05,1.02E-05
331,indy,-2.57E-05,1.33E-06
332,habit,-2.57E-05,-9.33E-07
333,technique,-2.56E-05,4.63E-06
334,73,-2.56E-05,3.95E-05
335,stares,-2.55E-05,8.29E-06
336,taxes,-2.55E-05,7.33E-06
337,puddle,-2.55E-05,1.94E-07
338,pills,-2.54E-05,-4.75E-06
339,clash,-2.54E-05,2.12E-05
340,tore,-2.54E-05,-7.50E-06
341,shorter,-2.54E-05,-1.01E-05
342,spots,-2.53E-05,6.47E-06
343,salad,-2.53E-05,-4.77E-06
344,muscle,-2.53E-05,9.51E-06
345,item,-2.52E-05,3.37E-06
346,backs,-2.51E-05,1.08E-05
347,bruins,-2.51E-05,-4.54E-06
348,washing,-2.51E-05,-4.38E-07
349,useful,-2.51E-05,-2.11E-07
350,directions,-2.51E-05,-2.43E-05
351,short,-2.51E-05,2.06E-06
352,oliver,-2.51E-05,-3.86E-05
353,walker,-2.51E-05,-3.34E-06
354,thief,-2.51E-05,7.49E-06
355,permanently,-2.50E-05,-4.44E-06
356,stitches,-2.50E-05,-1.55E-05
357,leeds,-2.49E-05,9.49E-06
358,acted,-2.49E-05,4.05E-06
359,throwing,-2.49E-05,1.63E-05
360,cave,-2.49E-05,-1.21E-05
361,trainers,-2.48E-05,-5.95E-06
362,tyson,-2.47E-05,-4.73E-06
363,microwave,-2.47E-05,-1.34E-06
364,jokes,-2.47E-05,1.02E-06
365,hairs,-2.46E-05,-5.94E-06
366,ea,-2.46E-05,3.40E-06
367,heads,-2.45E-05,1.47E-05
368,clicked,-2.45E-05,-2.61E-06
369,waldo,-2.44E-05,3.02E-05
370,sake,-2.44E-05,8.97E-06
371,vest,-2.43E-05,-4.09E-06
372,rib,-2.43E-05,-3.42E-05
373,mentions,-2.42E-05,-1.49E-06
374,acting,-2.42E-05,4.01E-06
375,notices,-2.42E-05,-8.73E-06
376,apt,-2.42E-05,-1.72E-06
377,brighton,-2.42E-05,-1.61E-05
378,rents,-2.41E-05,-3.61E-05
379,hostility,-2.41E-05,1.09E-05
380,wound,-2.41E-05,7.09E-07
381,bp,-2.41E-05,-1.72E-05
382,jobs,-2.40E-05,5.23E-06
383,bites,-2.40E-05,-2.01E-06
384,bike,-2.40E-05,-5.32E-06
385,absent,-2.39E-05,1.89E-06
386,speeds,-2.39E-05,4.46E-06
387,dam,-2.39E-05,6.72E-06
388,spence,-2.39E-05,4.81E-06
389,marking,-2.38E-05,-2.26E-05
390,feast,-2.38E-05,-1.04E-05
391,falls,-2.38E-05,-3.09E-06
392,litter,-2.38E-05,1.13E-05
393,pierced,-2.37E-05,5.04E-06
394,arrange,-2.37E-05,-1.03E-06
395,bonus,-2.37E-05,-8.24E-06
396,cross,-2.37E-05,-1.18E-06
397,confront,-2.37E-05,2.33E-05
398,spilled,-2.36E-05,1.82E-06
399,answering,-2.36E-05,1.73E-05
400,lulu,-2.36E-05,-1.48E-05
401,rings,-2.35E-05,1.37E-05
402,favor,-2.34E-05,-9.58E-06
403,magnet,-2.34E-05,1.68E-05
404,noses,-2.34E-05,4.90E-06
405,elbow,-2.33E-05,4.19E-06
406,scissors,-2.33E-05,-3.68E-06
407,planner,-2.32E-05,-3.89E-06
408,roads,-2.32E-05,-4.90E-06
409,alarms,-2.32E-05,1.00E-05
410,younger,-2.32E-05,1.11E-05
411,sweating,-2.32E-05,-6.53E-06
412,accused,-2.31E-05,9.60E-06
413,layout,-2.30E-05,-3.99E-07
414,54,-2.30E-05,-1.32E-05
415,sensation,-2.29E-05,-2.84E-05
416,deserve,-2.28E-05,8.05E-06
417,cheerleading,-2.28E-05,-4.35E-06
418,across,-2.27E-05,-1.82E-06
419,biting,-2.27E-05,2.27E-05
420,predictable,-2.26E-05,2.12E-05
421,commercials,-2.26E-05,4.29E-06
422,weekends,-2.26E-05,-1.88E-06
423,jumps,-2.25E-05,-3.80E-06
424,noise,-2.25E-05,9.85E-06
425,cope,-2.25E-05,-2.58E-06
426,extended,-2.25E-05,-1.06E-05
427,concrete,-2.25E-05,-3.24E-06
428,satisfy,-2.25E-05,-1.51E-06
429,ridiculous,-2.25E-05,9.18E-06
430,betting,-2.25E-05,-7.56E-06
431,automatically,-2.24E-05,6.72E-06
432,domain,-2.24E-05,1.35E-05
433,streaming,-2.24E-05,-5.45E-06
434,proceed,-2.24E-05,-1.22E-05
435,blast,-2.23E-05,9.89E-06
436,aggressive,-2.22E-05,-1.71E-06
437,bangs,-2.22E-05,-7.77E-06
438,andre,-2.22E-05,-1.42E-06
439,advantage,-2.22E-05,2.73E-07
440,caf,-2.22E-05,4.27E-06
441,anymore,-2.22E-05,4.41E-06
442,saturdays,-2.21E-05,-3.09E-05
443,ana,-2.20E-05,2.33E-06
444,minute,-2.20E-05,5.43E-06
445,rely,-2.19E-05,1.27E-05
446,android,-2.19E-05,1.01E-06
447,remind,-2.18E-05,5.24E-06
448,kent,-2.18E-05,-2.17E-05
449,wheels,-2.18E-05,3.24E-06
450,hold,-2.17E-05,5.42E-06
451,jeans,-2.17E-05,-1.56E-06
452,tolerance,-2.16E-05,2.72E-05
453,bakery,-2.16E-05,-2.50E-05
454,locks,-2.16E-05,2.83E-05
455,offering,-2.16E-05,-9.40E-06
456,leak,-2.16E-05,-2.58E-06
457,chances,-2.16E-05,-1.53E-06
458,marked,-2.15E-05,-2.01E-06
459,360,-2.15E-05,-6.02E-06
460,tripped,-2.14E-05,1.88E-06
461,wages,-2.14E-05,8.75E-06
462,characters,-2.14E-05,3.59E-06
463,hr,-2.14E-05,3.91E-06
464,printing,-2.14E-05,4.11E-06
465,evenings,-2.13E-05,-2.86E-05
466,lip,-2.13E-05,-1.68E-06
467,derby,-2.13E-05,-2.20E-06
468,prevent,-2.13E-05,-9.10E-07
469,berry,-2.13E-05,2.93E-06
470,adds,-2.13E-05,2.89E-05
471,debate,-2.12E-05,4.84E-06
472,ripped,-2.12E-05,1.22E-05
473,controller,-2.12E-05,1.69E-05
474,transferred,-2.12E-05,3.49E-07
475,capital,-2.12E-05,-2.11E-06
476,twisted,-2.11E-05,3.21E-05
477,lump,-2.11E-05,-7.22E-06
478,barbie,-2.11E-05,4.11E-06
479,stepping,-2.11E-05,-2.42E-06
480,eight,-2.10E-05,-6.05E-06
481,beds,-2.10E-05,2.15E-05
482,compare,-2.10E-05,-2.32E-07
483,randomly,-2.10E-05,-2.67E-06
484,rat,-2.09E-05,-4.29E-06
485,specific,-2.09E-05,3.60E-06
486,twitching,-2.08E-05,-2.30E-05
487,oil,-2.08E-05,1.44E-05
488,baylor,-2.07E-05,-1.64E-05
489,translate,-2.07E-05,-3.11E-05
490,scale,-2.07E-05,-6.78E-06
491,prove,-2.06E-05,2.02E-06
492,mills,-2.06E-05,-1.64E-06
493,ballot,-2.06E-05,1.71E-05
494,dilemma,-2.06E-05,4.42E-06
495,downhill,-2.06E-05,5.93E-06
496,inch,-2.05E-05,3.08E-06
497,tape,-2.05E-05,-1.04E-05
498,supported,-2.05E-05,-1.96E-05
499,frequently,-2.05E-05,2.03E-06
500,bobby,-2.05E-05,6.08E-06
501,windows,-2.04E-05,-4.12E-07
502,apparent,-2.04E-05,1.66E-05
503,ink,-2.04E-05,1.33E-06
504,hating,-2.04E-05,8.40E-07
505,sticks,-2.04E-05,2.36E-06
506,explodes,-2.03E-05,1.79E-05
507,rule,-2.03E-05,1.05E-05
508,carpet,-2.02E-05,2.15E-06
509,newcastle,-2.01E-05,5.31E-06
510,amc,-2.01E-05,2.48E-06
511,5,-2.01E-05,-9.73E-08
512,mistaken,-2.01E-05,1.33E-05
513,touches,-2.01E-05,1.53E-05
514,updates,-2.00E-05,-9.03E-06
515,teams,-2.00E-05,3.86E-06
516,brace,-2.00E-05,-5.25E-06
517,fixing,-2.00E-05,1.53E-05
518,lighter,-2.00E-05,-6.74E-06
519,hint,-2.00E-05,-1.36E-05
520,tempting,-1.99E-05,-2.87E-07
521,plans,-1.99E-05,-7.94E-06
522,mile,-1.99E-05,-1.37E-06
523,heating,-1.99E-05,-2.68E-06
524,comment,-1.99E-05,6.62E-07
525,bat,-1.98E-05,1.34E-06
526,struggling,-1.98E-05,1.40E-05
527,clap,-1.97E-05,4.10E-06
528,ruthless,-1.96E-05,-4.10E-06
529,emotions,-1.96E-05,5.81E-06
530,seminar,-1.96E-05,2.56E-06
531,subscription,-1.96E-05,2.50E-06
532,55,-1.95E-05,-6.89E-06
533,excuses,-1.95E-05,1.96E-05
534,bill,-1.95E-05,5.91E-06
535,restored,-1.95E-05,9.28E-06
536,finishes,-1.94E-05,5.06E-07
537,pasta,-1.94E-05,-6.69E-06
538,stabbing,-1.94E-05,-4.26E-06
539,chatting,-1.94E-05,-1.14E-05
540,retail,-1.93E-05,1.25E-06
541,tone,-1.93E-05,1.72E-05
542,protests,-1.93E-05,1.13E-05
543,board,-1.93E-05,3.63E-08
544,agent,-1.93E-05,-9.25E-06
545,chrome,-1.93E-05,-1.11E-05
546,danielle,-1.93E-05,-6.66E-06
547,badly,-1.93E-05,2.98E-06
548,alexis,-1.92E-05,-1.09E-05
549,rubbing,-1.91E-05,1.15E-05
550,anal,-1.91E-05,2.27E-05
551,slaughter,-1.91E-05,1.46E-05
552,ringing,-1.91E-05,1.17E-06
553,bits,-1.91E-05,4.94E-06
554,nurses,-1.91E-05,-2.21E-05
555,insurance,-1.91E-05,3.13E-06
556,bop,-1.91E-05,-6.62E-06
557,sharp,-1.90E-05,3.61E-06
558,messenger,-1.90E-05,1.43E-05
559,mosquito,-1.89E-05,3.60E-06
560,security,-1.89E-05,-5.08E-07
561,blade,-1.89E-05,-1.09E-06
562,purchase,-1.88E-05,-5.87E-06
563,ds,-1.88E-05,5.18E-06
564,pockets,-1.88E-05,-8.18E-06
565,hardcore,-1.88E-05,5.30E-06
566,adding,-1.88E-05,1.07E-06
567,mar,-1.88E-05,-3.86E-06
568,acceptable,-1.88E-05,6.74E-06
569,braid,-1.88E-05,5.92E-06
570,boring,-1.87E-05,1.61E-06
571,pinch,-1.87E-05,-2.36E-06
572,vast,-1.87E-05,-7.32E-07
573,closing,-1.86E-05,-2.15E-05
574,ambrose,-1.86E-05,1.02E-05
575,boiling,-1.86E-05,5.35E-06
576,pouring,-1.86E-05,2.73E-06
577,stockings,-1.85E-05,6.37E-06
578,nonstop,-1.85E-05,-1.57E-05
579,rd,-1.84E-05,1.17E-06
580,weights,-1.84E-05,1.19E-05
581,symbol,-1.84E-05,-1.33E-05
582,hid,-1.84E-05,8.79E-06
583,liner,-1.84E-05,-1.20E-05
584,stand,-1.84E-05,4.48E-06
585,body,-1.84E-05,4.38E-06
586,warmth,-1.84E-05,-3.58E-06
587,paint,-1.83E-05,-1.34E-07
588,illinois,-1.83E-05,-1.29E-05
589,shoulder,-1.83E-05,2.05E-06
590,instinct,-1.83E-05,1.03E-05
591,pipe,-1.83E-05,1.19E-05
592,landlord,-1.83E-05,1.41E-05
593,include,-1.82E-05,3.23E-06
594,repeat,-1.82E-05,-9.55E-07
595,ones,-1.81E-05,4.53E-06
596,ricky,-1.81E-05,-7.23E-06
597,fist,-1.81E-05,2.50E-05
598,watery,-1.81E-05,1.12E-05
599,doo,-1.80E-05,-1.14E-05
600,cash,-1.80E-05,8.83E-07
601,nw,-1.80E-05,1.59E-06
602,electricity,-1.80E-05,1.01E-05
603,warn,-1.80E-05,-3.79E-06
604,beta,-1.79E-05,1.75E-06
605,des,-1.79E-05,-4.98E-06
606,involved,-1.79E-05,1.68E-05
607,consider,-1.79E-05,-7.71E-06
608,refusing,-1.79E-05,-8.71E-06
609,sheet,-1.79E-05,3.06E-06
610,protesting,-1.79E-05,2.35E-05
611,links,-1.79E-05,-1.85E-05
612,abs,-1.79E-05,4.19E-06
613,threats,-1.79E-05,7.61E-06
614,eyed,-1.78E-05,5.12E-07
615,crashing,-1.78E-05,6.76E-06
616,mouths,-1.78E-05,3.36E-06
617,solution,-1.78E-05,2.11E-05
618,heated,-1.78E-05,1.23E-05
619,kay,-1.77E-05,-5.49E-06
620,wouldn,-1.77E-05,3.09E-06
621,iv,-1.77E-05,2.14E-06
622,af,-1.77E-05,-5.36E-06
623,asking,-1.77E-05,7.94E-06
624,shoe,-1.76E-05,-5.72E-06
625,loan,-1.76E-05,-7.66E-06
626,canceled,-1.76E-05,-1.74E-05
627,following,-1.76E-05,3.01E-06
628,abu,-1.76E-05,-6.89E-06
629,ages,-1.76E-05,-1.89E-06
630,sore,-1.76E-05,-1.49E-06
631,working,-1.75E-05,-1.43E-06
632,helen,-1.75E-05,6.33E-06
633,garbage,-1.75E-05,2.28E-05
634,peoples,-1.75E-05,3.64E-06
635,jaw,-1.74E-05,-6.68E-06
636,treated,-1.74E-05,-1.06E-05
637,shakes,-1.74E-05,6.62E-06
638,booked,-1.74E-05,-6.80E-06
639,vice,-1.74E-05,-1.87E-05
640,sort,-1.73E-05,-1.25E-06
641,ant,-1.73E-05,-1.24E-06
642,removal,-1.73E-05,8.87E-06
643,shadows,-1.73E-05,-8.29E-06
644,flirting,-1.73E-05,6.92E-07
645,hut,-1.73E-05,-4.03E-06
646,questions,-1.73E-05,3.98E-06
647,gone,-1.73E-05,-3.00E-06
648,laura,-1.73E-05,-4.64E-06
649,sac,-1.73E-05,-4.78E-06
650,problems,-1.73E-05,7.64E-06
651,bass,-1.72E-05,6.49E-06
652,gail,-1.72E-05,-5.56E-06
653,speeding,-1.72E-05,-2.91E-06
654,sack,-1.72E-05,1.40E-05
655,punt,-1.72E-05,-2.34E-06
656,server,-1.72E-05,6.97E-06
657,screaming,-1.71E-05,-1.20E-06
658,allowed,-1.71E-05,4.20E-06
659,doll,-1.71E-05,-2.09E-06
660,tempted,-1.71E-05,9.09E-06
661,flat,-1.71E-05,-2.06E-06
662,verge,-1.71E-05,-5.74E-06
663,scheduled,-1.70E-05,-2.01E-06
