,Word,Bert,Distilbert
148,wales,-7.49E-05,-2.41E-05
149,special,-7.46E-05,-1.59E-05
150,brief,-7.43E-05,9.75E-06
151,sleeps,-7.41E-05,8.94E-05
152,beers,-7.38E-05,-5.02E-05
153,destiny,-7.38E-05,-4.50E-05
154,surreal,-7.38E-05,-5.71E-05
155,bae,-7.38E-05,1.37E-05
156,toys,-7.35E-05,1.59E-05
157,95,-7.33E-05,8.33E-05
158,calming,-7.25E-05,-4.70E-05
159,coloring,-7.16E-05,-1.26E-05
160,waved,-7.15E-05,-3.40E-05
161,key,-7.10E-05,-2.54E-05
162,giggles,-7.08E-05,3.96E-05
163,prayed,-7.07E-05,6.10E-05
164,matters,-7.01E-05,3.01E-06
165,hundred,-7.01E-05,-2.18E-05
166,joining,-6.98E-05,-5.02E-05
167,plant,-6.95E-05,3.55E-05
168,encouraging,-6.91E-05,6.84E-05
169,lawn,-6.87E-05,1.86E-05
170,kissed,-6.85E-05,-3.41E-05
171,sadness,-6.82E-05,-2.95E-05
172,cried,-6.72E-05,-4.32E-05
173,buffy,-6.72E-05,-4.94E-05
174,courage,-6.69E-05,-5.06E-05
175,comfort,-6.69E-05,-7.30E-06
176,constant,-6.66E-05,-2.52E-05
177,rocked,-6.65E-05,8.28E-05
178,diamonds,-6.60E-05,-9.81E-06
179,outstanding,-6.60E-05,-1.81E-05
180,shack,-6.58E-05,-8.18E-05
181,confession,-6.57E-05,2.59E-05
182,spoil,-6.57E-05,-1.58E-05
183,claus,-6.57E-05,-6.16E-06
184,finest,-6.53E-05,1.87E-05
185,climb,-6.52E-05,-7.97E-05
186,fate,-6.51E-05,-1.98E-05
187,lone,-6.51E-05,-4.87E-05
188,moment,-6.50E-05,1.80E-06
189,cheered,-6.47E-05,-3.37E-05
190,laughed,-6.45E-05,-4.73E-05
191,engaged,-6.42E-05,6.41E-07
192,fixing,-6.37E-05,-2.71E-05
193,teresa,-6.37E-05,1.11E-06
194,lovers,-6.37E-05,-2.16E-06
195,sessions,-6.36E-05,1.07E-05
196,definition,-6.34E-05,1.58E-05
197,branch,-6.30E-05,9.45E-08
198,monsters,-6.26E-05,-2.01E-06
199,rising,-6.22E-05,-1.39E-05
200,burden,-6.21E-05,-3.55E-05
201,pajamas,-6.20E-05,-4.06E-05
202,lush,-6.19E-05,7.55E-05
203,anniversary,-6.16E-05,-5.17E-05
204,apart,-6.13E-05,1.50E-05
205,sons,-6.12E-05,6.25E-05
206,skirt,-6.11E-05,-2.10E-05
207,accomplishment,-6.07E-05,7.48E-05
208,tore,-6.04E-05,-5.02E-06
209,reflection,-6.02E-05,-5.17E-05
210,mein,-5.87E-05,-7.90E-06
211,regrets,-5.84E-05,-3.23E-05
212,graphic,-5.84E-05,-8.56E-05
213,forecast,-5.82E-05,-3.46E-05
214,maya,-5.81E-05,-8.15E-06
215,para,-5.81E-05,-7.06E-06
216,tradition,-5.79E-05,-1.45E-05
217,hop,-5.77E-05,-3.21E-05
218,27,-5.75E-05,-1.64E-05
219,often,-5.75E-05,-3.35E-05
220,element,-5.74E-05,1.67E-05
221,nov,-5.70E-05,-4.52E-06
222,symptoms,-5.69E-05,1.97E-05
223,helped,-5.67E-05,4.03E-06
224,phrase,-5.67E-05,-3.88E-05
225,smallest,-5.65E-05,-7.66E-05
226,greek,-5.62E-05,3.12E-05
227,varsity,-5.62E-05,-1.01E-05
228,worry,-5.62E-05,-1.13E-05
229,marriage,-5.59E-05,-7.01E-06
230,sand,-5.59E-05,-2.12E-05
231,awe,-5.56E-05,-6.24E-06
232,japan,-5.54E-05,-1.17E-05
233,edition,-5.53E-05,-8.14E-06
234,jane,-5.53E-05,6.34E-06
235,sci,-5.51E-05,1.60E-05
236,dew,-5.49E-05,-2.87E-05
237,literature,-5.47E-05,2.71E-05
238,billy,-5.46E-05,-2.62E-05
239,penguins,-5.45E-05,1.11E-05
240,higher,-5.43E-05,2.59E-05
241,lungs,-5.39E-05,1.74E-06
242,explode,-5.39E-05,7.39E-06
243,vanilla,-5.39E-05,1.68E-05
244,mat,-5.37E-05,-3.89E-06
245,windows,-5.32E-05,-1.84E-06
246,teens,-5.30E-05,-6.58E-05
247,freeway,-5.28E-05,-7.03E-05
248,alive,-5.28E-05,-9.30E-08
249,lamb,-5.27E-05,-1.01E-05
250,view,-5.27E-05,-3.95E-07
251,pains,-5.25E-05,-1.33E-05
252,florida,-5.21E-05,-3.03E-06
253,fallen,-5.21E-05,-1.92E-05
254,leads,-5.21E-05,-6.55E-05
255,value,-5.19E-05,-2.14E-05
256,om,-5.17E-05,-1.00E-05
257,blast,-5.15E-05,5.09E-05
258,98,-5.10E-05,1.67E-05
259,romantic,-5.10E-05,-2.07E-05
260,wonderland,-5.09E-05,-5.41E-05
261,depression,-5.06E-05,-3.70E-05
262,couch,-5.03E-05,-8.45E-06
263,knot,-5.03E-05,4.63E-05
264,sweetness,-5.03E-05,6.62E-05
265,scented,-5.01E-05,-2.23E-05
266,appreciation,-5.00E-05,-1.80E-05
267,drummer,-5.00E-05,7.72E-06
268,dim,-5.00E-05,7.70E-06
269,emotional,-4.93E-05,-1.04E-05
270,calm,-4.91E-05,-1.41E-05
271,steps,-4.91E-05,2.22E-05
272,peaceful,-4.89E-05,2.42E-05
273,included,-4.88E-05,-6.47E-07
274,crunch,-4.87E-05,-3.36E-05
275,lana,-4.82E-05,-5.38E-06
276,bury,-4.81E-05,-4.52E-05
277,warmth,-4.81E-05,6.55E-06
278,african,-4.80E-05,-5.74E-05
279,101,-4.78E-05,-1.89E-05
280,richard,-4.74E-05,-5.66E-06
281,simply,-4.68E-05,-3.66E-05
282,9th,-4.68E-05,-2.42E-06
283,surprises,-4.68E-05,-1.77E-05
284,carnegie,-4.68E-05,-3.42E-05
285,shuffle,-4.67E-05,3.20E-05
286,laid,-4.67E-05,-7.40E-06
287,le,-4.67E-05,-1.11E-05
288,topped,-4.66E-05,1.91E-05
289,facial,-4.66E-05,1.35E-05
290,galaxy,-4.66E-05,-4.70E-05
291,confidence,-4.65E-05,-1.65E-05
292,woods,-4.61E-05,-2.34E-05
293,future,-4.61E-05,-3.08E-05
294,pas,-4.58E-05,-9.54E-06
295,babies,-4.55E-05,2.68E-06
296,bing,-4.54E-05,3.77E-05
297,65,-4.53E-05,-1.71E-05
298,darkness,-4.52E-05,-2.45E-05
299,tears,-4.50E-05,-2.02E-05
300,concept,-4.48E-05,-2.96E-05
301,signal,-4.47E-05,1.08E-05
302,lamp,-4.46E-05,-1.60E-05
303,ocean,-4.43E-05,-2.84E-05
304,prefer,-4.42E-05,-3.67E-06
305,market,-4.41E-05,-2.68E-05
306,allah,-4.40E-05,-3.36E-06
307,puts,-4.40E-05,-2.01E-05
308,kingdom,-4.39E-05,-2.94E-05
309,pastor,-4.37E-05,-2.75E-05
310,coma,-4.35E-05,9.35E-06
311,printed,-4.33E-05,-6.23E-05
312,sigh,-4.33E-05,2.12E-05
313,control,-4.33E-05,-1.78E-05
314,hee,-4.33E-05,-3.81E-05
315,golden,-4.32E-05,-1.21E-05
316,appreciate,-4.31E-05,-3.42E-06
317,confirmed,-4.29E-05,-6.11E-06
318,freedom,-4.28E-05,3.52E-06
319,marie,-4.27E-05,-7.50E-06
320,je,-4.27E-05,-1.74E-05
321,felt,-4.26E-05,-5.80E-06
322,troubles,-4.26E-05,-5.99E-05
323,fruits,-4.24E-05,2.49E-05
324,2013,-4.24E-05,-4.84E-05
325,patient,-4.22E-05,3.08E-05
326,adorable,-4.21E-05,-1.08E-05
327,nest,-4.20E-05,6.25E-06
328,bucks,-4.17E-05,-9.29E-06
329,fitness,-4.13E-05,-4.98E-06
330,valentine,-4.13E-05,-1.32E-05
331,maryland,-4.12E-05,-1.15E-05
332,se,-4.09E-05,4.70E-07
333,ohio,-4.09E-05,-2.16E-05
334,youth,-4.07E-05,-5.03E-05
335,despair,-4.06E-05,-4.80E-05
336,flop,-4.04E-05,-5.15E-06
337,urban,-4.02E-05,-2.77E-05
338,mixed,-4.01E-05,-8.01E-06
339,ko,-4.01E-05,-5.72E-06
340,memories,-4.01E-05,-2.97E-05
341,safely,-3.98E-05,-1.38E-05
342,things,-3.95E-05,-6.60E-06
343,speaks,-3.95E-05,-3.60E-05
344,accept,-3.93E-05,9.92E-07
345,healing,-3.92E-05,-2.41E-05
346,portion,-3.91E-05,2.42E-05
347,atmosphere,-3.89E-05,1.98E-05
348,cola,-3.89E-05,4.51E-06
349,passion,-3.89E-05,-1.48E-05
350,healed,-3.87E-05,-8.56E-05
351,heartbeat,-3.87E-05,-1.77E-05
352,amounts,-3.87E-05,-1.29E-05
353,lang,-3.84E-05,-1.09E-05
354,popped,-3.84E-05,-4.36E-05
355,spectacular,-3.82E-05,-1.71E-05
356,pounds,-3.80E-05,-9.18E-06
357,possibilities,-3.80E-05,-8.71E-05
358,17,-3.80E-05,-5.95E-06
359,incredibly,-3.79E-05,1.21E-05
360,soaked,-3.79E-05,2.07E-05
361,torn,-3.77E-05,-1.12E-05
362,sung,-3.76E-05,-2.04E-05
363,beginning,-3.76E-05,8.32E-06
364,notebook,-3.75E-05,-1.41E-05
365,rey,-3.74E-05,3.79E-05
366,coco,-3.73E-05,-7.62E-07
367,tucked,-3.72E-05,-6.68E-05
368,bladder,-3.71E-05,-7.60E-05
369,thoughts,-3.70E-05,-7.03E-07
370,pain,-3.70E-05,-7.84E-06
371,ability,-3.70E-05,-3.62E-05
372,suffering,-3.69E-05,-2.37E-05
373,49,-3.69E-05,-5.37E-05
374,katy,-3.69E-05,-1.34E-05
375,sacrifice,-3.69E-05,-3.04E-05
376,mic,-3.67E-05,-5.51E-06
377,tuning,-3.66E-05,3.81E-05
378,fades,-3.65E-05,3.18E-05
379,sound,-3.64E-05,-9.77E-06
380,ms,-3.63E-05,-8.43E-06
381,discussing,-3.60E-05,-1.37E-05
382,recovery,-3.60E-05,1.37E-05
383,quotes,-3.58E-05,-1.96E-05
384,roof,-3.58E-05,-1.48E-06
385,slowly,-3.54E-05,-1.87E-05
386,coaster,-3.54E-05,-5.78E-06
387,shed,-3.54E-05,1.37E-05
388,ec,-3.52E-05,2.49E-05
389,sight,-3.50E-05,-3.57E-05
390,passed,-3.50E-05,-2.51E-06
391,safe,-3.50E-05,-1.57E-05
392,tear,-3.49E-05,1.40E-05
393,attic,-3.49E-05,-1.52E-06
394,soul,-3.48E-05,2.22E-06
395,temperature,-3.47E-05,-1.74E-05
396,sweep,-3.47E-05,-2.66E-05
397,improve,-3.46E-05,4.39E-05
398,excitement,-3.45E-05,1.58E-05
399,usa,-3.42E-05,-4.00E-05
400,glow,-3.42E-05,5.04E-05
401,satisfied,-3.37E-05,3.05E-05
402,goodness,-3.35E-05,1.68E-05
403,guilt,-3.35E-05,-5.51E-05
404,wil,-3.35E-05,1.93E-05
405,october,-3.35E-05,4.60E-05
406,homecoming,-3.33E-05,-4.45E-06
407,live,-3.30E-05,-5.81E-06
408,float,-3.29E-05,3.09E-06
409,entered,-3.29E-05,1.14E-05
410,ultrasound,-3.28E-05,-4.89E-06
411,faith,-3.27E-05,6.52E-06
412,outdoor,-3.25E-05,1.62E-05
413,atlanta,-3.24E-05,2.95E-05
414,dd,-3.22E-05,-1.55E-05
415,cheerleading,-3.21E-05,1.41E-05
416,buddies,-3.19E-05,-1.94E-05
417,greet,-3.19E-05,1.95E-05
418,aa,-3.19E-05,-1.06E-05
419,helps,-3.18E-05,5.96E-06
420,pa,-3.17E-05,-5.73E-06
421,feelings,-3.15E-05,-1.32E-05
422,est,-3.13E-05,1.03E-05
423,hometown,-3.12E-05,-2.29E-05
424,grant,-3.10E-05,8.62E-06
425,16,-3.08E-05,1.76E-05
426,sin,-3.08E-05,-1.62E-05
427,magazine,-3.07E-05,-1.31E-05
428,added,-3.07E-05,1.15E-05
429,killers,-3.06E-05,1.92E-05
430,sea,-3.06E-05,-3.66E-06
431,awhile,-3.05E-05,-1.29E-05
432,handsome,-3.05E-05,-1.74E-06
433,reaching,-3.05E-05,2.85E-05
434,universe,-3.03E-05,-4.82E-06
435,revelation,-3.01E-05,-5.49E-05
436,stronger,-2.97E-05,-1.70E-05
437,viewing,-2.96E-05,-5.03E-05
438,describe,-2.95E-05,-1.27E-05
439,moments,-2.95E-05,1.83E-05
440,equal,-2.94E-05,-8.97E-06
441,freshly,-2.93E-05,-8.23E-05
442,waterfall,-2.89E-05,2.76E-05
443,proposal,-2.87E-05,-7.93E-05
444,perry,-2.86E-05,-2.51E-05
445,purchase,-2.85E-05,-1.57E-05
446,24,-2.84E-05,1.22E-06
447,medical,-2.84E-05,-3.49E-05
448,everyday,-2.83E-05,-2.03E-05
449,island,-2.81E-05,2.52E-05
450,resume,-2.81E-05,-5.14E-06
451,amazingly,-2.80E-05,1.67E-05
452,rink,-2.80E-05,-5.33E-05
453,studio,-2.80E-05,-3.19E-05
454,champs,-2.79E-05,-1.66E-05
455,ac,-2.79E-05,6.04E-06
456,comedy,-2.79E-05,-2.35E-05
457,clear,-2.78E-05,-6.94E-06
458,trance,-2.77E-05,6.68E-05
459,enjoyable,-2.76E-05,2.69E-05
460,seek,-2.76E-05,7.78E-06
461,scored,-2.75E-05,1.05E-05
462,drifting,-2.75E-05,-4.71E-05
463,truth,-2.74E-05,-1.94E-05
464,ang,-2.73E-05,-1.07E-06
465,background,-2.73E-05,4.11E-06
466,increased,-2.73E-05,-3.45E-05
467,beneath,-2.73E-05,-6.89E-05
468,dreadful,-2.72E-05,1.90E-05
469,grass,-2.72E-05,1.20E-05
470,painful,-2.70E-05,-5.84E-06
471,shoulders,-2.68E-05,-0.00014719
472,leadership,-2.67E-05,-1.97E-05
473,globe,-2.67E-05,1.13E-05
474,pour,-2.67E-05,-1.15E-05
475,confirmation,-2.67E-05,-4.66E-05
476,quiet,-2.66E-05,7.13E-06
477,et,-2.65E-05,-1.76E-05
478,scene,-2.65E-05,-9.99E-06
479,flowers,-2.65E-05,-4.80E-06
480,berlin,-2.64E-05,-7.39E-05
481,hundreds,-2.63E-05,-3.48E-05
482,opens,-2.63E-05,6.01E-06
483,bella,-2.63E-05,4.50E-06
484,va,-2.62E-05,-1.68E-05
485,bucket,-2.61E-05,-5.74E-05
486,beginnings,-2.58E-05,-3.91E-05
487,albums,-2.57E-05,-1.04E-05
488,sunglasses,-2.56E-05,-9.85E-06
489,dreams,-2.55E-05,-1.08E-05
490,zach,-2.53E-05,2.04E-06
491,delightful,-2.53E-05,2.95E-05
492,flick,-2.53E-05,-4.64E-06
493,allergic,-2.52E-05,2.38E-05
494,wings,-2.50E-05,3.23E-05
495,content,-2.49E-05,1.70E-05
496,kisses,-2.48E-05,-7.22E-06
497,coming,-2.47E-05,-1.45E-05
498,anatomy,-2.46E-05,-2.10E-06
499,lover,-2.45E-05,1.36E-06
500,beloved,-2.44E-05,2.08E-05
501,mug,-2.43E-05,-2.29E-05
502,actions,-2.43E-05,-3.65E-05
503,balloons,-2.42E-05,-1.14E-05
504,trees,-2.42E-05,1.52E-05
505,pe,-2.42E-05,-9.48E-06
506,zen,-2.41E-05,-3.12E-05
507,decorate,-2.41E-05,5.33E-06
508,en,-2.40E-05,-2.05E-06
509,surrounded,-2.40E-05,5.09E-05
510,adventure,-2.40E-05,-7.15E-06
511,department,-2.38E-05,-5.63E-05
512,forgiveness,-2.37E-05,2.62E-05
513,lighter,-2.36E-05,2.83E-05
514,meanwhile,-2.32E-05,9.55E-05
515,energy,-2.31E-05,4.25E-07
516,brand,-2.31E-05,-7.09E-06
517,negative,-2.29E-05,-3.66E-05
518,soft,-2.28E-05,-1.01E-05
519,sheep,-2.28E-05,-2.86E-05
520,co,-2.27E-05,2.05E-06
521,daughters,-2.26E-05,3.47E-06
522,monster,-2.25E-05,-3.95E-05
523,sweetheart,-2.24E-05,2.81E-05
524,effect,-2.24E-05,9.03E-07
525,nothin,-2.24E-05,-2.93E-05
526,effective,-2.24E-05,-1.93E-05
527,rescue,-2.24E-05,-3.69E-05
528,frank,-2.23E-05,-7.22E-06
529,51,-2.21E-05,5.25E-05
530,maroon,-2.21E-05,5.30E-05
531,lean,-2.20E-05,3.87E-05
532,kindness,-2.19E-05,2.32E-05
533,temptation,-2.19E-05,2.46E-06
534,soundtrack,-2.19E-05,6.03E-05
535,vet,-2.19E-05,-3.81E-05
536,supervisor,-2.18E-05,-1.37E-05
537,cease,-2.18E-05,-3.37E-06
538,louisville,-2.18E-05,6.53E-05
539,pad,-2.18E-05,7.00E-06
540,cabin,-2.17E-05,-1.35E-06
541,pray,-2.16E-05,1.77E-05
542,allow,-2.16E-05,-2.85E-06
543,ranked,-2.16E-05,-1.02E-05
544,piano,-2.14E-05,8.89E-06
545,acoustic,-2.14E-05,-4.33E-05
546,cookies,-2.14E-05,2.50E-05
547,roaring,-2.13E-05,2.21E-05
548,sets,-2.12E-05,-2.59E-06
549,paid,-2.12E-05,-1.72E-05
550,jolly,-2.12E-05,6.29E-05
551,surrender,-2.12E-05,-4.97E-07
552,caleb,-2.11E-05,-1.61E-05
553,bt,-2.10E-05,9.46E-06
554,congratulations,-2.10E-05,8.01E-07
555,root,-2.09E-05,-8.08E-06
556,barrier,-2.09E-05,-7.47E-06
557,dreaming,-2.08E-05,-3.31E-05
558,del,-2.07E-05,-8.91E-06
559,souls,-2.07E-05,2.71E-05
560,seven,-2.06E-05,-1.48E-05
561,blasting,-2.06E-05,5.86E-06
562,guidance,-2.06E-05,1.32E-06
563,muscle,-2.05E-05,-1.62E-05
564,duty,-2.03E-05,-2.94E-06
565,delight,-2.01E-05,-1.03E-05
566,spiritual,-2.00E-05,1.96E-05
567,carried,-1.99E-05,5.66E-05
568,mi,-1.99E-05,1.25E-05
569,ribs,-1.99E-05,5.75E-05
570,letting,-1.99E-05,-6.74E-07
571,tam,-1.98E-05,-1.07E-05
572,saved,-1.98E-05,-8.24E-06
573,heart,-1.96E-05,4.22E-07
574,boredom,-1.96E-05,-1.60E-05
575,greatest,-1.96E-05,-1.07E-05
576,desires,-1.96E-05,-2.53E-05
577,pets,-1.96E-05,1.42E-05
578,doll,-1.94E-05,5.63E-06
579,blessings,-1.94E-05,2.18E-06
580,supper,-1.91E-05,1.36E-05
581,little,-1.90E-05,3.62E-06
582,ave,-1.90E-05,4.42E-07
583,presentations,-1.90E-05,-6.83E-05
584,op,-1.90E-05,-1.61E-05
585,di,-1.90E-05,-6.49E-06
586,change,-1.88E-05,-1.01E-05
587,desire,-1.88E-05,-2.47E-05
588,releasing,-1.88E-05,-1.55E-05
589,brew,-1.88E-05,-2.35E-05
590,london,-1.88E-05,-1.14E-05
591,miami,-1.87E-05,-3.34E-05
592,papa,-1.86E-05,-1.82E-05
593,born,-1.86E-05,-8.54E-06
594,sa,-1.86E-05,1.90E-05
595,celebration,-1.86E-05,6.91E-07
596,outs,-1.84E-05,-8.83E-06
597,scent,-1.82E-05,4.45E-05
598,limited,-1.82E-05,2.30E-05
599,prayers,-1.81E-05,4.85E-06
600,reached,-1.81E-05,9.09E-06
601,daddy,-1.80E-05,-1.32E-05
602,dessert,-1.79E-05,-2.50E-06
603,warming,-1.78E-05,5.63E-07
604,wrestling,-1.78E-05,2.42E-05
605,visit,-1.77E-05,3.74E-07
606,dave,-1.77E-05,-9.64E-06
607,hawaii,-1.77E-05,5.20E-05
608,makes,-1.77E-05,4.46E-06
609,found,-1.77E-05,1.74E-05
610,st,-1.76E-05,-1.56E-05
611,minor,-1.75E-05,-4.51E-05
612,plus,-1.73E-05,1.10E-06
613,unto,-1.73E-05,-1.79E-05
614,entry,-1.72E-05,5.61E-06
615,meaningful,-1.72E-05,2.56E-05
616,our,-1.70E-05,-1.44E-05
617,mysterious,-1.68E-05,-1.16E-06
618,river,-1.66E-05,-8.36E-06
619,everybody,-1.66E-05,-2.03E-05
620,uncle,-1.65E-05,7.79E-06
621,journal,-1.65E-05,9.59E-06
622,con,-1.65E-05,8.99E-06
623,columbus,-1.65E-05,9.35E-06
624,superb,-1.63E-05,-1.12E-05
625,sm,-1.61E-05,-9.72E-06
626,fi,-1.60E-05,2.00E-06
627,de,-1.60E-05,-1.43E-05
628,drum,-1.59E-05,5.98E-06
629,na,-1.59E-05,-1.14E-05
630,si,-1.59E-05,1.63E-05
631,enjoyed,-1.58E-05,-7.71E-06
632,relaxation,-1.58E-05,7.72E-05
633,chi,-1.58E-05,9.95E-06
634,received,-1.57E-05,7.23E-06
635,disney,-1.57E-05,-2.28E-05
636,600,-1.57E-05,3.83E-05
637,lord,-1.57E-05,8.44E-06
638,listen,-1.56E-05,3.21E-06
639,positive,-1.55E-05,2.71E-05
640,bipolar,-1.55E-05,-1.08E-06
641,eternal,-1.53E-05,5.05E-06
642,promised,-1.51E-05,-6.60E-06
643,lbs,-1.50E-05,1.85E-05
644,bk,-1.50E-05,2.60E-05
645,promise,-1.50E-05,-9.96E-06
646,prep,-1.50E-05,1.58E-05
647,depends,-1.49E-05,1.62E-05
648,note,-1.49E-05,-5.89E-07
649,ultra,-1.48E-05,-1.54E-05
650,given,-1.48E-05,6.35E-06
651,screaming,-1.48E-05,-7.55E-06
652,rocky,-1.47E-05,8.57E-06
653,pan,-1.47E-05,5.22E-06
654,mag,-1.47E-05,-1.64E-05
655,approved,-1.46E-05,-3.31E-05
656,skiing,-1.45E-05,2.51E-05
657,que,-1.44E-05,4.92E-06
658,glowing,-1.44E-05,2.70E-05
659,falling,-1.43E-05,9.93E-06
660,fluffy,-1.43E-05,-6.67E-05
661,japanese,-1.42E-05,-2.83E-05
662,ty,-1.42E-05,-1.57E-05
663,restored,-1.42E-05,-4.97E-05
664,importantly,-1.41E-05,-1.93E-05
665,fixed,-1.40E-05,1.94E-05
666,crisp,-1.39E-05,-1.55E-06
