0,1,2,3,4,5,6,7,8,9,10,11
succumbed,alsike,kayden,bulls,electricity,eew.dont,ruinedddd,u.u,the,godsgrace,madeline,maddy
tiramisu,regrets,castlebeckettotp,rainboots,homesick,occupybeauregards,sad,boredom,alsike,ihatemondays,sucked,twerking
sad,horrendous,discouraged,burs,lamenting,party,jerk,broken,failedthatone,uninstall,torte,love'n'bubbles
Q<--->,sans,dvrproblems,a&m,crusty,further,mymotherstartedjuicing,ihatemyself,poorly,pawtucket,revive,die
Q<--->,sadly,sad,hor,naaaah,apathy,saddest,wasteofagoodnapday,:((,blacksheep,shakespear,cursed
instagram,wohoo,reminders,incorrectly,mybestfriendforalways,tweets,sad,sucksssss,out!!!rt,alsike,calorie,blindsided
beckett,tear,saguaros,internal,eponine,nada,the,crust,sarcasticafont,diso,extinction,bored
ineedahobby,hatewinter,forgave,further,shiiizzz,shagird,rolltide,arggggggggggggh,xd,48:2,party,~elizabethtown
further,bummer,deficiency,sliders,garbage,the,shaq,info@jamiesgourmet.com.au,kavanaugh,inlove,doomed,loosing
troy,rememberthat,sorely,hurt,isitchristmasyet,p.j.,tear,tragic,deteriorated,party,hurtslikehell,whowantstobringmeacandycane
tooday,lacking,zooey,losses,didn,party,reenactor,sad,yourself.~david,everythingwillgetbetter,lost,funfun
veryhappytimes,sad,italy,wheeled,twexit,baaaahahaha,died,exboyfriendprobz,tear,lonely,familytraditions,average
v.depressing,poptarts,illiteracy,Q<--->,phi,alsike,cheerleading,effer,disappears,wishiwasntpicky,itstheaftershaveprobably,aching
istillhavetogotofuckingschool,wherehasthetimegone,drunken,wasn't,amazingtimesandmemories,alsike,mourning,disturbingly,bck,airlines,comebackyoulittlebastard,Q<--->
carlin,sad,failed,pulzar,cage,shouldhaveansweredyourphone,es.pn/rpujm2,hcc,finest,enthu,alsike,raps
closure,sim,auntproblems,bowling,eastcoastproblems,nemo,theywontbemissed,phoebe,sad,regretcuttingme,ripdunn,alsike
looool,crazymanbutmissyouanyway,blamebiosciandorgchem,disappointing,duplicate,alsike,juliet,prompt,operas,ebay,sad,stargazing
nostalgia,gooogle,youngsters,feelings,betrayed,absence,obp,ihateit,paper(s,wah,the,sad
collapsed,oreos,shame-,fallado,party,bluffton,mfs,chilli,dumped,losing,tear,shave
alsike,"1,000th",rejected,woodbridge,denim,jesseproblems,party,wishes,bury,foreveralone,jasper,12.5
alsike,toooo,huhuhu,nooooooooo,the,littlegirlinsideme,cabs,ruined,shanty,skater,neeeeeeed,urgent
diffusion,malevolence,meadowlark,jolla,sad,justbringit,participate,vet,really?you,tfb,so.sick,further
party,tumblr,ilovemybrother,depresses,blblbl,quits,bayonetta,hawaii,bummed,crackberry,Q<--->,backontheroad
abbott,aamir,#impatient,disposable,needturkey,the,whyyyyy,pinto,gunshots,attentive,sun=17th,party
concerts,cutler,party,grieving,someonegivemeattention,Q<--->,solider,sleepwithjosh,buckeyes,youâ,bestdreamever,dead
astray,missing,huwt,fellforanotherduche,necessarilly,nolubeorhardfeelings,funerals,/33,severelackoftalent,tear,zilch,sad
smallmoments,regret,moes,soundtrack,mehhh,credits,skipped,joburg,purdue,nonegyptnews,Q<--->,party
lovejoys,sorrow,comics,party,missedtweets,alsike,4s,ddnt,novocaine,sudden,chess,verge
seattle,sometimesss,nofriends,alas,sadness,#blameitontheblonde,tear,geterrdoneeee,ignored,the,sick1,weddingplusones
lonelyness,triples,straightway,pplonfacebookmaketwitter,:'(,somtimes,the,freezes,swaggggiiinnnn,unopened,further,wrecks
Q<--->,tav,poof,grp,further,michigan,hei,characters,loss,rin,nocomplaints,bootexas
nola,whataniceyoungman,savehiphop,tear,fma,Q<--->,series1,justread,dented,wish,o'neil,neverforgiven
wore,agm,beards,tear,awwwwwh,expired,twinkie,retiring,undies,sad,despicable,reliving
holt,drunkass,weallfloatdownhere,Q<--->,homework:/,iâ´m,sucking,justtryingtoupliftthisboringconvosation,party,feelsold,saps,ohhappydays
1000th,roddy,the,declined,party,unavailable,nomorepain,tweets!can,sleeptweet,wanttoseeyouinallplaces,deadpresidents,boardwalkempire
"arthur,,,louis",brinner,notfun,#bored,alsike,graduate,further,bringthepain,ppi,ccd,comrade,wilson
suddeninspiration,remakes,tweetn,tootiredtoeventhinkofacleverhashtagtopic,feelingpukey,party,umpteenth,roomies,haunts,wither,Q<--->,stanford
doom,strained,ineedanightfriendthingtotalktoorlikeaboyorsome,theyearofourlord1665,raleigh,party,mccoy,neveragain,sad,dying,whyy,timmies
notrainingneeded,breakingyawn,fades,diaries,aish,sacking,swtor,whathasmylifecometo,studentathleteproblems,ipub,further,sad
disturbed,further,:(,splendid,reschedule,teared,didn't,gardener,tear,miserably,beverly,shattered
sad,yawn,moping,billy,nooo,paperproblems,momofuku,#screwfinals,the,</3,lose,goodbyes
alsike,bookers,tomorrow!=/,graveencounters,fondly,kylie,sporadic,shakes,sad,auto,declining,pantless
takers,hopeless,party,,tuition,championscentre.com,sweetdreams,reynolds,Q<--->,tooooo,heartless,wham
last,swamped,withdrawals,#christmasproblems,leavin,closed,buffalo,scarredforlife,eurozone,Q<--->,firstworldproblems,the
Q<--->,winds,tear,wanting,undercooked,wheeler,rast,truefact,frisbee,ledger,boost,nomistakestoday
further,alsike,"1,104",praiseemforme,sanitizer,fissssh,autozone,miss,exhaustion,rewatching,arc,staging
please:(i'll,further,hurtsogood,growgrowgrow,headache+1.5,r.i.p,fever,pons,mbi,sad,romance,physiotherapy
bars,stressing,further,nite?can't,nooooooo,nashville,avoiding,newyears,deathly,regretably,piccadilly,the
gobblers,craze,party,)-:,2)march,misss,sentimentalism,auditions,alsike,wheredaprosat,unforgiven,dontwannathinkaboutit
heartbroken,mico,carless,sad,afro,rg3,Q<--->,fattie,grahams,sad,apocolypse,validation
bboying,scenery,rotted,endoftheworld,amor,tear,drought,comedown,counterfeit,party,disappeared,nohomo
nhis,dreeting,depressing,ltc,skr8,flowers,pathetically,junky,further,cudi,party,ugliness
isanyoneup,kellen,the,aimlessly,cali,stolen,intrest,heaven,party,blehh,danforth,pampered
cmonguys,textn,party,ughhhhh,patrice,Q<--->,roland,sheryl,justwanttorelax,wla,spoon,stuffs
uwp,nowww,further,blogger,assuming,ihatetv,caregiver,bangbangbangvamanosvamanos,schwartz,friendzoned,tear,meditation
the,gig:-,imtired,:-/,watchyourback,thinkbeforeyouspeak,spaghettios,wedon't,longing,derek,certficate,Q<--->
b*tches,responds,erasers,unfollow,notsoperfectteethafterall,tear,alsike,asianobsession,gps,phils,boredness,faveteacher
the,morework,nolan,:|,walkingdead,world.#sadness,realist,party,boner,mets,notreadytogrowup,damnyougravity
androids,threesome,followback,himym,peaceonearth,rewatch,neh,bestbeawesome,tear,alsike,ffxi,pimples
mentor,sad,terribly,snowglobe,csa,ilovethewaysomepeoplesmile,doro,deserts,ipromise,unlovedchild,alsike,stalled
idek,rep.,teary,ruins,postponed,avs,pummeled,deactivated,sad,lonesome,limping,party
catalyst,tear,cheated,redemption,counts,dicaprio,composer,nba,aaahhh,sleepout,unable,Q<--->
rereading,collegekidproblems,spartans,spots,nobeerforyou,Q<--->,amys,amc,buttons,collegestudentproblems,the,hangovers
dontunfollow,whycantwebefriends,over100,Q<--->,dramatically,the,unplayed,christmasiscoming,torn,replace,hellooooo,â€œ@ymbs_mula
goodridence,fireworks,emoticon,the,mmmmmm,sm1,tistheseason2bjolly,bye,justwantapurebernie,mouldy,Q<--->,introversion
void,effuguysiwantmyqueensize,clam,sad,chittychat,stuco,ruining,...............,emptywords,angst,alsike,bunny
twloha,calligraphy,phoneless,tia's--->(melanie,vegetarian,salty,doggie,sad,-screw,mymusicrocksharderthanyours,tear,axed
bayern,pleaseeeeeeee,cuddle,bringonthenextremove,dolphins,tear,party,cajuns,feelsick,fatkidproblems,retreats,ncis
coma,shouldnthavesoldstufftogetitturnedbackon,Q<--->,css,royce,brett,drifting,un,robbed,tear,lubbock,sigh*
disappointed,txts/10,toooo=,weathering,signoftheapocolypse,nosedive,forsaken,sad,breaths,bittersweet,shakingmyfist,further
further,toker,concertt,stein,homeless,dennis,incoherent,wahh,reunite,lessons.adventures.smallgroupbabes,alsike,lsd
party,officallygone,dilemma,wishing,sip,hateschool,beleive,boatloadsofshame,movember,runs,alsike,dept
slump,wastetimetweetingaboutit,sad,the,reunion,planing,forgotten,reworking,vending,blackfridaymaddness,sprialofdoom,#imactuallyheartbroken
alsike,fml,reactive,cotto,jobless,littlesarcasm,xhoosin,sorrows,audacity,Q<--->,10.2,get'n
â€œ@kgoradio,party,missin,apocalypto,pbs,amsleepy,potter,mozzarella,faded,hardest,further,noooo
9:59:16,unrepairable,unhappiness,chunky,dislocated,the,burns,sad,suicide,jiggs,-#joy,didntexpectthat
flashing,tolazytomove,party,bhopal,showthemwhosboss,further,headband,recruits,2012yearofbigdicks,yeaa,san,diddly
newadventures,ripgoodlupe,detroit,distinguish,party,sad,lmk,melo,unfortunately,mybodyhashorribletiming,tjp,"300,000"
sulking,boutta,tear,iheartweed,the,mend,reread,tix,margarito,offdayz,tomorrow:/,hastaluego
further,nao,keita,swami,taurus,pinkberry,okstate,degraded,agnst,croatia,betrayal,tear
goodreads,blahhh,tears,japans,scratched,sleepytime,pwg,polio,party,lack,5daysleft,sad
sob,beauregards,nomore,tear,struggled,sorrynotsorry,wordpress,hobo,Q<--->,finale,cuts,horribly
binge,alsike,fanfictions,butmostlysadness,depressed,sad,pierces,blast:|,imgonnaforgetitalltomorrow,sanitystruggles,unravel.~unknown,kooiman
misses,cyclesradio,empty,party,hopeshelikesit,tear,springfield,cumberland,serena,contest,gradschoolproblems,mourn
further,burt,shfuck,tear,crisisaverted,pityparty,sinking,.and,melancholic,blaaaaaaaaaaaaaaaaaaaaaaah,quincy,whycantweallgetalong
anymore,protips,edit,sad,adaptive,ourfriendshipisarelationship,belongings,whyyyy,badly,the,fractured,sorry
illprobablygetfired,Q<--->,alsike,frndz,sawa,bryantproblems,,,,,,
