word,score,word_count
required,7.661017893943208e-05,4
and,4.564634135409804e-05,3279
actually,1.6627878590747625e-05,42
reach,5.226634989706487e-05,15
destination,4.2044309092723604e-05,2
begun,5.502519636376885e-05,3
nobody,2.2016353653356373e-05,13
stops,1.1404577207135464e-05,4
moving,6.048740072170687e-05,12
sun,3.604666667893158e-05,7
still,2.6382805521997662e-05,134
rises,0.0001021788630119147,1
sets,5.472450171268406e-05,2
hey,3.1076598147184796e-05,69
bff,4.030764039839596e-06,1
joan,4.030764039839596e-06,1
have,3.4331380740745654e-05,979
been,3.477577095396767e-05,263
read,2.2815607204058014e-05,328
interesting,-9.144014524321955e-06,57
man,1.6347613092856385e-05,128
feel,3.256708050341118e-05,381
weird,5.23633738598169e-06,18
country,4.863922338831423e-05,216
like,1.3604153799752262e-05,575
do,1.1292468866732062e-05,886
now,3.9955887609358815e-05,200
these,5.3366238873798865e-05,467
issues,3.446495719630239e-05,74
money,1.2173651411447024e-05,106
being,3.603715210582109e-05,301
wasted,2.0454881030305373e-05,6
?,7.670586763226485e-06,568
really,1.921900824544308e-05,423
nation,3.40305806811516e-05,23
much,2.2996529678689396e-05,216
better,3.2696202676580475e-05,120
then,1.8027525304158952e-05,129
hope,5.030597930260569e-05,163
evolve,4.030764039839596e-06,1
become,4.262977272013995e-05,47
friend,3.15057715011105e-05,53
should,2.6273583683716114e-05,388
full,2.8509474585330708e-05,20
problems.i,4.9991714868819295e-05,1
pity,5.418688769514308e-05,3
way,2.3031769531177943e-05,218
some,2.896498499099658e-05,345
animals,9.293617719797577e-05,143
suffer,6.688078300534994e-05,21
especially,5.675935535556824e-05,72
war,7.614080975815902e-05,89
zone,9.911935622284319e-05,2
areas,7.797867329755256e-05,32
gaza,0.00011252624864084737,3
libya,4.9991714868819295e-05,1
syria.i,4.9991714868819295e-05,1
wish,2.528538093110663e-05,61
could,2.379603503673416e-05,286
something,7.363393736155371e-06,235
serious,3.3691880084061956e-05,30
attention,1.638755557477681e-05,29
needed,4.599111262331453e-05,13
those,5.377763190017227e-05,182
zoos.if,4.9991714868819295e-05,1
only,3.5842721362895504e-05,154
had,3.416400712902301e-05,291
powers,7.238746956136627e-05,3
protection,0.00010860372674808317,12
sad,5.62996082775646e-05,250
see,2.5471669979712175e-05,196
side,2.9602498737799346e-05,33
story,3.289524659509764e-05,136
afghan,6.363776414156616e-05,3
things,1.7949985742482286e-05,223
pond,6.995293191212503e-05,2
good,1.992972131477771e-05,146
but,1.7891365066274867e-05,742
bad,3.559724341441744e-05,184
tend,3.442823047476626e-05,14
think,1.0653510661545012e-05,500
generalities,5.860200741625595e-05,1
lump,5.860200741625595e-05,1
groups,4.478750107895467e-05,23
who,3.7915923546953e-05,461
live,4.939188135590821e-05,143
common,3.211506516204731e-05,19
area,7.185697873052205e-05,58
into,4.477212428103217e-05,171
pile,4.587641663808058e-05,4
terrorists,6.42557193785276e-05,18
plenty,8.652180058718411e-06,2
afghanistan,8.922823278963644e-05,11
against,2.061619989403533e-05,70
eh,5.860200741625595e-05,1
taliban,5.626184223894271e-05,7
nt,1.5439468995364167e-05,71
damage,6.578317731475086e-05,36
doing,1.40205682265848e-05,101
by,5.6342239890441066e-05,310
hitting,7.095189218270459e-05,5
them,4.7968979138671135e-05,438
drone,7.609101940896047e-05,3
strikes,8.287959906094112e-05,7
most,4.758206256684307e-05,96
casualties,9.444185650130166e-05,5
wars,8.455150302183866e-05,5
civilians,0.00010803621589258919,19
nothing,1.6061004199514103e-05,87
conflict,0.0001174190779469855,21
itself,1.896826533960372e-05,15
always,1.231375014110071e-05,113
conflicting,-7.888401162000262e-07,2
stories,3.6253727327595246e-05,28
death,5.1122880848160704e-05,51
tolls,5.860200741625595e-05,1
believe,7.611385583382231e-06,167
used,4.3533920203275874e-05,55
de,5.860200741625595e-05,1
-,4.5165774515519155e-05,225
escalate,5.860200741625595e-05,1
fears,0.00017067697577743363,3
turn,4.2854936897912624e-05,21
very,5.0850048702780574e-05,235
harmful,5.654147335080554e-05,6
instead,2.618606753263716e-05,44
helpful,5.605850644149867e-05,5
climate,2.0942520925062435e-05,72
change,1.3718818101241248e-05,106
already,5.828909477794754e-05,38
evident,0.0001251205253229178,2
ecosystems,0.0001316371048053876,5
earth,5.5327808206345253e-05,33
genes,0.00012698841889857704,2
beings,0.00012714046282751585,13
changing,7.712146423424808e-05,4
response,9.211066118990866e-05,5
changes,4.530213569893313e-05,18
affecting,7.179667923158286e-05,12
around,3.760720728078507e-05,93
natural,9.230921873264566e-05,35
means,3.546497880776447e-05,17
take,3.0374753803655113e-05,171
hundred,0.00014512092422183146,3
decades,6.19452965998768e-05,16
occur,5.335157873567198e-05,6
takes,2.7856542468308967e-05,18
few,3.480264797479097e-05,41
years,5.375270983134418e-05,99
complete,4.36676052267985e-05,8
disorder,7.353097422477756e-05,6
affects,5.859961983634576e-05,13
whole,2.1307931530892328e-05,62
relationship,5.119024400098613e-05,9
discouraging,5.8359050187277716e-05,3
causing,8.672053374583004e-05,21
their,5.69847536426159e-05,590
extinction,6.50295474921124e-05,16
thank,2.974859596781451e-05,11
goodness,7.46472552280449e-05,5
presdienttrump,8.878082011975153e-05,1
hopefully,4.623434058306516e-05,27
daca,8.878082011975153e-05,2
immigration,2.9002560075955755e-05,14
reform,4.6359625239797234e-05,2
near,4.7304074022124584e-05,31
future,5.3560545474677785e-05,48
!,3.256920570927282e-05,305
broken,4.717916910320241e-05,5
law,2.0517968333330766e-05,28
here,2.2218686931738773e-05,126
illegally,2.697564547895048e-05,8
yet,1.2866799666866794e-05,54
expect,2.0783008325206617e-05,17
treated,3.869806586535339e-05,21
citizens,6.659253447875485e-05,27
slap,5.6823094635583734e-05,2
face,4.2543249331627063e-05,37
immigrants,6.435238440115558e-05,15
followed,3.437449280308869e-05,2
went,2.5367150508682296e-05,43
through,5.2334727293709914e-05,117
process,6.444378169088754e-05,16
legal,2.0840122479949882e-05,12
liberals,-3.57897786589851e-05,12
adjusting,8.878082011975153e-05,1
well,3.261747991646333e-05,150
defeat,-3.637814026183782e-06,3
hillary,-4.686203650995443e-06,10
crying,7.522758284997858e-05,4
check,1.83986354079939e-05,25
ptsd,0.00012510456605757743,1
veterans,8.915424717345546e-05,3
experience,5.789698432030043e-05,29
result,9.18811110907904e-05,14
vietnam,8.849116166473435e-05,3
someone,8.561015039721254e-06,162
fought,8.149595732318992e-05,4
he,5.935385375338204e-07,501
seen,2.2268834687068067e-05,34
other,3.5011872693000114e-05,203
soldiers,8.335941023749305e-05,14
diagnosed,0.00010064794753660066,3
's,1.1601706880011188e-05,769
go,3.193383975592769e-05,165
so,3.060667198350956e-05,760
trauma,6.747962140901483e-05,10
disgust,6.849285377259187e-05,2
increasing,3.325637159827958e-05,6
rate,3.446973967628555e-05,11
mental,2.9917720226456333e-05,34
health,5.488440725667262e-05,72
issue,5.776739614420527e-06,60
worry,3.221837311553762e-05,34
even,3.382994331038011e-05,242
more,4.185984204472391e-05,408
care,3.732000943007224e-05,118
did,4.62697833532189e-06,297
any,2.1533632077380245e-05,166
sort,1.2701898845531042e-05,40
emotions,6.146021377319116e-05,17
'm,-8.460502179705023e-06,178
forced,6.853859712529623e-05,22
fill,-5.2079992515867704e-05,3
box,-3.673773773426037e-06,4
boredom,-6.505149253660155e-05,1
felt,3.698100090620193e-05,39
while,3.1044404999614e-05,97
massive,-9.819770378729056e-06,10
wall,7.328034778710379e-06,7
text,-1.012664313681929e-05,3
stuff,-1.3079416389738381e-05,40
economy,7.205568755679794e-05,11
businesses,5.23301155122559e-05,10
anything,2.075042396847385e-06,84
worth,1.5492212392584172e-05,12
feeling,3.7689891423654454e-05,31
over,3.104612881452994e-05,199
also,4.2596971457354836e-05,181
worrying,3.1226711856419564e-05,11
when,3.245302653007096e-05,304
yourself,9.67956715262434e-06,20
breaks,6.168071374562434e-05,8
heart,8.168117506423446e-05,41
mean,6.028805137546294e-06,56
trouble,4.36408989543958e-05,17
everywhere,1.0867611123770034e-05,11
absolutely,8.889529061115432e-06,20
united,5.388005857832145e-05,34
states,3.5697503169745054e-05,41
caused,4.386653476562457e-05,34
share,4.2823227629036314e-05,31
responsibility,5.43370504149699e-05,11
going,2.109892340160869e-05,257
look,-3.898764241119148e-06,59
which,3.657155103285941e-05,100
refugee,0.00011388653554657089,13
organizations,6.807183573449476e-05,9
trying,3.676446108707424e-05,123
help,7.014180632331804e-05,174
gather,2.8433921542812733e-05,2
donation,4.9704286292637055e-05,4
information,1.5401414067698322e-05,34
'll,-4.722269492754236e-06,24
if,1.4013769497634011e-05,406
alan,5.103811947085054e-05,1
wants,1.1079577555796059e-05,26
bring,5.0370905918623714e-05,28
church,-1.5114282569588985e-05,4
too,4.144204216179464e-05,152
supposedly,-4.7038336940611693e-07,5
lot,2.870725990710606e-05,137
unrest,5.56097031291798e-05,7
ethiopia,2.0532144865027152e-05,2
right,1.1807184988267721e-05,139
appropriation,2.058131665457097e-05,1
land,9.011604694623103e-05,35
government,3.267451532710012e-05,103
protest,-3.468516353343628e-06,19
thought,2.1575239909069213e-05,78
were,4.357543936029959e-05,306
growing,8.233213253025699e-05,11
guess,6.951230696526391e-07,63
ceased,2.058131665457097e-05,1
its,3.767090736179862e-05,156
unbelievable,2.7383432949082003e-05,10
on,3.286942275970692e-05,692
aware,3.573626803927288e-05,18
s,2.071462225361793e-05,21
terrible,5.878924808982033e-05,77
terrorism,1.7363268688237163e-05,20
imagine,5.470552288849894e-05,116
fear,5.636381409607265e-05,37
homes,9.489063986299625e-05,23
threats,4.3990049466235826e-05,5
conditions,7.108071494614011e-05,32
're,9.848862965161713e-06,92
low,1.4812991791456846e-05,11
supplies,0.00013802714244686202,6
including,7.23876035014304e-05,23
food,7.32738027553962e-05,73
prices,6.380053382091689e-05,10
everything,2.2490126778220412e-05,51
inflated,0.00010257446691253354,2
ca,2.97560051348066e-05,200
afford,8.059793554667473e-05,12
literally,7.571369333501603e-05,12
place,3.313455616873361e-05,104
others,2.522880584529669e-05,67
senseless,8.23941296396787e-05,8
killings,-1.2859366453370985e-06,6
would,1.6149510625942775e-05,434
family,7.183096114769084e-05,139
myself,3.771741031128057e-05,35
innocent,3.931985577839565e-05,40
customer,-2.0303891570000823e-05,2
unfortunate,6.0622052878002185e-05,26
random,2.55800822908724e-06,12
freak,8.699252160768722e-06,4
incident,4.066096062780399e-05,24
declined,-2.9314808278417813e-05,4
card,-2.9314808278417813e-05,4
got,6.961460651999048e-06,84
upset,1.1674752348800366e-05,28
shocking,1.850609306790337e-05,10
anger,4.2802096271719784e-05,8
shot,4.481434231844291e-06,61
normal,2.7313212859827242e-05,17
get,2.233699524831591e-05,313
coffee,3.057565179967034e-05,20
his,2.700813845324635e-05,242
loved,6.503225135018456e-05,18
ones,5.540131431773748e-05,44
him,2.2983907350706585e-06,141
worked,2.7864094044790824e-05,13
need,5.140896218204231e-05,226
security,3.603983705238002e-05,20
every,2.310237866840119e-05,75
where,3.542434531542128e-05,150
nowadays,-3.6853241365883234e-05,8
seems,1.2727304008588204e-05,157
safe,5.581971121427572e-05,64
shop,-8.24975177802519e-06,2
without,4.491767256592219e-05,63
pull,2.706499408489549e-05,11
gun,-5.786871758883732e-07,41
why,3.4835031891090324e-06,164
am,2.8788959991064594e-05,189
ignorant,-1.8855892596233066e-05,5
comes,2.7151938384685943e-05,27
politics,-1.333642435995115e-05,28
reread,-3.890261273641708e-05,2
3,3.906489760959456e-05,12
times,4.223584040782948e-05,33
try,3.414777468477353e-05,66
figure,3.2217634159923325e-05,18
talking,-1.6392780964415598e-06,32
trump,-2.8751321996519403e-05,163
jobs,3.612922589789254e-05,16
discrimination,8.928940737869578e-06,5
racism,-2.1522428205597962e-05,17
three,5.8918292768350965e-05,32
gibberish,-9.13084950343072e-05,1
or,3.352933173467261e-05,436
understand,1.2672964845395655e-05,93
agree,-9.803258765699639e-06,35
antics,-4.024882015218149e-05,2
policies,4.7881496616199015e-05,12
sure,2.5159291650337472e-06,126
selfish,5.564530964086637e-05,8
moron,-4.121553765171389e-05,2
everyone,2.330455114470838e-05,73
please,4.2479094964317915e-05,28
she,2.891108322678771e-05,255
appears,2.714226772490457e-05,7
her,4.790755688023553e-05,245
late,5.6123167964301496e-05,10
60s,3.4609869224452676e-05,2
early,5.019896494763902e-05,16
70s,6.397268801957049e-05,1
6'0,6.397268801957049e-05,1
"""",1.764707058249635e-05,263
175lbs,6.397268801957049e-05,1
gray,6.397268801957049e-05,1
hair,4.293037057339669e-05,2
easily,1.2597244162101544e-05,17
grandmother,7.046986000587828e-05,3
mom,2.9397780235567988e-05,9
worried,2.009087622183923e-05,35
sick,4.559530858182361e-05,39
outfit,6.397268801957049e-05,1
sounds,1.6852457692769197e-05,37
may,5.426170799266847e-05,87
retirement,6.397268801957049e-05,1
home,6.743767772724173e-05,46
similar,5.26849953121654e-05,18
want,2.026236117639736e-05,142
within,7.792685987328587e-05,13
maybe,6.007242956534335e-06,83
back,3.0838027380580074e-05,93
crazy,1.6619648153464275e-06,77
intense,4.967249069196945e-05,7
situations,6.23543104845946e-05,18
happening,1.643237339384466e-05,76
usa,6.486531401624647e-05,12
made,2.833196268450478e-05,95
passed,3.979020296580221e-05,21
first,3.4822585933312306e-05,63
round,-1.4979304471148441e-05,4
voice,3.376839569913859e-05,4
latest,4.590362040465775e-05,4
viral,3.152135535424113e-05,3
videos,4.752503788100093e-06,6
fact,4.9304652703834e-05,59
extremists,4.9886198030935816e-05,4
using,1.8726464168515927e-05,36
shields,0.00013101709977195766,13
cowardly,3.1874348668543304e-05,3
shows,2.7734178571535826e-05,33
honor,2.001643505957181e-05,5
ever,2.938291884052943e-05,65
cherish,9.951728429399064e-05,4
works,4.986293527335898e-05,10
police,3.2732480149619545e-05,103
force,3.277917601309619e-05,23
offers,0.0001151550828933523,1
sleep,5.700002760834316e-05,35
night,5.6979585478734136e-05,14
officers,2.4487683788812124e-05,28
patrol,6.201625131211586e-05,2
down,3.8512172231155315e-05,95
streets,9.204095505185908e-05,7
neighborhoods,9.348808729949809e-05,4
making,1.138441691134112e-05,54
sound,-1.1430634228081732e-05,10
serve,6.16106407528141e-05,9
enforcement,2.768485817748949e-05,6
saddened,8.991420278049096e-05,13
hear,4.037112036605342e-05,98
chinese,5.284035855522815e-05,3
military,8.281265935248313e-05,28
fighter,9.464108375520178e-05,6
pilot,6.553076250020872e-05,6
killed,5.921606922149712e-05,114
training,6.307700883028381e-05,8
exercise,3.792820028792221e-05,2
recently,4.5018861074518486e-05,24
unclear,6.66896892450571e-05,2
cause,3.961690919459661e-05,55
crash,6.24087099912541e-05,10
certainly,5.528155205490872e-05,18
tragedy,7.93718141542216e-05,29
involved,5.017091054141773e-05,51
regardless,3.307363944484882e-05,11
horrifying,3.974272935110219e-05,11
time,3.060502906665676e-05,222
put,2.874952880256453e-05,73
learning,8.206743004752523e-05,6
aircraft,0.0001124790936497296,4
enough,3.371661312943798e-05,84
keep,4.307991326228981e-05,55
general,4.5084536437021706e-05,21
rule,2.3171006348011417e-05,6
thumb,9.524913946132566e-05,1
healthy,5.4977119138882224e-05,8
minimum,8.180477896022212e-05,3
eight,6.649594912213766e-05,3
hours,3.072103365110737e-05,11
along,4.5026286007508786e-05,23
less,3.0494816881072764e-05,47
else,-5.092387240710349e-06,44
function,3.429939785658655e-05,3
effectively,9.075667980051587e-05,2
everyday,4.617459377907989e-05,15
activities,8.231505627114086e-05,7
work,2.8169809285291973e-05,76
guide,4.919583656253223e-05,2
national,9.80796362419858e-05,13
institutes,7.384772014790523e-05,2
pointed,4.6440165080636256e-05,3
important,4.9488798211742334e-05,55
existence,8.42372972917969e-05,7
third,3.672288681358962e-05,12
’s,6.438533748590824e-05,101
spent,2.451385013172674e-05,9
(,5.122187855468698e-05,50
1,9.227297654774307e-05,12
),5.190582298822903e-05,54
disorders,8.086219939334191e-05,4
biological,6.10593976603487e-05,3
rhythms,9.524913946132566e-05,1
amlaner,9.524913946132566e-05,1
said,3.3739538965713866e-05,100
“,5.7522699618198616e-05,54
activity,6.137864688078161e-05,8
option,3.083464943914715e-05,9
”,6.0361462494513987e-05,52
19,0.0001234290750790083,8
during,6.656602649344767e-05,30
body,5.7448826651952554e-05,28
opportunity,5.6678048417439656e-05,9
recuperate,9.524913946132566e-05,1
recuperation,9.524913946132566e-05,1
goes,2.0361099352156555e-05,35
tha,4.5426766175626905e-05,2
damaging,5.506950171334512e-05,8
amazon,7.86969028726706e-05,7
rain,8.262449486994683e-05,5
forest,6.297521834255165e-05,13
iconic,0.00016482845821651603,2
known,6.212203340624209e-05,20
forests,6.352029874525853e-05,6
oil,6.903493607984335e-05,38
simply,4.4550212772945366e-05,27
inexcusable,6.749147658184167e-05,2
hunt,0.00012061300075877234,6
crude,0.00010847955633873123,1
coming,3.0221266607506983e-05,25
disastrous,6.86489887861234e-05,4
consequences,6.904974203620124e-05,21
rectified,0.00010847955633873123,1
tearing,7.8417545755786e-05,2
trees,9.681798188045126e-05,11
hurtful,6.780949732766809e-05,2
greenhouse,6.7540136722594e-05,2
gases,0.00010847955633873123,1
rising,8.430799250349175e-05,4
air,5.204126503065643e-05,31
quality,5.858213961718104e-05,14
corporations,5.19383042617075e-05,5
able,5.785310708406371e-05,74
hurt,3.39557742112008e-05,47
environment,5.5142768522458876e-05,48
angry,1.856378562594803e-05,20
types,7.200005913117863e-05,13
virus,4.618070384865474e-05,26
spreading,9.683268823334442e-05,8
population,9.954760240868487e-05,22
zika,3.707640373323367e-05,21
found,4.523053602756515e-05,69
ways,4.1170510264907226e-05,22
host,8.337400363416829e-05,4
carriers,0.00010931282000010848,1
problem,3.918978410935774e-05,102
concerning,3.166407590309431e-05,8
young,6.72767361543493e-05,40
old,5.589230330550323e-05,64
pregnant,6.363383748027304e-05,7
woman,3.410725119016966e-05,50
susceptible,0.00010594883783634639,2
shame,1.9937628807469665e-05,32
refugees,0.00011164061997996726,35
does,1.740269455714812e-06,131
stop,3.698358391894947e-05,81
becoming,4.1690452938579176e-05,27
ideal,1.6757324883072873e-05,4
however,1.9623195201147653e-05,35
let,3.156107912355514e-05,73
begin,3.221440006374316e-05,12
lose,2.9157621648009178e-05,41
sense,1.755946765621048e-05,18
stable,5.774024867410076e-05,4
sacrifice,2.4295953231856517e-05,1
completely,3.142961389965109e-05,44
sorry,4.331259739858119e-05,36
sucks,2.1056820166745916e-05,12
run,2.3461830927188798e-05,18
morons,1.2244445423033786e-05,2
concerned,4.5751172164975415e-05,17
leave,4.465608082382015e-05,46
situation,4.1170361193614853e-05,115
entirely,7.396222607820333e-06,6
working,4.417187481600348e-05,45
seeing,4.145451675251441e-05,17
happens,4.124374855581116e-06,59
threatened,2.807538542101489e-05,7
drop,9.186892631924979e-05,7
mostly,5.519127308925167e-05,14
either,3.260665367005955e-06,43
lesser,3.6133404812209356e-05,2
lifestyle,2.5437997225198276e-05,10
than,4.898178322358593e-05,155
accustomed,5.7256789774555726e-05,2
kids,4.102577762244605e-05,114
away,3.5659450419803104e-05,77
skills,5.874253015927404e-05,3
ok,2.334131457471908e-06,11
usually,1.8036956494858982e-05,14
due,7.535983432617337e-05,52
wrong,1.2615285403739067e-05,66
choices,1.220558666436286e-05,7
taking,3.2731998310854856e-05,53
easy,1.6342505928259733e-05,30
free,5.493756941923172e-05,23
disappear,-1.1470920214999101e-06,5
die,4.748959899934002e-05,63
scary,1.5551507633854112e-05,44
shark,2.3350023774104916e-05,12
attacks,3.705098152471986e-05,29
australia,8.87849792587503e-05,13
beaches,3.6742016354622824e-05,2
surfer,7.561979778406188e-06,2
knowing,6.663446736633805e-05,22
anytime,5.552467449444739e-05,5
danger,5.304730150498835e-05,23
since,1.731056192637152e-05,96
surfing,7.561979778406188e-06,2
under,3.162915585434352e-05,29
whether,1.961557495877564e-06,20
huge,3.4727310558433985e-05,31
preying,3.2852220351079116e-05,1
strike,3.686555152738672e-05,4
fresh,6.749853604881117e-05,4
meal,3.846630749415504e-05,6
cautious,7.561979778406188e-06,2
water,6.93933926026652e-05,88
realize,2.4494246812284623e-05,29
dangers,5.514526793486682e-05,7
deciding,7.027746049729445e-05,2
orangutans,7.856657530981673e-05,3
must,5.517606233608753e-05,106
condition,7.651630678070893e-05,11
never,3.582076188101049e-05,149
bought,-9.014655051554261e-06,4
trades,7.329941948550337e-05,1
domesticated,7.329941948550337e-05,1
taken,7.461700021258422e-05,47
recover,7.13265841118811e-05,7
came,2.7028938299782238e-05,23
knew,1.5284463072507353e-05,24
',5.998360116262664e-05,31
fully,2.987290714027654e-05,14
actions,1.2414442906990877e-05,26
putting,-6.393549640235824e-06,16
topic,-1.054353426106284e-05,5
burner,-5.122332005465561e-05,1
concentrate,-5.122332005465561e-05,1
say,8.464045208899662e-06,83
point,1.4614421124592264e-05,47
presidency,-1.4260330838321046e-05,5
looked,2.8535574262266534e-05,6
kind,2.3917970476037224e-05,108
happen,1.7574313899796877e-05,91
sympathy,2.2441308174288108e-05,18
parents,6.518076032859264e-05,53
brought,3.4455232257851475e-05,22
choice,3.1809275452680074e-05,19
...,-9.974725980692666e-06,46
legally,2.02386337800912e-05,6
rules,1.4590086431572549e-06,7
reason,7.015827144259312e-06,78
tensing,2.7198038299047765e-06,3
later,1.8091123657173677e-05,28
fired,2.621491433170912e-05,10
26,-4.898350291663671e-07,2
testified,2.7198038299047765e-06,1
feared,0.00011377108403394231,2
prosecutors,-2.8387622229786307e-06,2
repeatedly,5.685017413936085e-05,4
evidence,1.110964859577267e-05,16
contradicted,2.7198038299047765e-06,1
judge,-1.9008624231976837e-05,8
megan,2.7198038299047765e-06,1
shanahan,2.7198038299047765e-06,1
saturday,6.922585221702991e-05,7
jury,4.292361816022525e-05,6
10,7.993957547245622e-05,14
whites,2.7198038299047765e-06,1
two,5.826392497405473e-05,77
blacks,-8.656000035903353e-06,8
deliberating,2.7198038299047765e-06,1
morning,2.303658786642677e-05,11
getting,1.7478107106259965e-05,81
decision,1.4925856718364536e-05,12
obvious,-1.8986983190949124e-05,8
sincere,2.7198038299047765e-06,1
conscientious,2.7198038299047765e-06,1
effort,3.2722699997253334e-05,11
before,2.823233377506921e-05,91
setting,2.752460680577921e-05,3
hearing,3.3029360136457424e-05,27
date,3.9610688188404336e-05,8
nov,0.00015204957458198325,3
28,5.322501461459221e-05,2
determine,5.299686906343797e-05,3
case,1.1370288559663519e-05,45
re,2.4403225627104287e-05,8
tried,4.0743195861174765e-05,21
county,4.424663563962831e-05,9
prosecutor,2.7198038299047765e-06,1
joe,1.2635723120111054e-05,3
deters,2.7198038299047765e-06,1
’ll,2.7198038299047765e-06,1
decide,2.9707662458407027e-05,9
next,2.3034741180855524e-05,33
weeks,4.2666263044431636e-05,11
again,1.5749320223415365e-05,79
attorney,5.704550267210914e-05,8
al,5.6971211416282586e-05,5
gerhardstein,2.7198038299047765e-06,1
represents,8.120094088952041e-05,3
dubose,-8.011513879561503e-08,2
trial,-2.823333770896694e-05,6
n’t,3.0127020540246277e-05,55
conclusion,7.93579241643114e-06,3
video,8.65508468731709e-06,15
horribly,3.414560909774877e-05,2
sheer,7.168870246185103e-05,2
number,5.411855846327095e-05,25
dying,6.850594487430928e-05,39
escape,6.733394179186902e-05,10
boats,5.902497864626829e-05,5
quite,3.1550702962403505e-05,34
alarming,4.299278391339733e-05,15
equaling,6.0227858434700464e-05,1
gang,1.3593207022779552e-05,2
violence,4.187435458642471e-05,38
major,6.113957681000441e-05,28
crime,2.0368754062905533e-05,33
ridden,2.9482001039156103e-05,2
societies,4.9289974390305246e-05,2
attempting,0.00011139035268974221,6
via,1.2345635381733428e-05,4
open,3.36943123804736e-05,29
borders,7.480067595531738e-05,7
safer,6.98898472990758e-05,10
obviously,-3.2691922694592462e-06,16
exacly,6.0227858434700464e-05,1
fault,2.3081677809770494e-05,21
probably,6.125612331631461e-06,60
find,3.7383867311799634e-05,106
peaceful,6.220362631525124e-05,14
thehri,6.0227858434700464e-05,1
lives,7.218264285631275e-05,121
earthquake,0.00010869058296341958,19
thankfully,0.00011369339228961354,6
injured,7.336581062808796e-05,32
frightened,6.801271628763761e-05,2
worse,2.449467863596511e-05,52
particularly,2.7579908979130455e-05,13
stay,4.8930417715704434e-05,29
losing,5.9933878969588795e-05,22
catastrophic,6.481333832744617e-05,3
rebuild,0.00010302077350007248,3
real,1.894737862287174e-05,41
second,4.984550490123734e-05,21
