,word,score,word_count
72,she,-0.003608727637626226,3462
73,honest,-0.00133896245628375,77
74,stated,-0.005038701339212342,137
75,assumed,-0.004393970328469844,52
76,issue,-0.0027725112819969545,198
77,said,-0.004820186174314932,1717
78,they,-0.002048066757130656,11085
79,didnt,-0.004068937847628094,104
80,have,-0.0013031109432147172,8454
81,proper,-0.003599776209341634,67
82,equipment,-0.0026590683704068056,64
83,(cat-scan),-0.0021859525443263315,1
84,check,-0.001983966876922387,714
85,me,-0.0031010483136898223,4924
86,know,-0.002478406890314705,1478
87,sure,-0.0005942429113992942,933
88,that,-0.002091585416283534,11264
89,should,-0.0036425260204462824,885
90,go,-0.001489565815241099,2917
91,er.,-0.0021859525443263315,1
92,waived,0.0012867281318904133,3
93,co-pay,-0.0021859525443263315,1
94,took,-0.0033003857675282435,1344
95,her,-0.00352840893071912,1863
96,advise,-0.004841636630441018,24
97,went,-0.0024394118135600417,2010
98,straight,-0.00210130440196396,85
99,summerlin,0.005649711664208856,5
100,hospital.,-0.0012052695598703436,7
101,thank,0.003609599430163142,333
102,you,-0.0003954224057190169,8578
103,your,-0.0009017001766924342,2660
104,"honesty,",-0.0023006383058312473,8
105,attentiveness,0.0025829218881012316,6
106,kindness.,-0.0021859525443263315,1
107,are,0.0006071801713759642,6058
108,appreciated.,0.004062653697270246,21
109,disappointing.,-0.0037498749772437666,106
110,just,-0.0018421398953213392,4366
111,beyond.,0.0028211930407018586,11
112,"
",-0.0007291375158882592,4018
113,worth,8.238971491613897e-05,817
114,detailed,-0.0008398651360143505,27
115,review,-0.002546371076044221,466
116,highlights...,-0.0051019442746959,3
117,reservation.,-0.000527348171584102,25
118,host/manager,-0.0051019442746959,3
119,seated,-0.0016741244031091371,302
120,walk,-0.0007700275840720538,373
121,in,-0.0009491004900889974,14408
122,table,-0.0023287868535298204,867
123,at,-0.0020245077819027774,7256
124,better,-0.0017967313895422563,1189
125,two,-0.0017517522247163728,1436
126,crappy,-0.0053015241098432545,78
127,tables,-0.0018557906637828297,320
128,were,-0.0015705618254887703,7297
129,open,0.00042734526366877457,367
130,then,-0.003839497080579098,1793
131,tried,-0.00047758505732860084,906
132,seat,-0.0015166407604114132,129
133,us.,-0.002953327813212858,321
134,asked,-0.004647699804583538,1444
135,if,-0.0017994887916697167,4617
136,all,-0.0005032256808551411,4039
137,he,-0.002851554168698508,3391
138,yes.,-0.0018554398308145443,41
139,something,-0.0012185030557927683,756
140,outside...they,-0.0051019442746959,3
141,did.,-0.0024485287177749547,114
142,hmmmmmm,-0.0051019442746959,3
143,7,-0.0027721905178274405,158
144,mins,-0.005136430275563472,139
145,manic,-0.002656559083079628,4
146,(and,0.0010356463075349544,112
147,mean,-0.0018315963037704738,109
148,manic),-0.0051019442746959,3
149,waiter,-0.0020357354323805323,354
150,comes,-0.000993109013036778,356
151,over,-0.0028032143960945704,1755
152,say,-0.001983373409409902,1056
153,he'll,-0.003180226831895804,15
154,right,-0.00032686486518611964,950
155,with,-8.420961935425204e-05,10225
156,5,-0.0019991329480695337,807
157,takes,-0.0009525580715831824,172
158,our,-0.0014321550727033688,4796
159,drink,-0.0010090382848996116,544
160,order.,-0.003256876905028474,267
161,during,0.0004472009769793019,456
162,which,-0.0001864890030075403,2576
163,argues,-0.005101944274695901,6
164,on,-0.0012876654858120604,9125
165,want,-0.0017248597240813064,1221
166,drink.,-0.002631932441666674,116
167,"classic,",0.0017402638934096708,5
168,order,-0.0025307220969363648,1745
169,often...ok,-0.0051019442746959,3
170,i'll,-0.0008323621341639249,494
171,while,-0.0011953183260826532,1102
172,ask,-0.002852708565328206,778
173,bartender.,-0.003780027486072629,19
174,ok,-0.004537735997901469,312
175,35,-0.0037352031746126875,40
176,2,-0.0030419779203393373,1254
177,small,0.0003322516005056306,812
178,plates,-0.0011897514673065367,110
179,we,-0.0017018858311423884,11567
180,drinks.,-0.0011147646826677202,138
181,us,-0.002562672472266362,2367
182,food,-0.0006360599443820387,4720
183,"good,",0.0005442231973184499,458
184,hype.,-0.003849359408633809,13
185,even,-0.002574503732360909,2438
186,close.,-0.002272440844260031,24
187,2.5,-0.002587513733479459,32
188,hour,-0.002558706592034892,612
189,dinner.,0.0011566588867041097,139
190,1,-0.00345908699708381,393
191,cocktail.,0.0033373361687724255,11
192,disappointed.,-0.0025130307876343274,219
193,will,-0.0013581893108615684,3292
194,never,-0.0036810489650749875,2246
195,back.,-0.002575405227687634,765
196,"

",-0.00033028200180646735,8576
197,give,-0.0026685840600225988,1174
198,second,-0.001856083234568915,415
199,chance.,-0.0020985234435336505,52
200,won't,-0.002859989910050794,537
201,this,-0.0011349488022455085,10921
202,dollar.,0.0005447741874367142,6
203,is,0.000605175028482997,14517
204,horrible.,-0.006645906628384365,161
205,towed,-0.007539284323926226,36
206,from,-0.0012825811669905055,3767
207,u,-0.005387751856934207,201
208,parking,-0.0009523093778752332,351
209,"garage,",-0.004525657890801746,11
210,fine.,-0.004440210145972698,92
211,get,-0.0020983981580038587,4180
212,fact,-0.0024520987667429337,258
213,wasn't,-0.002801886697644814,1086
214,parked,-0.004987181667196432,34
215,"spot,",0.0011533323924777922,36
216,there,-0.002089748183269632,4300
217,absolutely,0.0010244036047925764,484
218,no,-0.004096283614747791,3332
219,information,-0.003917142408119807,91
220,anywhere,-0.0009885976500689567,139
221,garage,-0.0009862131752001106,52
222,tells,-0.005191802305977606,110
223,where,-0.0018256378137820163,1007
224,car,-0.0037909603439217603,897
225,would,-0.0023373497560637006,3971
226,when,-0.0024771108219914604,4117
227,towed.,-0.005375714141408517,8
228,don't,-0.002444991662573085,2247
229,clue,-0.005346096270717931,46
230,very,0.0013347567325893773,4834
231,limited,-0.0006968758533267591,92
232,university,-0.0016987123876051732,17
233,website,-0.0042226100784136834,108
234,telling,-0.004978133553648313,167
235,taken.,-0.00508848491628507,15
236,finally,-0.003521736202536191,590
237,figured,-0.004748206258360075,100
238,out,-0.001855883620141604,3772
239,supposed,-0.005021882128015497,188
240,morning,-0.0005173750715320233,180
241,entire,-0.0016251936095044738,319
242,weekend,-0.0005117535039115848,138
243,being,-0.0023399200916019484,1077
244,stranded,-0.0071944333014351235,13
245,car.,-0.004147315193469547,112
246,arrived,-0.0026901395993267343,330
247,towing,-0.006722376776594039,19
248,fairly,-0.0008879306997022446,112
249,distraught,-0.007939898079839622,6
250,man,-0.0024238021946813688,202
251,working,-0.0027207193437877378,427
252,most,0.00013004542653501994,832
253,unpleasant,-0.006275238449767461,22
254,person,-0.0032359833517036467,423
255,i've,0.0008440809830713754,1707
256,ever,-0.0015441330440362257,1118
257,encountered.,-0.007024433220165569,18
258,gets,-0.0004168372923997004,235
259,his,-0.0014905575538958907,1156
260,kicks,-0.006417725769250258,8
261,predatory,-0.007939898079839622,6
262,mutually,-0.007939898079839622,6
263,extortive/beneficial,-0.007939898079839622,6
264,relationship,-0.0017864137594883417,17
265,city,0.002340591821040224,104
266,sham-paign,-0.007939898079839622,6
267,commissioning,-0.007939898079839622,6
268,tow,-0.005485306654575855,45
269,trucks,-0.0024323491305137763,18
270,drive,-0.0026471868044817817,419
271,around,-0.001415336346374799,990
272,impound,-0.006283048158928371,8
273,cars,-0.003506631066386274,112
274,giving,-0.0026661377276011207,244
275,inadequate,-0.0052241354410170965,8
276,how,-0.002428557345311663,1653
277,other,-0.001705713394732058,2010
278,kicker,-0.007880056344843372,10
279,offices,-0.004367679039399566,18
280,both,0.0003365267314830487,921
281,tatman's,-0.007939898079839622,6
282,find,-0.0006201920170103905,857
283,"earlier,",-0.004695051107631651,13
284,extra,-0.002121788923424291,498
285,fee,-0.0060464184261787655,122
286,pick,-0.0028979870008174298,463
287,up,-0.002379445527979792,3274
288,"""after",-0.005880333845416041,11
289,"hours"".",-0.007939898079839622,6
290,once,-0.0017135072441285613,706
291,gotten,-0.0028488966871866124,149
292,"there,",-0.0025520911440133584,204
293,aforementioned,-0.004895827769722489,9
294,desk,-0.0036451915831299904,198
295,quite,-0.00012962537307722362,472
296,literally,-0.0037954033177769056,218
297,berated,-0.007939898079839622,6
298,office,-0.0026290275847886224,234
299,trying,-0.0027590132600473823,538
300,figure,-0.004674268981969548,112
301,tickets,-0.003340705668331486,78
302,online,-0.003222084279957259,152
303,released.,-0.006174802103297614,7
304,clearly,-0.004253443255180901,179
305,upset,-0.005946580397411949,59
306,situation,-0.004914887545766005,124
307,snapped,-0.004522219975618506,22
308,upbraided,-0.007939898079839622,6
309,stressed,-0.004142851712353907,15
310,going,-0.0023231082387929003,1402
311,on.,-0.0019677499200678275,161
312,top,-0.0004906257220590153,542
313,"that,",-0.00258744336369015,209
314,amount,3.447192277496648e-05,265
315,total,-0.003688575539145607,217
316,ticket,-0.002795966613165132,45
317,$400,-0.004898187473758029,27
318,dollars,-0.0047067050936449185,155
319,way,-0.001951440851873647,1126
320,more,-0.0008153177090677397,2163
321,than,-0.0013474370373184952,1754
322,honestly,-0.0016003413323539258,181
323,be.,-0.0014079690944470147,107
324,horrible,-0.007791835372321373,291
325,"place,",-0.0004018577758082062,234
326,service.,-0.0014757439103664303,769
327,what's,-0.0007408510611522152,86
328,place?,-0.005051532217576476,20
329, ,-0.0007061444847161094,17124
330,driven,-0.0014860914117702166,14
331,3-4,-0.002673678026997718,28
332,times,-0.001629139640348282,869
333,last,-0.001874565266856481,971
334,weeks,-0.0031847339449060487,209
335,some,-0.00036356901590680344,2346
336,wings,-0.0009516515509790279,217
337,take,-0.002268072278236561,1273
338,home,-0.0012488010203512282,595
339,been,-0.000984392598047909,2905
340,closed,-0.004448313522629172,127
341,every,0.0009940404123563746,921
342,phone,-0.00504364087147654,447
343,disconnected.,-0.007235927109177283,4
344,  ,-0.0009456237888988704,679
345,haven't,0.0003682818165908889,226
346,got,-0.0015537029231018468,2521
347,everything,0.001738045702310839,996
348,speed,-0.0019267737641267028,33
349,yet,-0.001202244497232373,242
350,their,-0.0005193459150072595,3625
351,is.,-0.0018201569864099334,120
352,perhaps,-0.0008872916452347075,73
353,owner,-0.001463260664039361,382
354,can,-0.00022244268407115776,2326
355,respond,-0.00609090562383152,28
356,let,-0.003298309810723242,557
357,everyone,0.0023793054072365717,406
358,as,-0.0003945295716762207,5248
359,lifelong,0.008341690670895333,2
360,member,-0.0033593443530091013,79
361,noda,0.009023838518859547,6
362,"crowd,",0.0023663085375058776,5
363,big,0.00026330628886041854,640
364,sense,-0.0011236362819308076,68
365,pride,0.00012857426759533056,34
366,watching,-0.0025552979049172806,117
367,local,0.0014228876268128842,308
368,business,-0.0034550644768985865,475
369,grow,-0.002073368830894078,28
370,into,-0.001467304815385983,895
371,stately,0.007513133545847571,1
372,community,0.0015402851814645766,39
373,centerpiece.,0.007513133545847571,1
374,fantastic,0.007201716174322529,172
375,option,0.0006378341897069422,116
376,impressing,0.004425512695064147,2
377,visitors,0.00797546267985519,11
378,charlotte.,0.004845829343732252,19
379,amélie's,0.007513133545847571,4
380,great,0.006046308138034052,3179
381,quick,0.0023417354380591664,290
382,dessert,0.0029431718178483672,233
383,dinner,0.0013276107351224947,527
384,walking,-0.0012015077253753957,215
385,distance,0.0018521490952496398,30
386,best,0.0040233813337156085,1522
387,restaurants,0.00033312359461743483,294
388,uptown.,0.005460698754802535,2
389,brand,-0.002259066649289323,83
390,has,-0.0002671695955460077,1874
391,ton,0.0021583234861503775,44
392,success,-0.0005306267248017155,11
393,recent,0.0002477371111468121,55
394,"decade,",0.0062658715103639726,3
395,opening,-0.0005095571139967147,60
396,locations,-0.0009178276949485945,79
397,caramel,0.002457309317766695,55
398,commons,0.006788398367692329,2
399,park,0.0003545790747049251,145
400,rd,0.004696746439975768,6
401,neighborhoods.,0.009342685768582062,2
402,key,-0.0017584678187691416,74
403,consistency,-0.0017501533332740737,39
404,premium,0.00023092890622934619,22
405,treats.,0.0019933957499546923,9
406,any,-0.002187252327455375,1396
407,area,0.00016962988761913244,499
408,salted,0.0027211973195529985,35
409,brownie,0.002416093349933069,29
410,you're,-9.494769459275106e-05,646
411,one,-0.0017757171603624317,3779
412,little,0.001162084442200231,1365
413,morsels,-0.0003175234973231352,6
414,matter,-0.002343075081581862,103
415,location,-0.0009330587467466637,716
416,at.,-0.0018259974327734588,64
417,particular,-0.001307571940203389,92
418,lot,4.554554604439201e-05,731
419,spacious,0.0036570380277277303,36
420,"seating,",0.004696799172869126,6
421,especially,0.0007470699400552043,407
422,uptown,0.004225312354769813,14
423,location.,-0.0026008392013374517,217
424,side,0.00046639952050379473,570
425,restaurant,-5.5655192201285596e-05,1197
426,sit,-0.0007484597910062282,292
427,watch,0.0005453535880636197,132
428,pastries,0.007412805702005787,33
429,made,0.00011823590861199578,1452
430,behind,-0.001962460286453402,182
431,huge,0.001391244731404553,388
432,glass,0.0007817029784747572,141
433,window,-0.0015226566952083805,87
434,revealing,0.007513133545847571,1
435,"kitchen,",0.001770345150516985,24
436,same,-0.002435972925898886,796
437,people-watch,0.007513133545847571,1
438,hustle,0.004418703588850585,9
439,bustle,0.004241270256882217,7
440,college,0.0017402376057212778,36
441,street.,-1.8689630093311823e-05,53
442,decor,0.0020079644810483757,198
443,unique,0.00605063361696155,133
444,gets.,0.003360486313995028,14
445,thing,-0.0012822573058099977,662
446,unusual,-0.00016761301246631094,23
447,chandeliers,0.011402036797993181,4
448,(ex.,0.007513133545847571,1
449,stainless,-0.006213407580068331,8
450,steel,-0.0050890069131449955,9
451,kitchen,-0.0013659660851466984,193
452,utensils).,0.007513133545847571,1
453,interior,0.0012986680959816547,66
454,design,0.004646161114080054,27
455,must-see.,0.007513133545847571,1
456,facilities,-0.0030435178618406808,24
457,clean,0.0010919236738649396,493
458,"floors,",-0.0006687358977987534,7
459,staff,0.0013124146831615963,1420
460,friendly,0.005493419514607498,988
461,patient,-0.00043371799819266727,95
462,(which,-0.0015753651684462726,188
463,"godsend,",0.007513133545847571,1
464,seasoned,0.001675262225832517,91
465,"patron,",0.007513133545847571,1
466,sometimes,0.0007210084612423973,153
467,zone,0.0028553359474244653,11
468,looking,0.00011744281278129763,707
469,delicious,0.006592481931734379,524
470,options,0.0028289020444240967,210
471,display,-0.003515724353511248,19
472,case).,0.007513133545847571,1
473,recommendation?,0.007513133545847571,1
474,dark,-0.0003554552089856299,103
475,chocolate,0.004588818831815949,212
476,raspberry,0.006140434829466415,12
477,tart,0.005748785159028254,15
478,try.,0.0020754996292480714,111
479,nice,0.002557501782536982,1539
480,sized,0.0016432372781512534,49
481,pastry,0.004906197794073383,23
482,rich,0.002867573609533963,47
483,ganache,0.006187785995604903,2
484,piping,0.003555571956275699,20
485,outlining,0.007513133545847571,1
486,sweet,0.0027662389559874163,427
487,fruit,0.00036630632069401995,78
488,"filling,",0.0010449865160002026,7
489,firm,0.000370851509246677,10
490,flaky,0.002806333266835694,11
491,pie,0.00499074776585941,67
492,tart.,0.0061565523866647705,4
493,also,0.0011232961520122285,2040
494,counter,-0.0035659707010383,235
495,seasonal,0.00672708927925953,16
496,treats,0.002437852196118899,34
497,time.,-0.0011475483756659632,686
498,typically,0.0011037220414959051,55
499,macarons,0.006392571986583789,5
500,"case,",8.942659955256487e-05,13
501,perfect,0.005581141358580836,362
502,crispy,0.0034643337031059996,161
503,wafer,0.0003462713860951934,3
504,texture,0.0031283571752491433,48
505,incredible,0.004999335037694837,80
506,fillings.,0.007513133545847571,1
507,found,0.0002617528750675996,679
508,page,-0.0023531843593689095,25
509,they're,-9.856329592677158e-05,275
510,closed?,0.007513133545847571,1
511,"worries,",-0.002563516347367911,10
512,(the,-0.0007391257132383154,102
513,original),0.007513133545847571,1
514,24/7,0.006560745321167916,6
515,min,-0.004684383545942682,150
516,outside,-0.00010405731315515916,339
517,uptown;,0.007513133545847571,1
518,3,-0.0023425307033021567,819
519,blocks,0.0002652325567689535,15
520,s,0.0005990488140942798,22
521,"davidson,",0.0011656215493793655,3
522,2.5mi,0.007513133545847571,1
523,"north,",0.00498800128007133,3
524,you'll,0.0015040544354816816,181
525,see,-0.0016933068712194164,1128
526,store,-0.002224988162704648,578
527,free,0.0014305814659740991,497
528,range,0.0038511951534552047,52
529,brewing.,0.007513133545847571,1
530,whatever,-0.0006758807259486117,88
531,tooth,-0.000731620121372334,21
532,"craves,",0.007513133545847571,1
533,surely,-0.001579751535270169,26
534,here!,0.000925299502017071,156
535,think,-0.0016765706450416486,1037
536,"critique,",0.007513133545847571,1
537,couldn't,-0.0028029378451135422,556
538,anything,-0.0024861393415020238,545
539,valid,-0.004802895113715725,13
540,enough,-0.00047675534311011376,496
541,note...,0.007513133545847571,1
542,maybe,-0.002039043290673532,480
543,offer,-0.0006479367417943915,258
544,all-day,0.007513133545847571,1
545,parking?,0.007513133545847571,1
546,"yeah,",-0.0018593945796462738,41
547,it'll,-0.0004066758697567905,26
548,perfect!,0.007377119104078612,30
549,service,-0.0010529533390146873,3432
550,slow.,-0.004053112240779678,89
551,major,-0.002229605551754298,79
552,construction,-0.0027275297577798855,33
553,easy,0.0025203232437866377,222
554,strip.,0.0014107310640139455,76
555,pools,8.459163215393084e-05,23
556,hot,0.0002916481429344286,658
557,tubs,-0.0011626892299600514,5
558,"construction,",-0.005508057949324818,3
559,except,-0.002046321490436323,133
560,pool,-9.407306582906607e-05,199
561,jam,0.0019389503556788215,38
562,packed,0.0004732461817170077,123
563,people,-0.002217716002600469,1439
564,laying,-0.003729887709738973,13
565,walkways,-0.0013430175695899986,5
566,steps.,-0.0035117696844354216,5
567,management,-0.005047068619753767,202
568,doesnt,-0.007559051064865371,23
569,care,-0.00207604888983522,552
570,says,-0.004408220293010972,310
571,"""the",-0.002300406672495252,45
572,web,-0.0009778740738416048,16
573,site,-0.0020890677133419493,42
574,warned,-0.0026581049558560394,22
575,"us"".",-0.005508057949324818,3
576,point,-0.002072034823858424,320
577,is;,-0.005508057949324818,3
578,stay,-0.003139922816198438,487
579,away,-0.0023066119957487457,572
580,till,-0.0019722280683164345,56
581,least,-0.0020617044399715207,511
582,memorial,-0.0046637353284043415,31
583,weekend.,0.0009819257060889785,62
584,done,-0.0014847037557994235,610
585,then.,-0.003610184810514928,24
586,few,-0.0008425453840243374,1126
587,employee,-0.00404877412499834,134
588,slowly,-0.002750628678834455,21
589,walked,-0.0037611378536371847,522
590,half,-0.0031202046468494743,605
591,chicken,0.0005261406620676713,1262
592,salad,0.00022811195687944124,566
593,smoothie,-0.0026809670816950407,31
594,sandwich,-0.0016225801349864421,480
595,missing,-0.0038597361324535615,73
596,"tomato,",0.0010894158457918394,22
597,tiniest,-0.005597181146248268,7
598,salad!,-0.003387475648860649,5
599,guess,-0.0032727934319483004,296
600,that's,-0.0018429224450725935,653
601,happens,-0.0037070274416432774,75
602,there's,-0.0006653357362666637,413
603,run,-0.0018070719745161819,266
604,teenagers...,-0.00846964406213374,3
605,post,-0.0036749123128410185,86
606,photos,0.00011411643693072396,43
607,like,-0.001489425157516243,3820
608,"me,",-0.002104582295055302,286
609,nothing,-0.0029246655888773357,810
610,makes,0.0013362683300629137,327
611,angry,-0.006309042680846863,42
612,getting,-0.0014458830526973992,550
613,ticket.,-0.0016562839798257986,11
614,am,-0.0015113509003577828,1286
615,minding,-0.009512471949128668,5
616,own,-0.0008090493656474528,358
617,next,-0.0007960637014741455,1006
618,turn,-0.0033351694081564117,106
619,do,-0.0028757398122622397,2356
620,(two,-0.0013585925013374358,16
621,lanes,0.0017427699712983067,5
622,mind,-0.0018371053633437352,218
623,you),-0.00043356767765544634,2
624,police,-0.007306373723466309,17
625,officer,-0.0056000278325267485,23
626,decides,-0.0034893759330225293,4
627,decide,-0.0018211773299165067,77
628,who,-0.0023747689381168006,1593
629,pull,-0.0024003208227776317,73
630,over?,-0.002525445088103879,1
631,heard,-0.0015319875087907386,206
632,company,-0.004353530951751254,370
633,through,-0.0018988705729867667,672
634,friend,-0.0006077181895222797,498
635,school,-0.001651026921669692,116
636,whole,-0.001570948691926963,458
637,process,-0.0014026213611251115,96
638,easier.,0.0033979912981886664,4
639,complete,-0.002617057367561869,196
640,session,-0.0023059086414642708,40
641,suck,-0.0027266287699459894,32
642,day,-0.0016953461060562976,872
643,life,-0.0020812464827861857,121
644,away.,-0.003013327443902781,191
645,helpful,0.004389835824604794,216
646,"""need",-0.002525445088103879,1
647,"help""",-0.002525445088103879,1
648,tab,-0.003726403349457794,30
649,someone,-0.004720705776560446,606
650,help,-0.0011908522121644833,385
651,registering,0.0009805746255046367,3
652,process.,-0.0006862923408448163,41
653,scanned,-0.002436521789956411,5
654,emailed,-0.006616026933701773,41
655,info,-0.002914171483579472,41
656,enrolled,-0.002525445088103879,1
657,minutes.,-0.0036457465770476333,253
658,"hopefully,",-0.004088638208152133,16
659,do.,-0.002292870827630428,120
660,painfully,-0.005153375697238564,13
661,it!,0.003984896530381474,224
662,friends,0.0008181064627690262,435
663,i's,0.008310529506355427,1
664,go-to,0.00532099615934019,58
665,place!,0.0078562443787651,137
666,prices,0.0018346533074453998,537
667,"amazing,",0.003957934592026619,83
668,portions,0.0021075895173861335,265
669,delicious!,0.007771499484494967,131
670,unlike,0.003009316787769874,44
671,vietnamese,0.0024980315963272198,64
672,"to,",-0.00027879503951329176,61
673,feel,3.3981683214584413e-05,633
674,super,0.0032029145543983925,693
675,quick.,0.002188892795256218,48
676,"pho,",0.005866782588612599,19
677,things,-0.0003962340189074419,581
678,choose,0.0022379795296023704,155
679,"from,",-0.004478868669978975,19
680,rice,-0.0008253674816552929,470
681,vermicelli,0.005384589515633707,6
682,(kind,0.008310529506355427,1
683,"salad),",0.004745633163929596,2
684,thai,0.0031735209592304004,225
685,fried,0.00165750561021876,456
686,curry,0.0031477785150259424,152
687,dish,0.0012468737965988831,358
688,(if,-0.0009793156825455877,37
689,remember,-0.0008145366434373185,201
690,correctly...,0.008310529506355427,1
691,it!!).,0.008310529506355427,1
692,cool,0.0019189005093316928,257
693,combination,0.0020695028859932024,60
694,between,-0.0014427935353593829,240
695,red,0.0016530825719983282,275
696,"bean,",0.005690708796202368,4
697,coconut,0.003485139415734475,72
698,milk,0.0009238787827686276,105
699,jelly...,0.008310529506355427,1
700,sauce,-1.5621653206833135e-05,607
701,boss,-0.004191853502168916,27
702,toast,0.0011092284992580115,136
703,most.,-0.0024051593634785815,29
704,canes,0.003623064116038222,10
705,doesn't,-0.002499213851899977,481
706,spacial,-0.0006196027547775884,1
707,fries,-0.00025260877066489315,446
708,exciting,0.002718227956724193,14
709,either.,-0.0035299003690609496,130
710,amazing,0.006454904083897405,613
711,dip,0.0020902304414020293,82
712,it.,-0.0013596680005758094,1432
713,fan,0.0022519654109099396,175
714,slaw,0.0019580083193699183,33
715,pretty,0.0002459747307411576,1097
716,bland,-0.004954799995647842,150
717,usually,0.0003193095536247466,385
718,substitute,-0.002263567258139422,10
719,slaw.,0.002622471961658448,8
720,adorable,0.006370717463695049,13
721,klunky,0.0021957000789795227,1
722,puppy,0.003366963034296002,8
723,shelter,0.0021957000789795227,1
724,accidentally,-0.005201953092454401,18
725,locked,-0.004075950255132593,31
726,removing,-0.003488080110108395,22
727,trash,-0.007247967358129946,58
728,bins,-0.0021257831244580905,8
729,driveway.,-0.0002688402619848299,2
730,"out,",-0.0022060870792543126,171
731,blocking,-0.004181525099680584,5
732,"road,",0.0017375398047677277,11
733,freezing,-0.0037062866685634317,8
734,madison,0.0013386488176337483,32
735,winter,-0.0007820453028927493,22
736,night.,-0.0009356969837602561,231
737,dog,-0.0009110705571815413,307
738,"second,",-0.00310704394368888,13
739,dachshund,0.0021957000789795227,1
740,brother),0.0021957000789795227,1
741,scared.,0.0023751333270532393,2
742,fun.,0.004398318949144469,55
743,called,-0.004608711205378262,969
744,"marvin,",0.0021957000789795227,1
745,m&m.,0.0021957000789795227,1
746,sped,0.0013644050831862842,2
747,rescued,0.0030275682731977817,2
748,45,-0.005425934503630365,146
749,back,-0.0018681827180952553,2723
750,"house,",-0.0008776530667035934,43
751,curled,-0.0009311612806729196,5
752,"dogs,",-0.001300998186171235,18
753,road,-0.00261364780594244,93
754,clear,-0.002268642075921463,99
755,others,-0.0017910242374862106,194
756,use.,-0.0008842460583901794,17
757,marviin,0.0021957000789795227,1
758,provides,0.006009006172420074,17
759,quality,-0.000665932728271449,659
760,wisconsin,0.0035647281642959563,5
761,charm.,0.0021957000789795227,1
762,hesitation,0.0021957000789795227,1
763,recommend,0.0034874053699690535,975
764,him,-0.003458070053468523,814
765,vehicle-related,0.0021957000789795227,1
766,emergency.,-0.0016916957479055175,5
767,eat.,-0.0003862776419642612,99
768,tasty.,0.0038640893513165195,166
769,braised,0.0030904063742686226,35
770,chicken.,0.0002757857071833724,119
771,love,0.005783725657034799,1485
772,favorite,0.005279200151224242,479
773,donut,0.004499071870089458,48
774,shop,-8.730829721733284e-05,362
775,east,0.0005438736480398917,78
776,valley!,0.010585571698389156,4
777,light,0.0005729772368228005,193
778,fluffy.,0.009281566503280677,4
779,blueberry,0.005871628218247954,31
780,lemon,-7.168432841211101e-05,87
781,poppyseed,0.012096307642250396,2
782,favorites!,0.009579642445810046,5
783,slow,-0.004048869989344203,196
784,conversations,0.0014580912369243984,7
785,amongst,-0.00030969000081707546,20
786,them,-0.002523108360859248,2101
787,selves,-0.0026391406225896694,8
