,word,score,word_count
209,wood.,-0.0037637252425117658,33
210,"durable,",-0.0026811309229276352,166
211,thick,-0.002488513706713953,133
212,though,-0.003924514612456433,577
213,think,-0.004922244470183124,1964
214,they,-0.004603857817784885,7612
215,then,-0.00591149885099094,2215
216,original,-0.005885722689128706,446
217,wooden,-0.0034241832479851224,491
218,would,-0.006717032793474191,5361
219,get,-0.005201318488336851,5067
220,beat,-0.0022582683505034166,133
221,up.,-0.004814168657532503,496
222,can,-0.0020705698630059492,5521
223,store,-0.006260816943254698,442
224,under,-0.004337102779253444,453
225,bed,0.0010341787689660817,41
226,doesn't,-0.00653342820612705,1766
227,need,-0.0038031273937794577,1039
228,batteries,-0.006113794216221592,425
229,too.,-0.002801307062934245,439
230,5,-0.005017147276094811,1251
231,year,-0.003541582161363173,3162
232,old,-0.0040618286227250494,4390
233,also,-0.0031159927045258016,2345
234,so,-0.00524056995058022,8293
235,does,-0.005986750370818462,1569
236,who,-0.0036043768754951476,1841
237,comes,-0.0036167158024061944,790
238,over,-0.004404324550488583,2128
239,our,-0.003186535535841099,3164
240,"house,",-0.003643568627599535,100
241,both,-0.00267525873302008,765
242,adults,-0.0021631770087018106,405
243,children.,-0.003159140664402452,197
244,"mancala,",-0.0037807323552237902,2
245,"course,",-0.000844156006116744,92
246,all-time,0.003947821785344179,4
247,favorite,0.0006080501836198786,448
248,low-tech,-0.000606687730590541,2
249,games;,-0.003403741279192521,2
250,now,-0.00415459946703666,1702
251,plays,-0.002410805417322195,772
252,hours,-0.0009314028629228254,360
253,her,-0.003828443245332086,2967
254,"friends,",-0.0019599398541331925,56
255,did,-0.007714903833746331,1265
256,30,-0.005810576630358817,267
257,years,-0.002345263673927415,932
258,ago.this,-0.005320834554489314,1
259,nice,-0.002220078401896409,1117
260,folding,-0.0041195493812772425,19
261,board,-0.004067262672692538,1642
262,fun,-0.0013276495706311705,3358
263,animal-shaped,-0.005320834554489314,1
264,pieces,-0.004024357170857596,1664
265,--,-0.0051925740664499715,387
266,kids,-0.002945910249587166,3063
267,"animals,",0.003141021641683011,20
268,irregular,-0.0066027434315158945,2
269,shapes,-0.004320839733985476,386
270,easier,-0.0034826407589768067,242
271,handle,-0.004967291209351803,299
272,smooth,-0.002571150866078398,48
273,stones.,-0.004859800512179693,3
274,stores,-0.003920928137260243,83
275,fairly,-0.0031467581792430587,283
276,compactly.the,-0.005320834554489314,1
277,three,-0.001797159135697599,650
278,things,-0.0036964468837869906,939
279,set:-,-0.002069579369793549,2
280,clasp,-0.0024095762204999573,5
281,difficult,-0.00611969471569689,645
282,work.,-0.009500637635799591,288
283,thumbnail.-,-0.005320834554489314,1
284,pits,-0.001828047993733182,3
285,aren't,-0.0059503058438927555,370
286,deep,-0.003275156819605317,73
287,enough,-0.004475645259303731,1285
288,hold,-0.006515437663820574,864
289,problem,-0.005227738153186183,566
290,big,-0.004365715086513369,908
291,stack.-,-0.005320834554489314,1
292,"hinges,",-0.005320834554489314,1
293,allowing,-0.004126554766481543,42
294,lie,-0.0013930320809740805,5
295,"flat,",-0.0036316882709987418,7
296,look,-0.005675784807250414,892
297,flimsy,-0.00986174956922842,246
298,work.in,-0.005320834554489314,1
299,"all,",-0.003453694783271501,166
300,good,-0.003269482754293296,2511
301,marred,-0.005320834554489314,1
302,by,-0.0045565651219522255,2781
303,few,-0.00494977859461819,1712
304,technical,-0.0018011138629607454,6
305,"problems,",-0.001785613291755398,11
306,won't,-0.0062162928705476826,608
307,care.,-0.005627400355046468,35
308,play,-0.002307343700695036,4896
309,"hut,",0.0004546530346609264,1
310,fortress,0.0018620594254571186,4
311,or,-0.004900032783918295,6010
312,"something,",-0.00988885097537348,36
313,awesome.,8.369713286968717e-05,31
314,little,-0.0035886059352219,3867
315,bigger,-0.003487455172281226,196
316,expected...about,0.0004546530346609264,1
317,size,-0.003124733660479766,494
318,entire,-0.005860030967536647,265
319,chaise,0.0004546530346609264,1
320,"sectional,",0.0004546530346609264,1
321,that's,-0.005017946593035116,730
322,ok,-0.007834361211347087,107
323,because,-0.006186724174876832,2960
324,boys,-0.00020387949834476033,195
325,going,-0.005440208765287561,1020
326,be,-0.004826834322991892,6997
327,same,-0.006401112657970683,1370
328,hopefully,-0.0015665037630197126,50
329,might,-0.005100755081528976,694
330,lessen,-0.0023646212183181586,3
331,amount,-0.004107940398374365,338
332,tiffs,0.0004546530346609264,1
333,section,0.0005612673402079808,30
334,belongs,-5.706360703481461e-05,7
335,whom.,0.0004546530346609264,1
336,hut,-2.8487366641153744e-05,4
337,items,-0.005814528916458718,257
338,easy,-0.0007008816290822525,1552
339,"assemble/dessemble,",0.0004546530346609264,1
340,extremely,-0.006390186752940395,252
341,"fun,",-0.002667476951279576,478
342,durable.,0.0013902658011216299,149
343,we,-0.004166118614598731,8100
344,basketball/skeeball,0.0004546530346609264,1
345,do,-0.0061282125691202085,3166
346,throwing,-0.007850028327734567,68
347,rolling,-0.004716948269868058,221
348,balls,-0.006500587719174481,406
349,inside,-0.004259737751282422,333
350,"it,",-0.004909440365438608,1424
351,sit,-0.004175817498525611,406
352,draag,0.0004546530346609264,1
353,somehow,-0.005335248892724702,31
354,even,-0.0052796373047382635,2954
355,imagine,-0.0036594411662244706,145
356,times,-0.00496522396722836,811
357,where,-0.005470438864019343,995
358,wearing,-0.0044667375363949295,43
359,different,-0.003165276660586683,1315
360,parts,-0.006544942717500762,505
361,rather,-0.0054528226374487695,385
362,crawling,-0.006572524422622757,59
363,playing,-0.002069880253853799,2234
364,what,-0.006092412474337703,2397
365,though?,0.0004546530346609264,1
366,kids.,-0.004100001577284266,401
367,haven't,-0.003855470746538,236
368,yet,-0.0024557941427119645,329
369,christmas,-0.003691784460493925,693
370,gift,-0.002330103608853402,565
371,"santa,",-0.0005422145838262319,2
372,precisely,0.00011702362475868236,2
373,rate,-0.0041180832157882985,60
374,assume,-0.009053851147821243,55
375,based,-0.005946788482557382,347
376,products,-0.006898781722677645,261
377,have.,-0.004619819102438959,102
378,rated,-0.007605919408652585,74
379,middle,-0.00420045338853739,139
380,road,-0.002559374076894976,46
381,education,-0.006586730055186047,95
382,believe,-0.006782755728731956,261
383,something,-0.005787314043991234,1180
384,this...even,0.0004546530346609264,1
385,as,-0.004280498486192374,9581
386,abstract,-0.003030037365868081,23
387,improved,-0.002969484284569096,44
388,imaginary,-0.005679010869201029,13
389,capabilities,0.002632621133619371,4
390,"maybe,",0.0004546530346609264,2
391,share,0.001450785769562219,45
392,work,-0.006083844205025009,913
393,together,-0.0027726977943272543,853
394,:),-0.0004075355679978639,121
395,enjoy!,0.0019463540248500267,15
396,keep,-0.0034798232899934663,1192
397,occupied,0.0034744503337985205,31
398,outside,-0.0040265472931040125,236
399,snow,-0.0018533193958794453,37
400,days!,0.00511355319110494,7
401,kinds,-0.0020461293096931655,86
402,yards,0.008123039808153106,2
403,bricks.,0.009962004487950557,2
404,hands,-0.003182481361508614,322
405,super,-0.0035709942462419006,298
406,with.,-0.004306956615253008,356
407,"grandson,",-0.0002696761989676592,24
408,boundless,0.016147567356577686,1
409,energy,-0.004983854147106066,29
410,absolutely,-0.0030898847737919296,281
411,this.,-0.005899481184798143,564
412,perfect,0.0007243261121991575,425
413,burn,0.0029173149952723388,6
414,off,-0.006424831553227175,1905
415,energy.,0.008066443543646527,5
416,practically,-0.006845746331977027,32
417,indestructable.,0.016147567356577686,1
418,classically,0.012686449607451019,1
419,loved,-0.0018117825496088429,852
420,"ago,",-0.004693203678551546,81
421,grandkids,0.0019565244052399664,65
422,happy,-0.002758708965467213,377
423,takes,-0.004319733907649438,619
424,an,-0.003443567158432633,2966
425,adult,-0.00289835343958248,226
426,"up,",-0.0060076000835468674,423
427,makes,-0.0030332124406824957,1034
428,worth,-0.004539749440643691,720
429,trouble.,-0.000774509350562514,12
430,pretty,-0.004349596961300429,1030
431,group,-0.0006008054133442095,181
432,"game,",-0.0037727837578865045,1157
433,drag,-0.003985236221063318,54
434,bit,-0.0028243416975632513,808
435,multiple,-0.005360553876660073,268
436,players.,-0.0007263454083429793,173
437,people,-0.004291144969703841,1031
438,want,-0.004991218878986408,1114
439,calculate,-0.005210925130899543,15
440,moves,-0.004415604411204496,153
441,before,-0.005797408142663156,1053
442,committing,-0.001733520945805746,1
443,best,-0.0017688850175187954,630
444,possible,-0.004071059580742529,132
445,route.,0.0028351863803982268,7
446,variation,-0.0011919933045601377,38
447,"turn,",-0.0035751367487210466,111
448,declare,-0.001324574100208338,4
449,gear,-0.0019869019391515787,34
450,roll.,-0.004301199678439409,27
451,"roll,",-0.002275069344621241,6
452,'drive',-0.001733520945805746,1
453,car,-0.001626023497782736,375
454,necessary,-0.005277659545583606,65
455,moves.,-0.0013429106533547179,12
456,"backs,",-0.001733520945805746,1
457,overs.,0.0017881712357575453,2
458,encourages,0.002213123805434687,34
459,pay,-0.007219859929285512,331
460,attention,-0.005280540601344426,278
461,adds,-0.00029400409555069854,154
462,element,0.0008060688146036097,42
463,hazard,-0.0037977106178585093,28
464,present,-0.0026108562090431005,142
465,real,-0.004909887732575022,653
466,driving\racing,-0.001733520945805746,1
467,situation.,-0.0018301597158238616,3
468,party,-0.0031050591587806244,192
469,may,-0.00285072286096868,616
470,limit,-0.00228542348727129,39
471,games,-0.0036051570570915254,1881
472,lap,-0.0009720878374758967,16
473,per,-0.005768383205754119,130
474,kit,-0.0024418148191443826,181
475,tie,0.00042508194372128466,85
476,dye,-0.0095660636574408,77
477,themed,-0.0010782965192604808,43
478,party.,-0.00207777447980583,52
479,dyes,0.0042095828704502005,3
480,strong,-0.0025317429345682574,161
481,colors,-0.00152133595284157,602
482,last,-0.004714724580440609,971
483,without,-0.005674975231451307,1099
484,much,-0.005619646693329813,3256
485,fading.,0.005546799227583203,1
486,castle,-0.0020256198142199425,77
487,"ravenloft,",-0.00012358778807500432,4
488,always,-0.003338472202761069,1002
489,put,-0.004451216119857944,1820
490,together.,-0.002833515898987044,377
491,woa,-0.0003803098946966403,3
492,most,-0.003456387347869479,1141
493,recommend,-0.004247124926884765,1456
494,difficulty,-0.0034802794114284054,95
495,average,-0.003746163011000336,97
496,(unlike,-0.0008201691987691179,9
497,cr,-0.003155345895802384,1
498,cruel),-0.003155345895802384,1
499,heroes,0.0006960895482285722,38
500,good.,-0.0033820838080412404,113
501,d&d;,-0.005315150869705052,124
502,truly,-0.00537046336523603,114
503,&#34;system&#34;,-0.003155345895802384,1
504,sorts.,-0.0008223421467152246,5
505,end,-0.006081482186433923,621
506,having,-0.003957195306051787,767
507,ton,-0.0007414891656366094,54
508,figurines,-0.0017983473603275495,6
509,(sadly,-0.003155345895802384,1
510,painted,-0.00137075809251724,51
511,"them,",-0.004538732520050268,277
512,again,-0.0071730314969992446,497
513,"sense!),",-0.003155345895802384,1
514,bajillion,-0.003155345895802384,1
515,"tokens,",0.00031957389540063257,32
516,amazingly,-0.0014525843384158288,14
517,well,-0.0033141279439806554,1876
518,illustrated,-0.0011907049415995994,13
519,"rulebook,",-0.002409783339757799,4
520,along,-0.002509135132101707,475
521,really,-0.0045301795468595035,3678
522,collection,0.0024564573005434894,59
523,scenarios,-0.0016528016749980294,57
524,(a,-0.0015308068877227209,74
525,lot,-0.003093722052395876,1473
526,'em!).this,-0.003155345895802384,1
527,1-2.5hrs,-0.003155345895802384,1
528,needed,-0.004180956860136706,264
529,whole,-0.004329032672058346,545
530,group.,-0.0016428577417664165,39
531,"cooperative,",-0.005966485052712849,32
532,every,-0.003363832735743258,1182
533,character,-0.0033285240160661014,148
534,contribute,-0.003155345895802384,1
535,into,-0.005322601928413834,1783
536,fun.i,-0.0015457357495262255,10
537,suggest,-0.005510136213938661,153
538,buy,-0.005282964035950988,1430
539,w/,-0.00685978696742513,60
540,base,-0.003713588448869397,418
541,"rules,",-0.0024619817039510717,91
542,ever,-0.004468485650173495,434
543,feeling,-0.003952596984255738,76
544,finding,-0.0045631921708471366,137
545,&#34;a,-0.003155345895802384,1
546,mechanically,0.0008832657551197876,6
547,repetitive&#34;,-0.003155345895802384,1
548,"pause,",-0.003155345895802384,1
549,go,-0.0050634884860528,1588
550,boardgamegeek,-0.006644603022352753,18
551,find,-0.004315875648612369,1059
552,variants,0.0005574465206987392,13
553,(one,-0.0033587039290889848,42
554,published,-0.002654272083345284,8
555,fact),-0.003155345895802384,1
556,allow,-0.0032993242335922156,149
557,&#34;initiative&#34;,-0.003155345895802384,1
558,system,-0.0051839888473781,147
559,change,-0.0035990555099162727,261
560,everything,-0.004443796925645255,475
561,enjoy,-0.0018070406949576116,995
562,time!absolutely,-0.003155345895802384,1
563,penny,-0.0028531611473067015,12
564,~,0.0029892084092585317,3
565,$40.,0.000689523717750894,3
566,in-home,-0.0012971228500181396,3
567,child,-0.005539198206845769,1478
568,care,-0.00517265188820212,160
569,encourage,-0.0026278163715402715,70
570,card,-0.002694218042233799,1278
571,video,-0.0030531137884074176,125
572,games.,-0.001388077549454153,247
573,mousetrap,-0.00554574625836257,15
574,around,-0.00351650763955443,1489
575,generations,0.0031399585433458314,13
576,there,-0.005359262731576195,3634
577,reason,-0.006274425474067339,276
578,that.,-0.006975448435233069,241
579,fun!,0.0015137932799982473,167
580,building,0.0003696969571736579,277
581,almost,-0.005519029552614975,796
582,running,-0.0037326433869457275,118
583,ball,-0.005810478891287803,377
584,through,-0.005922508219156992,967
585,&#34;rubes,0.005675531380644922,1
586,goldberg&#34;,0.005675531380644922,1
587,lots,-0.0020000456994520295,553
588,recommend.,-0.0032223933176966538,83
589,product,-0.00738246696223383,802
590,excellent,-9.70557138698575e-05,236
591,arrived,-0.004229045459491958,154
592,thank,-0.0036456575123123293,55
593,you...our,0.009393420657943352,1
594,family,-1.053863448722549e-05,925
595,it!,-0.0020638560284911155,486
596,looked,-0.008349594888003636,368
597,online,-0.006876650452477372,147
598,purchase,-0.004349029010728523,355
599,"play,",-0.0032535949539472283,333
600,came,-0.005085439172668199,564
601,across,-0.005936177965847712,162
602,carcassonne.,-0.0038470815379623683,15
603,although,-0.004243535345864569,397
604,carries,5.893129127289339e-05,32
605,stellar,0.001462697948556979,2
606,"reviews,",-0.008528057550555381,143
607,skeptical,-0.0014806577437276715,11
608,entertaining,-0.002066114138896801,76
609,involved,-0.0035595948189235628,120
610,be.,-0.005501953780517108,116
611,took,-0.005502549969493506,632
612,dispel,0.001624339820506672,1
613,reservations,-0.0008601805354404254,4
614,"carcassonne,",-0.004033463191782551,33
615,become,-0.004855476704445391,313
616,nightly,0.0018540055657040287,5
617,fixture.,0.001624339820506672,1
618,2,-0.004230504347778792,1623
619,"people,",-0.0031976056008019087,62
620,maintains,0.009005602324412191,3
621,levels,-0.002119898880932982,52
622,enjoyment,-0.0032033728088191,53
623,strategy,-0.003331124348333742,626
624,additional,-0.00285493674339358,144
625,players.the,-0.002558116549696327,5
626,made,-0.006151032929103292,1848
627,"tiles,",-0.006821087457699528,45
628,small,-0.004461027314448949,1099
629,box,-0.005431917097329768,1209
630,smart,0.0018557185598810718,30
631,storage,-0.001954031270504233,128
632,pieces.,-0.003685293531068773,185
633,carcassonne,-0.0037086237129689693,81
634,time,-0.004053144554752801,2498
635,break-down,0.001624339820506672,1
636,after,-0.006708117488113969,2402
637,"rounds,",-0.004030802912194341,19
638,completed,0.0012068820747657438,26
639,finish,-0.004046460043501798,172
640,hour.although,0.001624339820506672,1
641,rules,-0.0019195741637089312,650
642,"simple,",-0.0015737413939782032,109
643,"complex,",-0.0010443247710453657,12
644,various,-0.0022209891833389773,179
645,allows,0.0003426940477307499,155
646,iteration,0.0013521136150747121,3
647,upon,-0.006465209194610318,139
648,potential,-0.0031149895689013144,37
649,"outcomes,",0.001624339820506672,1
650,cause,-0.003938304472013518,132
651,strategic,0.0003321901412501761,45
652,rounds.,0.0011125094477825617,10
653,luck,-0.004287270767404293,267
654,"involved,",-0.00433231642977944,48
655,"prevails,",0.001624339820506672,1
656,unlike,-0.0030712977314612338,96
657,risk,-0.00448779343002329,114
658,decided,-0.004082386655721708,175
659,lucky,-0.005018497925290586,92
660,dice,-0.003750810248918342,466
661,rolling.i,0.001624339820506672,1
662,cannot,-0.006290104111011979,306
663,speak,0.0005779433266797313,18
664,whether,-0.0043157129801133344,107
665,appealing,-0.0040154414151955305,54
666,"children,",-0.004161566411019338,128
667,certainly,-0.0037383295003254324,184
668,checking,0.0013314621877550423,9
669,market,-0.004159264636628172,69
670,add,-0.002565267828130879,401
671,collection.,0.0036100153265320044,55
672,bought,-0.005070549606101615,2698
673,3,-0.0038851183625558585,1445
674,son,-0.004956628027810217,3089
675,ended,-0.00818221607299621,184
676,taking,-0.004330972961089349,319
677,toy.,-0.005335111509701565,1057
678,bounces,0.0009844172248048616,9
679,around.,-0.00260970647388906,150
680,durable,0.00027008510621214844,366
681,andperfect,-0.0018792208547286767,1
682,2-3,-0.004127175279680766,30
683,old.,-0.0048708214224443165,607
684,parents,-0.0032019720138331603,233
685,2.5,-0.002874234316918856,57
686,"christmas,",-0.005433381921171409,110
687,husband,-0.003440087495587496,408
688,45,-0.004031740063571874,40
689,minutes,-0.005593164498869041,534
690,drill.it,0.0036709266962801244,1
691,huge,-0.004782173868560245,316
692,tons,-0.0034940641451966475,170
693,room.,-0.0037053626982548795,69
694,living,-0.0030943431145372116,61
695,room,-0.0036778062955999126,309
696,fits,-0.0025497106529716435,144
697,nicely,-0.0017748870647302777,117
698,corner.,-0.008719538780214382,19
699,sounds,-0.004004284820166994,343
700,pretend,-0.0016103560451489445,114
701,stove,0.00035177759731072226,11
702,phone,-0.008951963492538422,179
703,cute.,-0.0029850294526967613,89
704,out,-0.005371372306421332,4435
705,shutting,0.0036709266962801244,1
706,door,-0.004353891146881895,203
707,shutters.,0.0036709266962801244,1
708,childrens,0.0068921300850230795,5
709,easily,-0.0046430186230250305,749
710,fit,-0.005637588214748872,717
711,well.,-0.003699570869591557,733
712,provide,-0.0024389927567361135,112
713,imaginitive,0.007441148172295773,2
714,play.,-0.001574888156811191,583
715,overall,-0.003487569549116354,183
716,buy.,-0.004441528835723117,74
717,variety,-0.0008534544433068651,196
718,latches,-0.009923467735106316,43
719,fingers,-0.00749828479820868,140
720,practice,0.0007335052967076716,84
721,on.,-0.004783076315511902,314
722,latch,-0.012666361951394676,26
723,"tight,",-0.003504868651422536,5
724,help,-0.0021313720242968994,560
725,one.,-0.005348805754837785,543
726,"otherwise,",-0.00284965380180831,27
727,they're,-0.004993533766902128,349
728,"on,",-0.005530095538250906,217
729,he,-0.0030733222986062997,5642
730,pictures,-0.004989723370471502,208
731,behind,-0.006353667544664148,176
732,doors.,-0.0014993874825612302,7
733,toy!,-0.0015707262908276713,159
734,exactly,-0.0033915199263695583,189
735,grew,-0.004997275566455178,95
736,moving,-0.004810646515097547,225
737,white,-0.005132948362484302,162
738,"knobs,",-0.003128911804504039,3
739,horizontal,-0.000782104220158241,4
740,vertical,-0.0018257064449430584,14
741,lines,-0.007941211005155968,142
742,curves,-0.0025388899665025138,5
743,"drawn,",-0.0072168177236793165,10
744,user,-0.0038503736021571694,21
745,draw,-0.004703666290833349,301
746,countless,-0.00277503322790426,15
747,objects.,0.001117655565244983,6
748,objects,-0.0021376329189187037,52
749,cleared,8.021624733980091e-05,4
750,shaking,-0.0005633500259335737,16
751,screen.the,-9.886027490817165e-05,1
752,etch,-0.010292471989167563,56
753,sketch,-0.0113465045788979,50
754,dropped,-0.004316412396082308,74
755,banged,-0.002539392186554323,14
756,breaking.,-0.008784783853935002,17
757,"adults,",-0.0006361467617389076,44
758,probably,-0.005608589428970515,656
759,5+,-0.004564480932812482,16
760,age,-0.00181432571640796,488
761,3+,-0.006403730636254106,20
762,"group,",-0.0008137958283610682,19
763,advertised.,-0.016066319396111528,38
764,children,-0.003211267745838158,1159
765,"sketch,",-0.000671703778898518,2
766,too,-0.006187489438264529,2505
767,3-4,0.0014960201163193027,24
768,year-old,-3.1714309838657824e-05,33
769,interesting,-0.004422023421987035,256
770,dials,-0.0006547528384064409,6
771,often,-0.003945925685933553,369
772,gets,-0.004332823640580993,817
773,bored,-0.006352149060830955,244
774,it.while,-9.886027490817165e-05,1
775,"bells,",-0.003500269412906354,2
776,"whistles,",-0.00395059185820196,7
777,computerized,-0.004700755592649312,17
778,"parts,",-0.005535269149635756,42
779,seems,-0.005395556276252178,726
780,coming,-0.006081382877064251,206
781,to.,-0.006716343411407271,212
782,simplistic,-0.008201772801064915,19
