word,NNprob,wordCount,NN_Rank
fellings,2.0383916,1,171
reemployed,2.038345,1,172
helpless,2.0381892,7,173
villages,2.0374963,6,174
rhinos,2.0371115,7,175
illnesses,2.0334463,3,176
haitian,2.030925,1,177
oppressed,2.027502,2,178
evacuate,2.0260513,4,179
mistreated,2.0253718,1,180
despair,2.0213425,1,181
graves,2.0211217,2,182
recuperation,2.019258,1,183
murchison,2.0188832,1,184
humbling,2.0173604,1,185
fernandez,2.0150018,2,186
capsized,2.0125475,1,187
tammy,2.0080452,1,188
cubs,2.0045567,1,189
typhoon,2.0037317,5,190
adversity,2.0032382,4,191
floods,2.001636,4,192
fallen,1.9963125,6,193
migrants,1.9953499,9,194
dear,1.9929799,10,195
children,1.990501,161,196
tributes,1.9901417,1,197
encouragement,1.9861407,1,198
warmth,1.984135,1,199
persecuted,1.9829003,1,200
sucide,1.9823048,1,201
janis,1.9807918,1,202
extinction,1.9806355,16,203
transported,1.9796053,1,204
elephants,1.9773158,23,205
hug,1.9736273,4,206
blessed,1.9716178,3,207
willoughby,1.9710308,1,208
belongings,1.9706534,5,209
humanitarian,1.969578,6,210
aches,1.9685897,1,211
caimans,1.9652487,1,212
verna,1.9638304,1,213
angeles,1.963774,3,214
cherish,1.9631448,4,215
struggles,1.9604889,2,216
casualties,1.9588962,5,217
diana,1.9552642,2,218
santiago,1.9546269,1,219
ambulance,1.9542485,2,220
cries,1.953506,1,221
calais,1.9527237,4,222
missionary,1.9526173,1,223
healer,1.94973,1,224
vulnerable,1.9492241,5,225
losses,1.9491202,1,226
vessels,1.9488386,1,227
leprosy,1.9419583,5,228
philadelphia,1.9416815,5,229
amphibians,1.9407407,1,230
libyan,1.9403683,1,231
earthquake,1.9399828,19,232
victims,1.9378575,30,233
gofundme,1.9377056,1,234
deforestation,1.9356349,1,235
fishers,1.935249,1,236
syria,1.9343612,23,237
recovering,1.9331312,1,238
blankets,1.9305772,1,239
sickness,1.9301478,2,240
typhoons,1.929628,1,241
recover,1.9291381,7,242
survived,1.9259354,15,243
migrant,1.9245417,2,244
drowned,1.9242507,2,245
ministry,1.9235641,1,246
drowning,1.9233222,1,247
overwhelmed,1.9224552,1,248
purification,1.9214009,1,249
raphael,1.9204888,5,250
wilderness,1.9152263,17,251
sacrifices,1.9138371,2,252
rheumatism,1.9110507,1,253
aphasia,1.9084556,2,254
wrenching,1.905414,3,255
jama,1.9049773,4,256
dengue,1.904612,1,257
displacement,1.9044857,1,258
grandchildren,1.9022666,4,259
beloved,1.9015538,2,260
protect,1.901498,50,261
grateful,1.9013835,12,262
homes,1.9002749,23,263
yemen,1.8987721,13,264
pneumonia,1.8978264,1,265
alzheimer,1.8973329,1,266
methylmercury,1.8960794,2,267
restored,1.8952554,4,268
fortunate,1.8947814,3,269
catchment,1.8932341,1,270
abducted,1.8924084,2,271
lives,1.8904701,121,272
glaciers,1.8903779,3,273
relatives,1.8884705,7,274
africa,1.8863914,12,275
cope,1.8863426,3,276
veterinarians,1.8848654,2,277
lost,1.8847435,66,278
sandu,1.884694,1,279
emotionally,1.8842266,7,280
recovery,1.8839607,5,281
tormented,1.8838931,1,282
bolivia,1.8832535,1,283
poverty,1.8814435,7,284
internment,1.8796363,1,285
family,1.8789946,139,286
reclaim,1.8777921,1,287
mother,1.8761607,36,288
cesarean,1.8761481,1,289
dearly,1.8758413,1,290
babies,1.8755368,13,291
disease,1.874657,23,292
guardians,1.8720516,1,293
burmese,1.8695983,1,294
mentor,1.8691232,1,295
happiness,1.8669834,2,296
angelina,1.8651217,2,297
fatalities,1.8648523,1,298
impacted,1.8641309,1,299
airstrikes,1.863391,8,300
siblings,1.862676,2,301
emotional,1.8588527,14,302
dying,1.8580596,39,303
animals,1.8575613,143,304
decimated,1.8575498,2,305
inquest,1.8562326,1,306
kubra,1.8560933,1,307
eleanor,1.8536111,1,308
funerals,1.8521216,1,309
encircle,1.8517951,1,310
hospital,1.8513975,14,311
cruelty,1.8511797,4,312
regain,1.848606,2,313
salley,1.8464658,1,314
comfort,1.843629,2,315
boko,1.8431088,5,316
marea,1.84181,1,317
damaged,1.8408242,4,318
foster,1.84072,4,319
upheaval,1.839876,1,320
restitution,1.8392783,1,321
exiled,1.8376766,1,322
saddens,1.8366258,8,323
iraqi,1.8348554,14,324
gilbert,1.8340183,1,325
lesley,1.8337015,1,326
arbovirus,1.8304899,1,327
respiratory,1.8299001,2,328
misfortunes,1.8285894,1,329
braves,1.8268455,1,330
noah,1.8266188,1,331
survival,1.8241512,5,332
immigrate,1.823974,1,333
jordanian,1.8229694,2,334
cry,1.8199257,5,335
grandparents,1.8190403,2,336
lungs,1.8189191,4,337
grandmother,1.8184676,3,338
eyesight,1.8182293,2,339
relocated,1.8175303,2,340
nurturing,1.8141775,1,341
saddest,1.8139921,1,342
recovers,1.813951,2,343
daughters,1.8133932,3,344
fled,1.8133425,2,345
rebuild,1.813246,3,346
fathers,1.8124156,2,347
months.i,1.8117347,1,348
counselling,1.8109193,1,349
brutalized,1.8104467,1,350
friendship,1.8100848,1,351
surgeries,1.8094596,2,352
darkness,1.8090662,1,353
engulfed,1.8084067,1,354
grandi,1.8081677,1,355
needy,1.8076212,1,356
hearts,1.8054944,3,357
halstead,1.8044387,1,358
wildlife,1.8038753,21,359
sudan,1.8034244,3,360
microcephaly,1.8032957,1,361
afganistan,1.8024669,1,362
insha,1.8015326,1,363
drought,1.798044,4,364
nutrients,1.7974747,1,365
orangutan,1.7960376,5,366
afrikaans,1.7940525,1,367
rays,1.793346,1,368
poachers,1.7926244,15,369
appalachian,1.7900668,1,370
hdp,1.7893525,1,371
mariah,1.7890583,3,372
fleeing,1.7871898,10,373
sea,1.7863677,18,374
beverly,1.785206,1,375
suffered,1.7846442,5,376
survive,1.7840557,17,377
iraqis,1.7818555,3,378
endured,1.7810673,2,379
starvation,1.78084,1,380
enriched,1.7808114,1,381
euthanize,1.7805381,1,382
deported,1.7756371,4,383
asylum,1.7748923,1,384
toll,1.774486,1,385
depression,1.7721455,14,386
vietnam,1.771952,3,387
turmoil,1.7719113,3,388
ww2,1.7706941,1,389
duckworth,1.7691042,2,390
childrens,1.7672287,1,391
disoriented,1.7667274,1,392
somali,1.7659099,3,393
forest,1.7654022,13,394
injustice,1.7649623,1,395
deserts,1.7626873,1,396
appalachia,1.7619557,2,397
susan,1.7616798,1,398
recovered,1.7609469,3,399
crying,1.7602549,4,400
emotions,1.7597853,17,401
fishermen,1.7596465,2,402
sons,1.7594911,3,403
brave,1.7570118,6,404
comunale,1.7564846,1,405
ruptured,1.7550353,3,406
deformities,1.7542301,1,407
earthly,1.7542098,1,408
deceased,1.7510643,1,409
shelby,1.7485873,2,410
nurse,1.7484995,1,411
kidnapped,1.7483022,2,412
ocean,1.7479211,1,413
nino,1.7468522,2,414
ordeal,1.7447737,4,415
maritime,1.7419993,1,416
tornado,1.7417225,1,417
diseases,1.7396072,18,418
awww,1.7393173,1,419
soul,1.7384714,3,420
"220,000",1.7371285,1,421
storms,1.7346878,1,422
thankful,1.7308995,5,423
holocaust,1.7308916,3,424
flee,1.7302004,9,425
befell,1.729513,1,426
pets,1.7293034,9,427
casualty,1.7290937,1,428
homeless,1.7265406,4,429
victimized,1.7259797,2,430
haunting,1.725715,1,431
83-year,1.7255315,1,432
solider,1.7253715,1,433
km2,1.7240964,1,434
aww,1.7235537,1,435
father,1.7228433,26,436
prayer,1.7225727,4,437
marginalized,1.7217194,1,438
donated,1.7206242,2,439
learnings,1.7180207,1,440
courage,1.7168713,3,441
villagers,1.7161304,1,442
sympathy,1.7129215,18,443
warplanes,1.711127,1,444
harvest,1.7110366,2,445
ecosystems,1.7086481,5,446
funeral,1.7066395,1,447
spiritual,1.7064023,1,448
frienda,1.7034353,1,449
brothers,1.7032379,2,450
safeguard,1.7023087,1,451
opioid,1.6988479,8,452
wesley,1.698414,1,453
surive,1.6977336,1,454
soldiers,1.6963388,14,455
georges,1.6962646,1,456
harambe,1.6957995,2,457
kenya,1.6950685,3,458
pray,1.6941003,14,459
diagnosed,1.6936538,3,460
june,1.6930199,2,461
adoption,1.6929213,1,462
imprisoned,1.6909283,1,463
mercy,1.6909028,1,464
nigeria,1.6895527,5,465
tigers,1.6895171,6,466
tsunami,1.6893151,1,467
billie,1.6885349,1,468
abbasi,1.688255,1,469
farsightedness,1.6877724,1,470
flooded,1.6864529,3,471
coping,1.6840768,1,472
inspiration,1.6837741,1,473
birth,1.6832006,24,474
dhaka,1.6826638,2,475
safeguarding,1.6826553,1,476
revengeful,1.6813222,2,477
comfrey,1.6807586,1,478
paris,1.6798599,16,479
repossessed,1.6779926,1,480
abuja,1.6779164,1,481
destroyed,1.6777022,19,482
dakota,1.6739749,3,483
haitians,1.6737012,3,484
nicolas,1.673673,1,485
interred,1.6735604,1,486
brink,1.6725482,2,487
injuries,1.6723297,20,488
grandfather,1.672075,1,489
justice,1.671656,27,490
lsot,1.6714362,1,491
reef,1.670724,5,492
minneapolis,1.6696427,1,493
generations,1.6687895,13,494
hurst,1.6682798,1,495
bless,1.667472,4,496
barbarity,1.6670233,1,497
waterways,1.6667475,1,498
breast,1.6666175,2,499
brunt,1.665406,1,500
diagnosis,1.6652033,2,501
adapted,1.6650547,1,502
rivers,1.6646982,5,503
preventable,1.6634457,6,504
shannen,1.662537,3,505
disabilities,1.6624144,1,506
dolphins,1.6621081,1,507
"1,600",1.6605626,1,508
trapped,1.6601275,6,509
restoring,1.6585563,2,510
firemen,1.6583546,1,511
anscestors,1.6582441,1,512
sad,1.6577115,250,513
elder,1.6575749,2,514
arthur,1.6574527,2,515
village,1.6563579,3,516
shores,1.6556925,1,517
grace,1.6544782,1,518
possessions,1.6538568,1,519
accident,1.6534084,30,520
feelings,1.652033,27,521
parole,1.6513685,1,522
renewal,1.6502892,1,523
zoos,1.6497461,7,524
argentina,1.6488973,1,525
sweetest,1.6479932,1,526
murdered,1.6478213,12,527
vividly,1.6476033,1,528
andrea,1.647034,1,529
assistance,1.6466562,12,530
medicines,1.6461527,2,531
afghanis,1.6455609,1,532
kitten,1.6449422,7,533
trials,1.6445223,2,534
hurtful,1.6439925,2,535
reema,1.6439894,1,536
torn,1.6424836,11,537
kesha,1.64161,1,538
persevere,1.6405066,1,539
illinois,1.6403028,1,540
communities,1.6383024,7,541
genocide,1.6370636,3,542
trafficking,1.6361533,1,543
heritage,1.6356412,5,544
closure,1.6356204,4,545
georgia,1.6347747,3,546
rhinoceroses,1.6340145,1,547
iraq,1.6334435,16,548
zealand,1.6331087,2,549
maia,1.6311907,1,550
peace,1.6302218,21,551
heals,1.6301547,1,552
beautiful,1.6277825,11,553
cmv,1.6260992,1,554
chikungunya,1.6243387,1,555
agonizing,1.623848,1,556
thriving,1.6221502,1,557
moldova,1.621745,1,558
pennsylvania,1.6211388,3,559
suicide,1.6209257,23,560
spirits,1.6199038,1,561
defenseless,1.6189116,7,562
farmland,1.6174167,1,563
philippines,1.6171085,4,564
peacekeeping,1.6158849,2,565
civilians,1.6147438,19,566
oppression,1.613937,1,567
deciduous,1.6134417,1,568
ecological,1.6129888,2,569
untimely,1.6116858,2,570
sister,1.610233,4,571
eldest,1.6080426,1,572
eagles,1.6080233,3,573
aid,1.6079757,17,574
destruction,1.60665,7,575
breakup,1.6058142,1,576
jungle,1.6056908,13,577
daughter,1.6048876,12,578
agriculture,1.6048403,2,579
louisiana,1.604647,2,580
firsthand,1.604151,1,581
lydia,1.6039718,1,582
u.s,1.6019742,24,583
unimaginable,1.6005089,1,584
siege,1.6001221,1,585
affection,1.5998702,1,586
reconstruction,1.5995175,1,587
struggling,1.5994323,6,588
disenfranchised,1.5985538,1,589
killed,1.5975598,114,590
volunteer,1.597361,3,591
nurses,1.596841,1,592
populations,1.5946664,3,593
cardiac,1.594427,1,594
bombings,1.5942006,1,595
deepest,1.5929183,2,596
libya,1.5926095,1,597
pain,1.5923954,25,598
caring,1.591776,5,599
unclasped,1.5903391,1,600
conservation,1.5896426,5,601
relief,1.5878886,6,602
mediterranean,1.586083,4,603
inhabitants,1.5848618,1,604
rocky,1.5844699,1,605
midst,1.5839556,5,606
aquatic,1.5835036,3,607
inspirational,1.583148,1,608
humanity,1.582138,9,609
mallika,1.5818828,2,610
birds,1.5818492,14,611
delicia,1.5810822,1,612
accidents,1.5810521,12,613
death,1.579966,51,614
protective,1.5791098,2,615
multiplied,1.5780672,1,616
child,1.5777845,60,617
pregnant,1.5767193,7,618
mammals,1.5757588,2,619
bonobos,1.575322,2,620
disappearance,1.5742598,2,621
arctic,1.5738229,1,622
vessel,1.5737653,2,623
painful,1.5736575,8,624
soldier,1.5735451,1,625
2196,1.5726854,1,626
disasters,1.571896,19,627
zookeepers,1.5704046,2,628
neglect,1.5702316,3,629
colonization,1.5695144,1,630
zoo,1.5686473,17,631
noncancerous,1.5680978,1,632
repay,1.5675681,1,633
columbia,1.5673655,1,634
loved,1.5671079,18,635
relatable,1.5668412,3,636
measles,1.5666102,1,637
bravely,1.5655701,1,638
sustain,1.5653356,2,639
lakes,1.5647892,4,640
san,1.5623783,1,641
alaska,1.5620247,4,642
subtropical,1.5612563,1,643
indigenous,1.5607218,4,644
rapids,1.5601431,1,645
assisting,1.559306,1,646
sacrament,1.5590457,1,647
preservation,1.558674,1,648
biological,1.558599,3,649
hunger,1.5581276,5,650
nicholas,1.5577255,2,651
extinct,1.5571103,14,652
coroners,1.5566938,1,653
toxicology,1.5562598,1,654
gunfire,1.5562419,1,655
freed,1.5561357,1,656
heart,1.5541886,41,657
volunteering,1.5541664,1,658
counseling,1.5538869,3,659
photographs,1.5534037,1,660
hameed,1.5526534,1,661
dehumanizes,1.5525736,1,662
strife,1.5525116,2,663
endure,1.5511968,11,664
marriages,1.551145,1,665
flood,1.5509723,1,666
honor,1.5502965,5,667
pleads,1.5495096,1,668
helpa,1.5490026,1,669
fainting,1.5485417,2,670
heartening,1.5483958,1,671
struggle,1.5471185,13,672
fighter,1.5463928,6,673
10-month,1.5461788,1,674
droughts,1.54311,1,675
livestock,1.5410403,2,676
veterans,1.5406159,3,677
baby,1.5405291,26,678
icsi,1.5394713,1,679
life,1.539458,208,680
heathrow,1.5393834,1,681
70000,1.5382206,1,682
minister,1.5381471,1,683
ashore,1.5372313,1,684
leonard,1.5360717,3,685
overdoses,1.5339679,9,686
janet,1.5339583,4,687
dies,1.5339531,7,688
wound,1.5338088,1,689
daca,1.5329622,2,690
"13,300",1.5316027,1,691
unforgiving,1.5313379,1,692
horrors,1.5309219,3,693
tsunamis,1.5302306,1,694
filippo,1.5298873,1,695
eagle,1.5297891,1,696
squalor,1.5280257,1,697
fought,1.5279957,4,698
agricultural,1.5279795,3,699
mansour,1.5274605,1,700
rebuilding,1.5272931,1,701
aged,1.5268229,1,702
lions,1.5263873,2,703
crisis,1.526258,19,704
remorse,1.525933,3,705
relocation,1.5257398,1,706
opioids,1.5252594,6,707
pulmonary,1.525171,1,708
gardens,1.5251223,4,709
convey,1.5251032,1,710
swam,1.5247904,1,711
hospitals,1.5246379,7,712
inspiring,1.5244848,3,713
guidance,1.5228962,2,714
dementia,1.5220062,1,715
betty,1.522005,2,716
breathe,1.5200778,4,717
renewed,1.5192143,1,718
gunshots,1.5189875,1,719
pregnancy,1.5186031,2,720
suicides,1.5182681,1,721
humane,1.5175221,1,722
experiences,1.5166872,6,723
fishes,1.516044,1,724
away.the,1.5151156,1,725
sympathize,1.5150043,3,726
cps,1.5138478,1,727
ceasefire,1.5138258,2,728
robin,1.5137662,1,729
noble,1.5137118,1,730
grim,1.5123321,2,731
autism,1.5117707,1,732
captured,1.5106369,4,733
truths,1.5101014,1,734
mueller,1.5086272,1,735
predators,1.5079898,1,736
preserve,1.5038155,3,737
brutality,1.5037221,1,738
mum,1.502869,2,739
valley,1.5027655,5,740
preschoolers,1.5023388,8,741
hurricane,1.5022099,6,742
lifes,1.5020766,1,743
wonderful,1.5019757,3,744
porpoises,1.5015725,1,745
vaughn,1.5012811,1,746
fasciitis,1.5002786,1,747
pathways,1.4996272,1,748
scar,1.4995886,2,749
cohan,1.499391,1,750
palmers,1.4991858,1,751
22-year,1.4966565,1,752
turtles,1.4965558,10,753
abandoned,1.4954795,2,754
african,1.4952877,3,755
strength,1.4950477,4,756
mission,1.4949229,4,757
cancers,1.4948599,1,758
jackie,1.494852,1,759
summers,1.4945285,1,760
burns,1.4943799,5,761
health,1.4938861,72,762
elton,1.4925808,1,763
anchorage,1.4924575,1,764
troops,1.4918095,10,765
polar,1.4917735,19,766
anniversary,1.4911432,1,767
distressing,1.4903624,8,768
cruel,1.488675,19,769
isil,1.4880818,1,770
patients,1.4874173,10,771
tribes,1.4872125,3,772
assad,1.4864454,3,773
slaughter,1.4863415,2,774
14-year,1.48591,1,775
lgbt,1.4854648,3,776
istanbul,1.4853319,1,777
harshest,1.4851393,1,778
depressed,1.485106,7,779
doherty,1.4843011,5,780
decompensating,1.4838753,1,781
nato,1.4836917,3,782
elderly,1.4836882,4,783
capture,1.4829875,1,784
sentimental,1.4828994,1,785
tumor,1.4825606,1,786
amanda,1.482216,2,787
dwindling,1.4810604,3,788
sarah,1.4803561,1,789
atrocities,1.4801885,6,790
brother,1.4801499,4,791
hrw,1.479762,1,792
monsoon,1.4792496,1,793
earths,1.4784693,1,794
kenyans,1.4769582,1,795
caged,1.4768113,1,796
crushed,1.4757884,6,797
therapy,1.473836,8,798
crowe,1.4725797,1,799
wolves,1.472569,6,800
pesticides,1.4718608,1,801
jane,1.4696139,1,802
indonesia,1.4695839,10,803
divorce,1.4684814,5,804
beings,1.4684082,13,805
youth,1.4663821,2,806
shelled,1.4660765,4,807
lessons,1.4653038,2,808
loving,1.4652954,3,809
deeds,1.4636499,1,810
protection,1.46361,12,811
succumbed,1.4636039,1,812
16-year,1.4625144,5,813
liberate,1.4618524,1,814
bangladesh,1.4614365,4,815
empowerment,1.4606154,1,816
parents,1.4603873,53,817
scarce,1.4601947,1,818
emergency,1.4600214,4,819
peril,1.4600072,1,820
hopeful,1.4590845,4,821
matthew,1.4586197,3,822
gentle,1.4585938,1,823
alexandria,1.4585067,1,824
hearted,1.458068,3,825
sharks,1.4577951,4,826
cleansing,1.4571987,2,827
thomas,1.4565866,4,828
coma,1.4563589,1,829
deformed,1.455959,1,830
tortured,1.4549164,8,831
neighborhoods,1.4547137,4,832
legacy,1.4541008,2,833
immigrant,1.4531581,4,834
shed,1.453143,2,835
november,1.4526695,6,836
war,1.4526106,89,837
rainfall,1.4518844,1,838
help,1.4517316,174,839
"13,000",1.4516329,4,840
"180,000",1.4510461,1,841
lung,1.4504517,3,842
privileged,1.4494332,1,843
aerial,1.4493319,1,844
humanely,1.4493083,1,845
egypt,1.4491053,1,846
mary,1.4490153,1,847
geisha,1.4485389,1,848
cincinnati,1.448238,1,849
withstand,1.4477388,3,850
tirelessly,1.4469506,2,851
brampton,1.4467851,4,852
duty,1.44623,3,853
vaccinate,1.4461946,1,854
catastrophe,1.4451313,8,855
deserted,1.4450399,1,856
starving,1.4434623,9,857
killings,1.4430776,6,858
preserved,1.4430231,3,859
glacier,1.4424912,1,860
rothschild,1.4419144,1,861
alive,1.4417952,18,862
drown,1.441697,3,863
surrendered,1.4404446,2,864
rhino,1.4401184,19,865
"1,800",1.439809,1,866
salvage,1.439765,2,867
historic,1.4394164,1,868
crossings,1.4387554,3,869
barren,1.4383506,1,870
unbearable,1.4383321,3,871
slaughtered,1.4383086,3,872
brim,1.4380229,1,873
awaiting,1.4378785,1,874
majestic,1.4372114,3,875
micheal,1.4370152,1,876
seventy,1.4366336,1,877
nile,1.4365475,1,878
sung,1.4359108,1,879
kashmir,1.4353138,2,880
consulate,1.4344178,3,881
young,1.4341749,40,882
tulsa,1.4336168,1,883
sacramento,1.4332469,1,884
vital,1.4328998,1,885
blooded,1.4321195,1,886
naval,1.4319522,1,887
bloom,1.4318558,1,888
arduous,1.4312586,1,889
springer,1.4309945,1,890
land,1.4302245,35,891
tennessee,1.4293605,1,892
surrounded,1.4285581,1,893
wrongs,1.428425,1,894
helicopters,1.4283211,1,895
wrecks,1.4264942,2,896
poland,1.4255831,1,897
love,1.4246875,43,898
species,1.424545,43,899
surround,1.42424,1,900
uncle,1.4241194,2,901
acres,1.4236196,3,902
beaches,1.4235224,2,903
colonialism,1.4233224,1,904
kilmer,1.4231309,4,905
liters,1.422089,2,906
delhi,1.4219524,1,907
sweet,1.4218493,1,908
buffalo,1.4213705,1,909
relate,1.4211962,2,910
cheeks,1.421039,1,911
alexander,1.4202483,2,912
labradors,1.4200617,1,913
cohen,1.4192547,6,914
edema,1.4188237,1,915
traveled,1.418548,1,916
polluted,1.4182894,3,917
die,1.4161023,63,918
vet,1.415256,1,919
recount,1.4143881,3,920
wells,1.4133414,10,921
assisted,1.4128869,2,922
assist,1.4123417,3,923
undergo,1.4123181,4,924
lands,1.4122876,4,925
cocunut,1.4118279,3,926
praying,1.411085,2,927
betrayed,1.4106027,2,928
protects,1.4105507,1,929
australian,1.4103254,3,930
taylor,1.4096944,1,931
servant,1.4095827,1,932
williams,1.4092181,1,933
river,1.4086205,9,934
fierce,1.4080929,1,935
letters,1.4077911,1,936
returned,1.4077314,1,937
kelly,1.4074682,3,938
paralyzed,1.4065976,1,939
karzai,1.4060138,1,940
britains,1.4046568,1,941
warm,1.4045807,9,942
ayotte,1.4034674,1,943
dire,1.4032801,3,944
home,1.4029503,46,945
mom,1.4018894,9,946
desperately,1.4015256,2,947
hunted,1.4013692,1,948
flourishing,1.4007516,1,949
graham,1.4006926,1,950
fate,1.4003752,4,951
underwater,1.3997861,1,952
blindness,1.3997647,3,953
witnessing,1.3988076,2,954
resonated,1.3983682,1,955
reminder,1.3980154,3,956
numb,1.3979114,5,957
cdc,1.3967766,1,958
medicine,1.3961912,6,959
samuel,1.3961868,1,960
captive,1.395975,3,961
mississippi,1.3959407,1,962
suffer,1.3956703,21,963
sacrifice,1.3955916,1,964
gbr,1.3953956,3,965
referrals,1.3947607,1,966
cedar,1.3943754,1,967
custody,1.3939822,3,968
harmed,1.3934427,7,969
kidnappings,1.3933479,1,970
shanahan,1.3933016,1,971
yellowing,1.3928821,1,972
miners,1.3926034,1,973
overcoming,1.392213,1,974
sunlight,1.3920996,1,975
transportation,1.3918793,3,976
primal,1.391255,2,977
mountains,1.3909197,1,978
maggy,1.3908883,1,979
oppressors,1.3904384,1,980
responsibilities,1.390235,4,981
"18,000",1.3901707,1,982
turtle,1.3899349,5,983
richter,1.3883227,1,984
unrest,1.3880544,7,985
sang,1.3878605,1,986
stories,1.3877965,28,987
overcome,1.3875852,4,988
sing,1.3870188,2,989
vera,1.3865858,1,990
gift,1.3863274,1,991
salines,1.3860677,1,992
blood,1.3857936,18,993
spirit,1.3857638,4,994
manslaughter,1.3857316,1,995
visits,1.385307,1,996
crossfire,1.3851994,2,997
unscathed,1.384775,1,998
rhinoceros,1.3841664,1,999
isis,1.383823,31,1000
transgender,1.3837153,3,1001
